Saraksts,Partija,Numurs,Vards,Riga,Vidzeme,Latgale,Kurzeme,Zemgale
6,"Partija ""Vienoti Latvijai""",48,Ilona Lejniece,28,,,,
6,"Partija ""Vienoti Latvijai""",49,Ernests Lībietis,,8,,,
6,"Partija ""Vienoti Latvijai""",50,Vahtangs Luašvili,,,15,,
6,"Partija ""Vienoti Latvijai""",51,Ligita Maģiča,,,10,,
6,"Partija ""Vienoti Latvijai""",52,Vadims Maļinovskis,32,,,,
6,"Partija ""Vienoti Latvijai""",53,Artūrs Marauskis,,,,8,
6,"Partija ""Vienoti Latvijai""",54,Ainars Melders,,7,,,
6,"Partija ""Vienoti Latvijai""",55,Ineta Muižniece,,13,,,
6,"Partija ""Vienoti Latvijai""",56,Ilgvars Muzikants,,22,,,
6,"Partija ""Vienoti Latvijai""",57,Andrejs Naglis,,,7,,
6,"Partija ""Vienoti Latvijai""",58,Valērijs Osipovs,29,,,,
6,"Partija ""Vienoti Latvijai""",59,Viktors Ozerskis,30,,,,
6,"Partija ""Vienoti Latvijai""",60,Reinholds Pelše,,25,,,
6,"Partija ""Vienoti Latvijai""",61,Udo Pērsis,,,,,7
6,"Partija ""Vienoti Latvijai""",62,Irina Pētersone,6,,,,
6,"Partija ""Vienoti Latvijai""",63,Mihails Pietkevičs,,,,6,
6,"Partija ""Vienoti Latvijai""",64,Andris Pudāns,11,,,,
6,"Partija ""Vienoti Latvijai""",65,Irēna Putiķe,21,,,,
6,"Partija ""Vienoti Latvijai""",66,Jekaterina Pūrīte,,,,11,
6,"Partija ""Vienoti Latvijai""",67,Iveta Raimo,,,14,,
6,"Partija ""Vienoti Latvijai""",68,Zigurds Rancāns,,,,,11
6,"Partija ""Vienoti Latvijai""",69,Jānis Ratnieks,,,,13,
6,"Partija ""Vienoti Latvijai""",70,Dzintra Mirdza Reisa,,,,2,
6,"Partija ""Vienoti Latvijai""",71,Jānis Riežnieks,,,,9,
6,"Partija ""Vienoti Latvijai""",72,Nauris Rolavs,,,,3,
6,"Partija ""Vienoti Latvijai""",73,Agita Roziņa,12,,,,
6,"Partija ""Vienoti Latvijai""",74,Eduards Rubīns,,,,14,
6,"Partija ""Vienoti Latvijai""",75,Imants Silavs,,,,,9
6,"Partija ""Vienoti Latvijai""",76,Lilita Siliņa,,19,,,
6,"Partija ""Vienoti Latvijai""",77,Kaspars Sīlis,,18,,,
6,"Partija ""Vienoti Latvijai""",78,Dace Smeltere,,17,,,
6,"Partija ""Vienoti Latvijai""",79,Kristīne Sokolovska,,11,,,
6,"Partija ""Vienoti Latvijai""",80,Gunārs Spradzenko,,,4,,
6,"Partija ""Vienoti Latvijai""",81,Jevgenija Stalidzāne,8,,,,
6,"Partija ""Vienoti Latvijai""",82,Jānis Straume,,,,1,
6,"Partija ""Vienoti Latvijai""",83,Andrejs Stremjanovs,,,11,,
6,"Partija ""Vienoti Latvijai""",84,Lelde Sutena,,,,,16
6,"Partija ""Vienoti Latvijai""",85,Ainārs Šlesers,1,,,,
6,"Partija ""Vienoti Latvijai""",86,Jevdokija Šlivka,,,8,,
6,"Partija ""Vienoti Latvijai""",87,Raimonds Šteinerts,,,,,12
6,"Partija ""Vienoti Latvijai""",88,Raivis Ūzuls,,6,,,
6,"Partija ""Vienoti Latvijai""",89,Guntars Valants,,21,,,
6,"Partija ""Vienoti Latvijai""",90,Aleksandrs Vasiļjevs,23,,,,
6,"Partija ""Vienoti Latvijai""",91,Oļegs Vasiļonoks,,24,,,
6,"Partija ""Vienoti Latvijai""",92,Vinets Veldre,,,,,3
6,"Partija ""Vienoti Latvijai""",93,Raimonds Vilde,9,,,,
6,"Partija ""Vienoti Latvijai""",94,Andulis Vitte,,,,10,
6,"Partija ""Vienoti Latvijai""",95,Daiga Vītola,,14,,,
6,"Partija ""Vienoti Latvijai""",96,Dace Vītola,10,,,,
6,"Partija ""Vienoti Latvijai""",97,Tatjana Volkova,4,,,,
6,"Partija ""Vienoti Latvijai""",98,Vitālijs Zaharovs,20,,,,
6,"Partija ""Vienoti Latvijai""",99,Pāvels Zaicevs,26,,,,
6,"Partija ""Vienoti Latvijai""",100,Edgars Zalāns,,,,,2
6,"Partija ""Vienoti Latvijai""",101,Aigars Zariņš,17,,,,
6,"Partija ""Vienoti Latvijai""",102,Rihards Zariņš,15,,,,
6,"Partija ""Vienoti Latvijai""",103,Mareks Zeltiņš,3,,,,
6,"Partija ""Vienoti Latvijai""",104,Arvīds Zvirbulis,,,,,5
6,"Partija ""Vienoti Latvijai""",105,Aldis Žaludka,,,,,14
6,"Partija ""Vienoti Latvijai""",106,Nils Žuravļovs,31,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",1,Māris Andžāns,29,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",2,Marika Berga,,24,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",3,Olga Berga,22,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",4,Ilze Bertāne,,,,13,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",5,Gaidis Bērziņš,,,,1,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",6,Baiba Bicēna,26,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",7,Raivis Blumfelds,,,,15,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",8,Juris Bogdanovičs,12,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",9,Ilona Bremze,,,,,12
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",10,Uldis Verners Brūns,10,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",11,Ivo Brūvers,,,11,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",12,Andris Buiķis,,,,,8
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",13,Aldis Bukovskis,32,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",14,Artūrs Butāns,,,,14,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",15,Einārs Cilinskis,3,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",16,Ieva Cīrule,,,,,14
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",17,Juris Cīrulis,,,,,4
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",18,Jānis Dainis,,12,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",19,Jānis Dombrava,,2,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",20,Kārlis Dombrovskis,19,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",21,Normunds Duļevskis,,16,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",22,Raivis Dzintars,,1,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",23,Ginta Eglīte,,19,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",24,Laimonis Frīdbergs,,,13,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",25,Inese Gaumane,,25,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",26,Irīna Gedertsone,,20,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",27,Ilmārs Geiba,,,15,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",28,Ainārs Grikmanis,,14,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",29,Gunārs Grīnbergs,,13,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",30,Rūdolfs Grīnblats,33,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",31,Brigita Gulbe,,,17,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",32,Ieva Holma,16,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",33,Jānis Iesalnieks,,,,2,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",34,Gunārs Indārs,34,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",35,Ilze Indriksone,,,,16,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",36,Ilvija Jakovina,,18,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",37,Edgars Jansons,25,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",38,Ritvars Jansons,14,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",39,Eduards Jurķelis,27,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",40,Bruno Jurševics,,,,6,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",41,Daiga Kalnbērziņa,,22,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",42,Imārs Kiršbaums,21,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",43,Aleksandrs Kiršteins,6,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",44,Jurģis Klotiņš,20,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",45,Ingus Kļaviņš,8,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",46,Rihards Kols,,4,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",47,Aleksandrs Korņilovs,,,9,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",48,Kārlis Krēsliņš,,9,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",49,Uģis Krūmiņš,35,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",50,Jānis Atis Krūmiņš,18,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",51,Dzintars Kudums,,,,3,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",52,Janīna Kursīte-Pakule,,,,7,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",53,Antons Kursītis,,,3,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",54,Aina Ķīse,,,,,16
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",55,Inese Laizāne,,,1,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",56,Ģirts Lapiņš,11,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",57,Ilmārs Latkovskis,4,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",58,Santa Laurinoviča,,,,12,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",59,Andris Lācis,15,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",60,Gunta Liepiņa,,8,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",61,Dainis Locis,7,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",62,Irīna Mackus,,28,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",63,Jānis Mājenieks,,15,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",64,Dace Melbārde,1,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",65,Aija Mežale,,,7,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",66,Dzintars Mozgis,,,4,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",67,Ināra Mūrniece,,3,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",68,Jānis Mūrnieks,,,8,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",69,Inita Nagņibeda,,,,,11
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",70,Romāns Naudiņš,,5,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",71,Ivars Nececkis,31,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",72,Aivars Okmanis,,,,,5
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",73,Ieva Ozola,17,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",74,Ivo Ozols,28,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",75,Imants Parādnieks,,,,,2
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",76,Andris Pastars,,,,,15
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",77,Andris Pārups,9,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",78,Vineta Poriņa,,,,,3
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",79,Ieva Preimane,,27,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",80,Arnis Puksts,24,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",81,Nauris Puntulis,,,,,6
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",82,Dzintars Rasnačs,2,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",83,Anita Ratkeviča,,,16,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",84,Jānis Ratkevičs,,,5,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",85,Edvards Ratnieks,,,,,7
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",86,Jānis Rāfelds,,21,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",87,Agris Riba,,,,,13
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",88,Dainis Rijkuris,,,,,10
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",89,Guntra Riņķe,,,,9,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",90,Inguna Rībena,5,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",91,Gunārs Rusiņš,,7,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",92,Kristīna Rūtenberga,,,,8,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",93,Gundars Sebris,,,,4,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",94,Aivars Sjademe,,23,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",95,Kristīne Skrīvere,,,,11,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",96,Kārlis Skujiņš,,26,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",97,Salvis Smukais,,11,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",98,Ludmila Sočņeva,23,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",99,Gatis Sprūds,,6,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",100,Dainis Svarups,,,14,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",101,Roberts Šlegelmilhs,,,,,9
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",102,Edvīns Šnore,,,,,1
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",103,Ērika Teirumnieka,,,2,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",104,Jānis Vahers,,,6,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",105,Evija Vaikina,,,12,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",106,Daina Vanaga,,,,5,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",107,Gundars Važa,,,,,17
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",108,Krista Veita,,,,10,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",109,Artis Vidžups,30,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",110,Ginta Vilcāne,,,10,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",111,Andris Vilks,13,,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",112,Marika Zeimule,,10,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",113,Raivis Zeltīts,,29,,,
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",114,Jana Zilkalne,,17,,,
8,Latvijas Reģionu Apvienība,1,Edgars Abrams,10,,,,
8,Latvijas Reģionu Apvienība,2,Armands Agrums,5,,,,
8,Latvijas Reģionu Apvienība,3,Aldis Alliks,17,,,,
8,Latvijas Reģionu Apvienība,4,Ingrīda Amantova,,8,,,
8,Latvijas Reģionu Apvienība,5,Liene Anševica,,,,13,
8,Latvijas Reģionu Apvienība,6,Juris Apinis,,27,,,
8,Latvijas Reģionu Apvienība,7,Jānis Ābele,,,,,8
8,Latvijas Reģionu Apvienība,8,Jānis Ābols,12,,,,
8,Latvijas Reģionu Apvienība,9,Juris Baldiņš,31,,,,
8,Latvijas Reģionu Apvienība,10,Ilona Balode,,18,,,
8,Latvijas Reģionu Apvienība,11,Guntis Bērziņš,14,,,,
8,Latvijas Reģionu Apvienība,12,Aivis Biķernieks,,,,,16
8,Latvijas Reģionu Apvienība,13,Guntars Bilsēns,,7,,,
8,Latvijas Reģionu Apvienība,14,Inita Bišofa,,,,2,
8,Latvijas Reģionu Apvienība,15,Inga Bite,3,,,,
8,Latvijas Reģionu Apvienība,16,Kārlis Boitmanis,22,,,,
8,Latvijas Reģionu Apvienība,17,Mārtiņš Bondars,,1,,,
8,Latvijas Reģionu Apvienība,18,Ivars Brīvers,15,,,,
8,Latvijas Reģionu Apvienība,19,Inese Caunīte,,,,,13
8,Latvijas Reģionu Apvienība,20,Velta Cimdiņa,24,,,,
8,Latvijas Reģionu Apvienība,21,Gunda Cīrule,,,,,12
8,Latvijas Reģionu Apvienība,22,Inese Čača,26,,,,
8,Latvijas Reģionu Apvienība,23,Aleksandrs Dementjevs,7,,,,
8,Latvijas Reģionu Apvienība,24,Jānis Dinevičs,,,3,,
8,Latvijas Reģionu Apvienība,25,Jānis Dinne,18,,,,
8,Latvijas Reģionu Apvienība,26,Inga Drele,,,18,,
8,Latvijas Reģionu Apvienība,27,Juris Dzelme,33,,,,
8,Latvijas Reģionu Apvienība,28,Aivars Fomins,,6,,,
8,Latvijas Reģionu Apvienība,29,Vilis Freimanis,,,,,15
8,Latvijas Reģionu Apvienība,30,Gunta Gasūna,,25,,,
8,Latvijas Reģionu Apvienība,31,Guntis Gladkins,,2,,,
8,Latvijas Reģionu Apvienība,32,Leonārija Gudakovska,,,,,5
8,Latvijas Reģionu Apvienība,33,Ingars Gusāns,,,7,,
8,Latvijas Reģionu Apvienība,34,Ingemars Harmsens,,,,7,
8,Latvijas Reģionu Apvienība,35,Aidis Herings,,,,10,
8,Latvijas Reģionu Apvienība,36,Valdis Holbergs,21,,,,
8,Latvijas Reģionu Apvienība,37,Gunārs Igaunis,,,17,,
8,Latvijas Reģionu Apvienība,38,Sarmīte Janfelde,23,,,,
8,Latvijas Reģionu Apvienība,39,Līvija Jankovska,,,4,,
8,Latvijas Reģionu Apvienība,40,Gundars Jegors,32,,,,
8,Latvijas Reģionu Apvienība,41,Jānis Jurģelis,,26,,,
8,Latvijas Reģionu Apvienība,42,Arturs Kaimiņš,35,,,,
8,Latvijas Reģionu Apvienība,43,Raimonds Kalniņš,,,,4,
8,Latvijas Reģionu Apvienība,44,Imants Keišs,29,,,,
8,Latvijas Reģionu Apvienība,45,Rolands Keišs,,,9,,
8,Latvijas Reģionu Apvienība,46,Arvīds Kinstlers,,,,15,
8,Latvijas Reģionu Apvienība,47,Nellija Kleinberga,,,,1,
8,Latvijas Reģionu Apvienība,48,Sergejs Kodors,,,15,,
8,Latvijas Reģionu Apvienība,49,Anita Kokarēviča,27,,,,
8,Latvijas Reģionu Apvienība,50,Margarita Krauča,9,,,,
8,Latvijas Reģionu Apvienība,51,Zigrīda Krauze,,,,16,
8,Latvijas Reģionu Apvienība,52,Varis Krūmiņš,,29,,,
8,Latvijas Reģionu Apvienība,53,Augusts Kūravs,13,,,,
8,Latvijas Reģionu Apvienība,54,Aldis Lazda,,,,,10
8,Latvijas Reģionu Apvienība,55,Dzintars Legzdiņš,,,,9,
8,Latvijas Reģionu Apvienība,56,Arvis Leinbergs,,,,11,
8,Latvijas Reģionu Apvienība,57,Ilgonis Leišavnieks,,,,,3
8,Latvijas Reģionu Apvienība,58,Inta Lemešonoka,,20,,,
8,Latvijas Reģionu Apvienība,59,Juris Levics,,,,14,
8,Latvijas Reģionu Apvienība,60,Dainis Liepiņš,,,,,1
8,Latvijas Reģionu Apvienība,61,Andris Liepiņš,,,16,,
8,Latvijas Reģionu Apvienība,62,Jānis Liepiņš,,23,,,
8,Latvijas Reģionu Apvienība,63,Andris Lubiņš,16,,,,
8,Latvijas Reģionu Apvienība,64,Benita Malatkovska,25,,,,
8,Latvijas Reģionu Apvienība,65,Jānis Mazitāns,,13,,,
8,Latvijas Reģionu Apvienība,66,Normunds Mazūrs,,9,,,
8,Latvijas Reģionu Apvienība,67,Rihards Melgailis,,,,,2
8,Latvijas Reģionu Apvienība,68,Inese Navra,,24,,,
8,Latvijas Reģionu Apvienība,69,Aleksandrs Novickis,,,,,11
8,Latvijas Reģionu Apvienība,70,Marita Oliņa,,,,,14
8,Latvijas Reģionu Apvienība,71,Ieva Margarita Ozola,20,,,,
8,Latvijas Reģionu Apvienība,72,Ilga Ozoliņa,,12,,,
8,Latvijas Reģionu Apvienība,73,Linda Ozoliņa,,21,,,
8,Latvijas Reģionu Apvienība,74,Aigars Ozoliņš,19,,,,
8,Latvijas Reģionu Apvienība,75,Lauris Pastars,,,12,,
8,Latvijas Reģionu Apvienība,76,Rūdolfs Plēpis,28,,,,
8,Latvijas Reģionu Apvienība,77,Māris Pļaviņš,,10,,,
8,Latvijas Reģionu Apvienība,78,Karina Putniņa,,3,,,
8,Latvijas Reģionu Apvienība,79,Guntis Rasims,,,10,,
8,Latvijas Reģionu Apvienība,80,Aija Raudiņa,,,,6,
8,Latvijas Reģionu Apvienība,81,Mareks Raups,8,,,,
8,Latvijas Reģionu Apvienība,82,Dagnis Reinsons,34,,,,
8,Latvijas Reģionu Apvienība,83,Kārlis Rimša,,,,,6
8,Latvijas Reģionu Apvienība,84,Aivars Ritenieks,,,,,17
8,Latvijas Reģionu Apvienība,85,Margots Rotbergs,11,,,,
8,Latvijas Reģionu Apvienība,86,Gints Rožkalns,,16,,,
8,Latvijas Reģionu Apvienība,87,Andris Rubins,6,,,,
8,Latvijas Reģionu Apvienība,88,Silvestrs Rubins,,11,,,
8,Latvijas Reģionu Apvienība,89,Jānis Ruks,,5,,,
8,Latvijas Reģionu Apvienība,90,Vladimirs Samohins,,,,,7
8,Latvijas Reģionu Apvienība,91,Jānis Sergejenko,,,,12,
8,Latvijas Reģionu Apvienība,92,Astrīda Skrinda,,,14,,
8,Latvijas Reģionu Apvienība,93,Aija Spriņķe,,,,,9
8,Latvijas Reģionu Apvienība,94,Līga Stendze,,,,8,
8,Latvijas Reģionu Apvienība,95,Mārtiņš Šics,1,,,,
8,Latvijas Reģionu Apvienība,96,Artūrs Štagars,,,13,,
8,Latvijas Reģionu Apvienība,97,Aivars Timofejevs,4,,,,
8,Latvijas Reģionu Apvienība,98,Māris Trankalis,,4,,,
8,Latvijas Reģionu Apvienība,99,Mečislavs Truskovskis,,,6,,
8,Latvijas Reģionu Apvienība,100,Sigita Upmale,,17,,,
8,Latvijas Reģionu Apvienība,101,Ingūna Urtāne,,22,,,
8,Latvijas Reģionu Apvienība,102,Inga Vanaga,,,,,4
8,Latvijas Reģionu Apvienība,103,Natālija Vecgaile,,15,,,
8,Latvijas Reģionu Apvienība,104,Ilga Vecziediņa,,14,,,
8,Latvijas Reģionu Apvienība,105,Normunds Vilnītis,,,,5,
8,Latvijas Reģionu Apvienība,106,Juris Viļums,,,1,,
8,Latvijas Reģionu Apvienība,107,Evita Vinceviča,,19,,,
8,Latvijas Reģionu Apvienība,108,Margarita Visocka,30,,,,
8,Latvijas Reģionu Apvienība,109,Juris Vorkalis,,,8,,
8,Latvijas Reģionu Apvienība,110,Sandra Zaiceva,,28,,,
8,Latvijas Reģionu Apvienība,111,Arnis Zekunde,,,,3,
8,Latvijas Reģionu Apvienība,112,Marija Zeltiņa,,,11,,
8,Latvijas Reģionu Apvienība,113,Māra Viktorija Zilgalve,2,,,,
