Saraksts,Partija,Numurs,Vards,Gender,Apgabals,Rangs
6,"Partija ""Vienoti Latvijai""",9,Aleksandrs Beļevičs,Male,Riga,18
6,"Partija ""Vienoti Latvijai""",10,Aleksandrs Bogdanovs,Male,Kurzeme,12
6,"Partija ""Vienoti Latvijai""",11,Artis Brūvers,Male,Vidzeme,4
6,"Partija ""Vienoti Latvijai""",12,Veronika Burova,Female,Riga,27
6,"Partija ""Vienoti Latvijai""",13,Viktorija Čerenkova,Female,Riga,25
6,"Partija ""Vienoti Latvijai""",14,Gunārs Dāboliņš,Male,Vidzeme,3
6,"Partija ""Vienoti Latvijai""",15,Andris Deniņš,Male,Riga,5
6,"Partija ""Vienoti Latvijai""",16,Vjačeslavs Dubovskis,Male,Latgale,6
6,"Partija ""Vienoti Latvijai""",17,Ēriks Flaumanis,Male,Vidzeme,23
6,"Partija ""Vienoti Latvijai""",18,Ģirts Freimanis,Male,Riga,33
6,"Partija ""Vienoti Latvijai""",19,Guntis Gelpers,Male,Zemgale,4
6,"Partija ""Vienoti Latvijai""",20,Pēteris Goba,Male,Zemgale,15
6,"Partija ""Vienoti Latvijai""",21,Ivars Godmanis,Male,Vidzeme,1
6,"Partija ""Vienoti Latvijai""",22,Jānis Grigaļūns,Male,Vidzeme,9
6,"Partija ""Vienoti Latvijai""",23,Inese Grigoruka,Female,Kurzeme,5
6,"Partija ""Vienoti Latvijai""",24,Lauris Grīns,Male,Riga,14
6,"Partija ""Vienoti Latvijai""",25,Ivars Gulbis,Male,Riga,34
6,"Partija ""Vienoti Latvijai""",26,Zane Ģierte,Female,Kurzeme,7
6,"Partija ""Vienoti Latvijai""",27,Gundega Jaunbērziņa-Beitika,Female,Riga,13
6,"Partija ""Vienoti Latvijai""",28,Vadims Jerošenko,Male,Riga,2
6,"Partija ""Vienoti Latvijai""",29,Oskars Juhnevičs,Male,Latgale,2
6,"Partija ""Vienoti Latvijai""",30,Karīna Juhņeviča,Female,Latgale,16
6,"Partija ""Vienoti Latvijai""",31,Jānis Jukna,Male,Latgale,3
6,"Partija ""Vienoti Latvijai""",32,Jānis Jurkāns,Male,Latgale,1
6,"Partija ""Vienoti Latvijai""",33,Ivars Kalvišķis,Male,Vidzeme,2
6,"Partija ""Vienoti Latvijai""",34,Aigars Kalvītis,Male,Zemgale,1
6,"Partija ""Vienoti Latvijai""",35,Edmunds Kaševskis,Male,Riga,7
6,"Partija ""Vienoti Latvijai""",36,Česlavs Kaševskis,Male,Riga,24
6,"Partija ""Vienoti Latvijai""",37,Jānis Kazāks,Male,Kurzeme,4
6,"Partija ""Vienoti Latvijai""",38,Edgars Kažoks,Male,Riga,19
6,"Partija ""Vienoti Latvijai""",39,Tatjana Kokina,Female,Latgale,12
6,"Partija ""Vienoti Latvijai""",40,Anita Kokoreviča,Female,Latgale,9
6,"Partija ""Vienoti Latvijai""",41,Arnis Krauklis,Male,Zemgale,6
6,"Partija ""Vienoti Latvijai""",42,Edijs Kriķis,Male,Vidzeme,15
6,"Partija ""Vienoti Latvijai""",43,Evija Krilova,Female,Vidzeme,16
6,"Partija ""Vienoti Latvijai""",44,Jeļena Kuranova,Female,Latgale,5
6,"Partija ""Vienoti Latvijai""",45,Ivars Ķezbers,Male,Vidzeme,12
6,"Partija ""Vienoti Latvijai""",46,Juris Lazdāns,Male,Zemgale,13
6,"Partija ""Vienoti Latvijai""",47,Krists Leiškalns,Male,Vidzeme,26
6,"Partija ""Vienoti Latvijai""",48,Ilona Lejniece,Female,Riga,28
6,"Partija ""Vienoti Latvijai""",49,Ernests Lībietis,Male,Vidzeme,8
6,"Partija ""Vienoti Latvijai""",50,Vahtangs Luašvili,Male,Latgale,15
6,"Partija ""Vienoti Latvijai""",51,Ligita Maģiča,Female,Latgale,10
6,"Partija ""Vienoti Latvijai""",52,Vadims Maļinovskis,Male,Riga,32
6,"Partija ""Vienoti Latvijai""",53,Artūrs Marauskis,Male,Kurzeme,8
6,"Partija ""Vienoti Latvijai""",54,Ainars Melders,Male,Vidzeme,7
6,"Partija ""Vienoti Latvijai""",55,Ineta Muižniece,Female,Vidzeme,13
6,"Partija ""Vienoti Latvijai""",56,Ilgvars Muzikants,Male,Vidzeme,22
6,"Partija ""Vienoti Latvijai""",57,Andrejs Naglis,Male,Latgale,7
6,"Partija ""Vienoti Latvijai""",58,Valērijs Osipovs,Male,Riga,29
6,"Partija ""Vienoti Latvijai""",59,Viktors Ozerskis,Male,Riga,30
6,"Partija ""Vienoti Latvijai""",60,Reinholds Pelše,Male,Vidzeme,25
6,"Partija ""Vienoti Latvijai""",61,Udo Pērsis,Male,Zemgale,7
6,"Partija ""Vienoti Latvijai""",62,Irina Pētersone,Female,Riga,6
6,"Partija ""Vienoti Latvijai""",63,Mihails Pietkevičs,Male,Kurzeme,6
6,"Partija ""Vienoti Latvijai""",64,Andris Pudāns,Male,Riga,11
6,"Partija ""Vienoti Latvijai""",65,Irēna Putiķe,Female,Riga,21
6,"Partija ""Vienoti Latvijai""",66,Jekaterina Pūrīte,Female,Kurzeme,11
6,"Partija ""Vienoti Latvijai""",67,Iveta Raimo,Female,Latgale,14
6,"Partija ""Vienoti Latvijai""",68,Zigurds Rancāns,Male,Zemgale,11
6,"Partija ""Vienoti Latvijai""",69,Jānis Ratnieks,Male,Kurzeme,13
6,"Partija ""Vienoti Latvijai""",70,Dzintra Mirdza Reisa,Female,Kurzeme,2
6,"Partija ""Vienoti Latvijai""",71,Jānis Riežnieks,Male,Kurzeme,9
6,"Partija ""Vienoti Latvijai""",72,Nauris Rolavs,Male,Kurzeme,3
6,"Partija ""Vienoti Latvijai""",73,Agita Roziņa,Female,Riga,12
6,"Partija ""Vienoti Latvijai""",74,Eduards Rubīns,Male,Kurzeme,14
6,"Partija ""Vienoti Latvijai""",75,Imants Silavs,Male,Zemgale,9
6,"Partija ""Vienoti Latvijai""",76,Lilita Siliņa,Female,Vidzeme,19
6,"Partija ""Vienoti Latvijai""",77,Kaspars Sīlis,Male,Vidzeme,18
6,"Partija ""Vienoti Latvijai""",78,Dace Smeltere,Female,Vidzeme,17
6,"Partija ""Vienoti Latvijai""",79,Kristīne Sokolovska,Female,Vidzeme,11
6,"Partija ""Vienoti Latvijai""",80,Gunārs Spradzenko,Male,Latgale,4
6,"Partija ""Vienoti Latvijai""",81,Jevgenija Stalidzāne,Female,Riga,8
6,"Partija ""Vienoti Latvijai""",82,Jānis Straume,Male,Kurzeme,1
6,"Partija ""Vienoti Latvijai""",83,Andrejs Stremjanovs,Male,Latgale,11
6,"Partija ""Vienoti Latvijai""",84,Lelde Sutena,Female,Zemgale,16
6,"Partija ""Vienoti Latvijai""",85,Ainārs Šlesers,Male,Riga,1
6,"Partija ""Vienoti Latvijai""",86,Jevdokija Šlivka,Female,Latgale,8
6,"Partija ""Vienoti Latvijai""",87,Raimonds Šteinerts,Male,Zemgale,12
6,"Partija ""Vienoti Latvijai""",88,Raivis Ūzuls,Male,Vidzeme,6
6,"Partija ""Vienoti Latvijai""",89,Guntars Valants,Male,Vidzeme,21
6,"Partija ""Vienoti Latvijai""",90,Aleksandrs Vasiļjevs,Male,Riga,23
6,"Partija ""Vienoti Latvijai""",91,Oļegs Vasiļonoks,Male,Vidzeme,24
6,"Partija ""Vienoti Latvijai""",92,Vinets Veldre,Male,Zemgale,3
6,"Partija ""Vienoti Latvijai""",93,Raimonds Vilde,Male,Riga,9
6,"Partija ""Vienoti Latvijai""",94,Andulis Vitte,Male,Kurzeme,10
6,"Partija ""Vienoti Latvijai""",95,Daiga Vītola,Female,Vidzeme,14
6,"Partija ""Vienoti Latvijai""",96,Dace Vītola,Female,Riga,10
6,"Partija ""Vienoti Latvijai""",97,Tatjana Volkova,Female,Riga,4
6,"Partija ""Vienoti Latvijai""",98,Vitālijs Zaharovs,Male,Riga,20
6,"Partija ""Vienoti Latvijai""",99,Pāvels Zaicevs,Male,Riga,26
6,"Partija ""Vienoti Latvijai""",100,Edgars Zalāns,Male,Zemgale,2
6,"Partija ""Vienoti Latvijai""",101,Aigars Zariņš,Male,Riga,17
6,"Partija ""Vienoti Latvijai""",102,Rihards Zariņš,Male,Riga,15
6,"Partija ""Vienoti Latvijai""",103,Mareks Zeltiņš,Male,Riga,3
6,"Partija ""Vienoti Latvijai""",104,Arvīds Zvirbulis,Male,Zemgale,5
6,"Partija ""Vienoti Latvijai""",105,Aldis Žaludka,Male,Zemgale,14
6,"Partija ""Vienoti Latvijai""",106,Nils Žuravļovs,Male,Riga,31
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",1,Māris Andžāns,Male,Riga,29
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",2,Marika Berga,Female,Vidzeme,24
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",3,Olga Berga,Female,Riga,22
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",4,Ilze Bertāne,Female,Kurzeme,13
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",5,Gaidis Bērziņš,Male,Kurzeme,1
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",6,Baiba Bicēna,Female,Riga,26
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",7,Raivis Blumfelds,Male,Kurzeme,15
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",8,Juris Bogdanovičs,Male,Riga,12
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",9,Ilona Bremze,Female,Zemgale,12
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",10,Uldis Verners Brūns,Male,Riga,10
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",11,Ivo Brūvers,Male,Latgale,11
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",12,Andris Buiķis,Male,Zemgale,8
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",13,Aldis Bukovskis,Male,Riga,32
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",14,Artūrs Butāns,Male,Kurzeme,14
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",15,Einārs Cilinskis,Male,Riga,3
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",16,Ieva Cīrule,Female,Zemgale,14
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",17,Juris Cīrulis,Male,Zemgale,4
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",18,Jānis Dainis,Male,Vidzeme,12
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",19,Jānis Dombrava,Male,Vidzeme,2
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",20,Kārlis Dombrovskis,Male,Riga,19
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",21,Normunds Duļevskis,Male,Vidzeme,16
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",22,Raivis Dzintars,Male,Vidzeme,1
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",23,Ginta Eglīte,Female,Vidzeme,19
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",24,Laimonis Frīdbergs,Male,Latgale,13
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",25,Inese Gaumane,Female,Vidzeme,25
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",26,Irīna Gedertsone,Female,Vidzeme,20
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",27,Ilmārs Geiba,Male,Latgale,15
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",28,Ainārs Grikmanis,Male,Vidzeme,14
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",29,Gunārs Grīnbergs,Male,Vidzeme,13
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",30,Rūdolfs Grīnblats,Male,Riga,33
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",31,Brigita Gulbe,Female,Latgale,17
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",32,Ieva Holma,Female,Riga,16
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",33,Jānis Iesalnieks,Male,Kurzeme,2
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",34,Gunārs Indārs,Male,Riga,34
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",35,Ilze Indriksone,Female,Kurzeme,16
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",36,Ilvija Jakovina,Female,Vidzeme,18
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",37,Edgars Jansons,Male,Riga,25
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",38,Ritvars Jansons,Male,Riga,14
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",39,Eduards Jurķelis,Male,Riga,27
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",40,Bruno Jurševics,Male,Kurzeme,6
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",41,Daiga Kalnbērziņa,Female,Vidzeme,22
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",42,Imārs Kiršbaums,Male,Riga,21
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",43,Aleksandrs Kiršteins,Male,Riga,6
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",44,Jurģis Klotiņš,Male,Riga,20
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",45,Ingus Kļaviņš,Male,Riga,8
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",46,Rihards Kols,Male,Vidzeme,4
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",47,Aleksandrs Korņilovs,Male,Latgale,9
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",48,Kārlis Krēsliņš,Male,Vidzeme,9
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",49,Uģis Krūmiņš,Male,Riga,35
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",50,Jānis Atis Krūmiņš,Male,Riga,18
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",51,Dzintars Kudums,Male,Kurzeme,3
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",52,Janīna Kursīte-Pakule,Female,Kurzeme,7
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",53,Antons Kursītis,Male,Latgale,3
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",54,Aina Ķīse,Female,Zemgale,16
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",55,Inese Laizāne,Female,Latgale,1
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",56,Ģirts Lapiņš,Male,Riga,11
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",57,Ilmārs Latkovskis,Male,Riga,4
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",58,Santa Laurinoviča,Female,Kurzeme,12
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",59,Andris Lācis,Male,Riga,15
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",60,Gunta Liepiņa,Female,Vidzeme,8
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",61,Dainis Locis,Male,Riga,7
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",62,Irīna Mackus,Female,Vidzeme,28
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",63,Jānis Mājenieks,Male,Vidzeme,15
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",64,Dace Melbārde,Female,Riga,1
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",65,Aija Mežale,Female,Latgale,7
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",66,Dzintars Mozgis,Male,Latgale,4
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",67,Ināra Mūrniece,Female,Vidzeme,3
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",68,Jānis Mūrnieks,Male,Latgale,8
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",69,Inita Nagņibeda,Female,Zemgale,11
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",70,Romāns Naudiņš,Male,Vidzeme,5
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",71,Ivars Nececkis,Male,Riga,31
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",72,Aivars Okmanis,Male,Zemgale,5
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",73,Ieva Ozola,Female,Riga,17
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",74,Ivo Ozols,Male,Riga,28
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",75,Imants Parādnieks,Male,Zemgale,2
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",76,Andris Pastars,Male,Zemgale,15
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",77,Andris Pārups,Male,Riga,9
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",78,Vineta Poriņa,Female,Zemgale,3
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",79,Ieva Preimane,Female,Vidzeme,27
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",80,Arnis Puksts,Male,Riga,24
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",81,Nauris Puntulis,Male,Zemgale,6
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",82,Dzintars Rasnačs,Male,Riga,2
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",83,Anita Ratkeviča,Female,Latgale,16
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",84,Jānis Ratkevičs,Male,Latgale,5
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",85,Edvards Ratnieks,Male,Zemgale,7
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",86,Jānis Rāfelds,Male,Vidzeme,21
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",87,Agris Riba,Male,Zemgale,13
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",88,Dainis Rijkuris,Male,Zemgale,10
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",89,Guntra Riņķe,Female,Kurzeme,9
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",90,Inguna Rībena,Female,Riga,5
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",91,Gunārs Rusiņš,Male,Vidzeme,7
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",92,Kristīna Rūtenberga,Female,Kurzeme,8
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",93,Gundars Sebris,Male,Kurzeme,4
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",94,Aivars Sjademe,Male,Vidzeme,23
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",95,Kristīne Skrīvere,Female,Kurzeme,11
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",96,Kārlis Skujiņš,Male,Vidzeme,26
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",97,Salvis Smukais,Male,Vidzeme,11
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",98,Ludmila Sočņeva,Female,Riga,23
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",99,Gatis Sprūds,Male,Vidzeme,6
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",100,Dainis Svarups,Male,Latgale,14
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",101,Roberts Šlegelmilhs,Male,Zemgale,9
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",102,Edvīns Šnore,Male,Zemgale,1
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",103,Ērika Teirumnieka,Female,Latgale,2
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",104,Jānis Vahers,Male,Latgale,6
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",105,Evija Vaikina,Female,Latgale,12
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",106,Daina Vanaga,Female,Kurzeme,5
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",107,Gundars Važa,Male,Zemgale,17
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",108,Krista Veita,Female,Kurzeme,10
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",109,Artis Vidžups,Male,Riga,30
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",110,Ginta Vilcāne,Female,Latgale,10
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",111,Andris Vilks,Male,Riga,13
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",112,Marika Zeimule,Female,Vidzeme,10
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",113,Raivis Zeltīts,Male,Vidzeme,29
7,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",114,Jana Zilkalne,Female,Vidzeme,17
8,Latvijas Reģionu Apvienība,1,Edgars Abrams,Male,Riga,10
8,Latvijas Reģionu Apvienība,2,Armands Agrums,Male,Riga,5
8,Latvijas Reģionu Apvienība,3,Aldis Alliks,Male,Riga,17
8,Latvijas Reģionu Apvienība,4,Ingrīda Amantova,Female,Vidzeme,8
8,Latvijas Reģionu Apvienība,5,Liene Anševica,Female,Kurzeme,13
8,Latvijas Reģionu Apvienība,6,Juris Apinis,Male,Vidzeme,27
8,Latvijas Reģionu Apvienība,7,Jānis Ābele,Male,Zemgale,8
8,Latvijas Reģionu Apvienība,8,Jānis Ābols,Male,Riga,12
8,Latvijas Reģionu Apvienība,9,Juris Baldiņš,Male,Riga,31
8,Latvijas Reģionu Apvienība,10,Ilona Balode,Female,Vidzeme,18
8,Latvijas Reģionu Apvienība,11,Guntis Bērziņš,Male,Riga,14
8,Latvijas Reģionu Apvienība,12,Aivis Biķernieks,Male,Zemgale,16
8,Latvijas Reģionu Apvienība,13,Guntars Bilsēns,Male,Vidzeme,7
8,Latvijas Reģionu Apvienība,14,Inita Bišofa,Female,Kurzeme,2
8,Latvijas Reģionu Apvienība,15,Inga Bite,Female,Riga,3
8,Latvijas Reģionu Apvienība,16,Kārlis Boitmanis,Male,Riga,22
8,Latvijas Reģionu Apvienība,17,Mārtiņš Bondars,Male,Vidzeme,1
8,Latvijas Reģionu Apvienība,18,Ivars Brīvers,Male,Riga,15
8,Latvijas Reģionu Apvienība,19,Inese Caunīte,Female,Zemgale,13
8,Latvijas Reģionu Apvienība,20,Velta Cimdiņa,Female,Riga,24
8,Latvijas Reģionu Apvienība,21,Gunda Cīrule,Female,Zemgale,12
8,Latvijas Reģionu Apvienība,22,Inese Čača,Female,Riga,26
8,Latvijas Reģionu Apvienība,23,Aleksandrs Dementjevs,Male,Riga,7
8,Latvijas Reģionu Apvienība,24,Jānis Dinevičs,Male,Latgale,3
8,Latvijas Reģionu Apvienība,25,Jānis Dinne,Male,Riga,18
8,Latvijas Reģionu Apvienība,26,Inga Drele,Female,Latgale,18
8,Latvijas Reģionu Apvienība,27,Juris Dzelme,Male,Riga,33
8,Latvijas Reģionu Apvienība,28,Aivars Fomins,Male,Vidzeme,6
8,Latvijas Reģionu Apvienība,29,Vilis Freimanis,Male,Zemgale,15
8,Latvijas Reģionu Apvienība,30,Gunta Gasūna,Female,Vidzeme,25
8,Latvijas Reģionu Apvienība,31,Guntis Gladkins,Male,Vidzeme,2
8,Latvijas Reģionu Apvienība,32,Leonārija Gudakovska,Female,Zemgale,5
8,Latvijas Reģionu Apvienība,33,Ingars Gusāns,Male,Latgale,7
8,Latvijas Reģionu Apvienība,34,Ingemars Harmsens,Male,Kurzeme,7
8,Latvijas Reģionu Apvienība,35,Aidis Herings,Male,Kurzeme,10
8,Latvijas Reģionu Apvienība,36,Valdis Holbergs,Male,Riga,21
8,Latvijas Reģionu Apvienība,37,Gunārs Igaunis,Male,Latgale,17
8,Latvijas Reģionu Apvienība,38,Sarmīte Janfelde,Female,Riga,23
8,Latvijas Reģionu Apvienība,39,Līvija Jankovska,Female,Latgale,4
8,Latvijas Reģionu Apvienība,40,Gundars Jegors,Male,Riga,32
