Saraksts,Partija,Vards,Apgabals,Numurs,Gads,DarbaVieta,Amats
16,Attīstībai/Par!,Laima Geikina,Rīga,9,1961,Rīgas dome,"Deputāte, Drošības, kārtības un korupcijas apkarošanas komitejas priekšsēdētājas vietniece"
16,Attīstībai/Par!,Aleksandrs Geržatovičs,Vidzeme,12,1995,Olaines novada pašvaldība,Domes deputāts
16,Attīstībai/Par!,Marija Golubeva,Rīga,1,1973,Latvijas Republikas Saeima,"Deputāte, Eiropas lietu komisijas priekšsēdētāja"
16,Attīstībai/Par!,Rolands Gradkovskis,Latgale,13,1969,Augšdaugavas novada pašvaldības iestāde “TAKA”,Direktors
16,Attīstībai/Par!,Aivars Graikstis,Kurzeme,14,1964,SIA Baložu komunālā saimniecība,Valdes loceklis
16,Attīstībai/Par!,Agris Holšteins,Rīga,36,1981,Siguldas novada pašvaldība,Direktora vietnieks
16,Attīstībai/Par!,Ieva Ilvesa,Vidzeme,2,1977,Valsts prezidenta kanceleja,Valsts prezidenta padomniece informatīvās telpas un digitālās politikas jautājumos
16,Attīstībai/Par!,Dace Indrika,Rīga,29,1986,SIA NĀTRE,Valdes locekle
16,Attīstībai/Par!,Pauls Irbins,Rīga,16,1975,Cēsu novada pašvaldība,Kosmosa Izziņas Centra projekta ieviešanas eksperts
16,Attīstībai/Par!,Gunta Jankovska,Kurzeme,9,1957,Kuldīgas Senioru skolas vadības komandas dalībniece,
16,Attīstībai/Par!,Ģirts Jankovskis,Kurzeme,5,1981,Latvijas Universitāte,Vadošais pētnieks
16,Attīstībai/Par!,Georgijs Jevsikovs,Latgale,6,1980,Rēzeknes novada pašvaldība,Deputāts
16,Attīstībai/Par!,Aleksandrs Jevtušoks,Latgale,12,1952,Krāslavas novada dome,"Domes priekšsēdētāja 1.vietnieks, deputāts"
16,Attīstībai/Par!,Anete Jēkabsone-Žogota,Zemgale,3,1983,Rīga dome,Deputāte
16,Attīstībai/Par!,Māris Justs,Vidzeme,11,1972,Varakļānu novada pašvaldība,Domes priekšsēdētājs
16,Attīstībai/Par!,Māris Kalējs,Rīga,23,1973,Rīgas 45. vidusskola,skolotājs
16,Attīstībai/Par!,Oskars Kaulēns,Rīga,11,1985,Draudzīgā Aicinājuma Cēsu Valsts ģimnāzija,Direktors
16,Attīstībai/Par!,Tālis Korlašs,Latgale,11,1978,SIA Tako SD,Valdes priekšsēdētājs
16,Attīstībai/Par!,Pēteris Krastiņš,Rīga,34,1958,Vides aizsardzības un reģionālās attīstības ministrija,Ministra padomnieks
16,Attīstībai/Par!,Vents Armands Krauklis,Vidzeme,29,1964,Valkas novada pašvaldība,Domes priekšsēdētājs
16,Attīstībai/Par!,Janīna Kursīte,Latgale,3,1964,Latvijas Republikas Saeima,Deputāte
16,Attīstībai/Par!,Sintija Kvēpa,Vidzeme,28,1979,Rakstniecības un mūzikas muzejs,Krājuma izpētes nodaļas vadītāja
16,Attīstībai/Par!,Arvis Lancmanis,Latgale,15,1994,SIA BOOST Digital,Valdes priekšsēdētājs
16,Attīstībai/Par!,Inga Lāce,Rīga,19,1986,Kuratore,
16,Attīstībai/Par!,Jānis Lāčplēsis,Latgale,2,1958,Daugavpils pilsētas dome,Deputāts
16,Attīstībai/Par!,Andris Lielais,Zemgale,4,1957,Pensionārs,
16,Attīstībai/Par!,Viesturs Liepkalns,Vidzeme,6,1988,Latvijas Republikas Saeima,Deputāts
16,Attīstībai/Par!,Ēriks Lingebērziņš,Kurzeme,7,1982,Biznesa augstskola “Turība”,Dekāns
16,Attīstībai/Par!,Santa Ločmele,Rīga,20,1971,SIA “Rīgas Dzemdību nams”,Valdes locekle
16,Attīstībai/Par!,Jevgenijs Lurje,Rīga,17,1958,"Pašnodarbinātais, inženieris",
16,Attīstībai/Par!,Vladislava Marāne,Rīga,10,1986,Veselības ministrija,Ministra biroja vadītāja
16,Attīstībai/Par!,Iveta Mietule,Latgale,5,1972,Rēzeknes Tehnoloģiju akadēmija,Rektore
16,Attīstībai/Par!,Andris Mihaļovs,Vidzeme,17,1962,Nodrošinājuma valsts aģentūra,Rīgas un Zemgales nodaļas vadītāja p.i.
16,Attīstībai/Par!,Nadīna Millere,Kurzeme,12,1977,Nadīnas Milleres privātprakse,Bērnu un ģimenes tiesību eksperts
16,Attīstībai/Par!,Gatis Nierliņš,Kurzeme,13,1981,Bezdarbnieks,
16,Attīstībai/Par!,Māra Ose-Kuišele,Rīga,38,1987,"SIA ""Adevo""",Vadītāja
16,Attīstībai/Par!,Aivars Osītis,Vidzeme,10,1974,Mārupes novada pašvaldība,Deputāts
16,Attīstībai/Par!,Artis Pabriks,Vidzeme,1,1966,Valsts kanceleja,"Ministru prezidenta biedrs, aizsardzības ministrs"
16,Attīstībai/Par!,Evija Papule,Vidzeme,21,1964,Latvijas Republikas Saeima,"Deputāte, Izglītības, kultūras un zinātnes komisijas sekretāre, Izglītības, kultūras un zinātnes komisijas Augstākās izglītības, zinātnes un inovāciju apakškomisijas sekretāre"
16,Attīstībai/Par!,Lauris Pastars,Latgale,9,1981,Krāslavas novada pašvaldība VSPC “Dagda”,Iestādes vadītājs
16,Attīstībai/Par!,Nora Patmalniece,Kurzeme,6,1965,Zvērinātas notāres Jevgenijas Jaunģelžes birojs,Juriste
16,Attīstībai/Par!,Daniels Pavļuts,Rīga,2,1976,Valsts kanceleja,Veselības ministrs
16,Attīstībai/Par!,Juris Pīpkalējs,Vidzeme,14,1982,"Valsts Ugunsdzēsības un glābšanas dienests Rīgas reģiona pārvalde, Siguldas daļa",Vada komandieris
16,Attīstībai/Par!,Artūrs Toms Plešs,Zemgale,1,1992,Valsts kanceleja,Vides aizsardzības un reģionālās attīstības ministrs
16,Attīstībai/Par!,Ēriks Pozemkovskis,Rīga,37,1966,SIA Dialogs AB,Latviešu valodas pasniedzējs
16,Attīstībai/Par!,Artūrs Pudāns,Rīga,25,1997,Jesajas Berlina biedrība,Padomes priekšsēdētāja vietnieks
16,Attīstībai/Par!,Juris Pūce,Latgale,1,1980,Latvijas Republikas Saeima,"Frakcijas “Attīstībai/Par” priekšsēdētājs, deputāts"
16,Attīstībai/Par!,Maija Radziņa,Rīga,13,1978,Paula Stradiņa klīniskā universitātes slimnīca,Ārste radioloģe
16,Attīstībai/Par!,Jēkabs Kārlis Rasnačs,Rīga,14,1999,"Privātā vidusskola ""Patnis""",Vēstures un sociālo zinātņu skolotājs
16,Attīstībai/Par!,Indra Rassa,Kurzeme,11,1955,Saldus novada dome,deputāte
16,Attīstībai/Par!,Liene Reine-Miteva,Kurzeme,8,1979,SIA “Ligero”,Vadītāja
16,Attīstībai/Par!,Antra Roskoša,Latgale,14,1967,Rīgas Tehniskā universitāte,asoc.profesors
16,Attīstībai/Par!,Dāvis Rozītis,Rīga,22,1990,Profesionāls sportists,
16,Attīstībai/Par!,Dace Rukšāne-Ščipčinska,Vidzeme,4,1969,Latvijas Republikas Saeima,Deputāte
16,Attīstībai/Par!,Aigars Saušs,Zemgale,12,1981,Pārresoru koordinācijas centrs,Kapitālsabiedrību pārvaldības nodaļas konsultants
16,Attīstībai/Par!,Raimonds Seņko,Rīga,32,1965,Meierovica biedrība par labām pārmaiņām,Valdes loceklis
16,Attīstībai/Par!,Andris Skride,Vidzeme,3,1982,Latvijas Republikas Saeima,"Deputāts, Sociālo un darba lietu komisijas priekšsēdētājs"
16,Attīstībai/Par!,Andris Slišāns,Latgale,16,1981,"Balvu novada Nemateriālās kultūras mantojuma centrs ""Upīte""",Direktors
16,Attīstībai/Par!,Jurijs Spigins,Rīga,33,1949,Pensionārs,
16,Attīstībai/Par!,Jurģis Spulenieks,Kurzeme,15,1989,PIKC NMV Rīgas baleta skola,"Aktiermeistarības, improvizācijas skolotājs"
16,Attīstībai/Par!,Edmunds Stankevičs,Vidzeme,22,1974,Individuāli praktizējošs zvērināts advokāts,Zvērināts advokāts
16,Attīstībai/Par!,Elīna Stapulone,Vidzeme,7,1978,Cēsu novada pašvaldība,Domes deputāte
16,Attīstībai/Par!,Agnese Strautiņa,Vidzeme,23,1988,SIA “Rīgas meži”,Nekustamo īpašumu speciāliste
16,Attīstībai/Par!,Miks Strazdiņš,Zemgale,8,1991,Vides aizsardzības un reģionālās attīstības ministrija,Ministra padomnieks sadarbībai ar plašsaziņas līdzekļiem
16,Attīstībai/Par!,Reinis Strolis,Kurzeme,10,1979,Vides aizsardzības un reģionālās attīstības ministrija,Ministra padomnieks
16,Attīstībai/Par!,Mārtiņš Šteins,Rīga,4,1992,Latvijas Republikas Saeima,Deputāts
16,Attīstībai/Par!,Kristaps Tarvids,Zemgale,15,1996,“Laiks Riepam” SIA,Valdes loceklis
16,Attīstībai/Par!,Anta Teivāne,Zemgale,11,1970,Aizkraukles novada kultūras pārvalde,Vadītāja
16,Attīstībai/Par!,Vita Anda Tērauda,Rīga,3,1962,Latvijas Republikas Saeima,"13. Saeimas deputāte, Budžeta un finanšu (nodokļu) komisijas vadītāja, Attīstībai/Par frakcijas vadītāja vietniece"
16,Attīstībai/Par!,Aija Tuvikene,Rīga,24,1990,SIA „Zvērinātu advokātu birojs CersJurkāns”,Juriste
16,Attīstībai/Par!,Luīze Utāne,Vidzeme,27,2001,Ropažu novada pašvaldība,Jaunatnes lietu speciālists
16,Attīstībai/Par!,Raivis Ūzuls,Vidzeme,26,1985,Ogres novada pašvaldība,Izglītības komitejas priekšsēdētājs
16,Attīstībai/Par!,Andris Vaivods,Latgale,4,1960,Līvānu novada pašvaldība,Domes priekšsēdētājs
16,Attīstībai/Par!,Jānis Veide,Zemgale,13,1990,SIA Smartecon,Attīstības vadītājs
16,Attīstībai/Par!,Olga Veilande,Vidzeme,24,1964,Dabas aizsardzības pārvalde,Ģenerāldirektora vietniece resursu pārvaldības jomā
16,Attīstībai/Par!,Dainis Vingris,Zemgale,5,1967,Aizkraukles novada dome,Domes priekšsēdētāja vietnieks
16,Attīstībai/Par!,Pēteris Vinķelis,Latgale,10,1966,Eiropas Parlaments,Deputāta padomnieks
16,Attīstībai/Par!,Viktors Vītums,Rīga,30,1962,DOMENIKSS SIA,Saimniecības un drošības daļas vadītājs
16,Attīstībai/Par!,Inese Voika,Rīga,5,1970,Latvijas Republikas Saeima,Deputāte
16,Attīstībai/Par!,Vita Volonte,Vidzeme,20,1966,Ogres novada pašvaldības administratīvā komisija,Priekšsēdētāja
16,Attīstībai/Par!,Gatis Zamurs,Vidzeme,8,1983,Vides aizsardzības un reģionālās attīstības ministrija,Parlamentārais sekretārs
16,Attīstībai/Par!,Diāna Zande,Rīga,7,1963,SIA “Diānas Zandes psihologu prakse”,"Valdes locekle, klīniskā psiholoģe, Kognitīvi biheiviorālā terapeite"
16,Attīstībai/Par!,Viesturs Zeps,Vidzeme,9,1981,Rīgas Brīvostas Pārvalde,Valdes priekšsēdētājs
16,Attīstībai/Par!,Uldis Zupa,Kurzeme,4,1977,Liepājas Universitāte,"Attīstības direktors, studiju virziena vadītājs, studiju programmas direktors, lektors"
17,"""Apvienība Latvijai""",Ilmārs Ančāns,Vidzeme,13,1940,Pensionārs,
17,"""Apvienība Latvijai""",Jānis Āboliņš,Rīga,3,1976,Maksātnespējas konsultācijas centrs,Valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Jēkabs Āboliņš,Rīga,25,1994,SIA ES HOLDINGS,darbu vadītājs
17,"""Apvienība Latvijai""",Žaks Beernaerts,Rīga,26,1975,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Artūrs Bernis,Rīga,4,1980,"SIA ""Bernis""",valdes loceklis
17,"""Apvienība Latvijai""",Līga Bērziņa,Vidzeme,6,1994,AS Swedbank,IT atbalsta speciālists
17,"""Apvienība Latvijai""",Jurijs Bikuļčs,Latgale,9,1976,"SIA ""EAST WEAR""",auduma griezējs
17,"""Apvienība Latvijai""",Aleksandrs Bogdanovs,Latgale,4,1999,Students,
17,"""Apvienība Latvijai""",Armands Bramanis,Kurzeme,5,2000,Starptautiskā lidosta Rīga,gaisa kuģu apkalpošanas aģents
17,"""Apvienība Latvijai""",Alfrēds Buls,Vidzeme,7,1960,Pensionārs,
17,"""Apvienība Latvijai""",Imants Dambis,Vidzeme,11,1953,"""Salaca 2015""",valdes loceklis
17,"""Apvienība Latvijai""",Alvils Dālbergs,Vidzeme,9,1966,"Sabiedrība ar ierobežotu atbildību ""SJR""",metālapstrādes ceha vadītājs
17,"""Apvienība Latvijai""",Jānis Drande,Zemgale,6,1949,"Jāņa Drandes zemnieku saimniecība ""DRANDES""",īpašnieks
17,"""Apvienība Latvijai""",Kristīne Eglīte,Rīga,17,1987,“LUX VIRIDIA”,valdes priekšsēdētāja
17,"""Apvienība Latvijai""",Zintis Gailis,Rīga,6,1969,POLICISTU VELOBIEDRĪBA,valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Jānis Gaudiešus,Kurzeme,2,1998,"Sabiedrība ar ierobežotu atbildību ""BASK Apsardze""",apsargs
17,"""Apvienība Latvijai""",Ināra Giriča,Rīga,21,1946,Pensionāre,
17,"""Apvienība Latvijai""",Sanita Giriča,Rīga,16,1981,Rīgas 170. pirmsskolas izglītības iestāde,skolotāja palīgs
17,"""Apvienība Latvijai""",Uldis Godainis,Zemgale,1,1955,"SIA ""Synerica""",nodaļas vadītājs
17,"""Apvienība Latvijai""",Arvis Kalējs,Vidzeme,4,1980,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Vilhelms Klincāns,Vidzeme,19,1937,Pensionārs,
17,"""Apvienība Latvijai""",Edgars Klinsons,Rīga,20,1975,"Sabiedrība ar ierobežotu atbildību ""SP4car""",valdes loceklis
17,"""Apvienība Latvijai""",Ričards Kļaviņš,Vidzeme,17,1992,"Akciju sabiedrība ""VALMIERAS STIKLA ŠĶIEDRA""",ražošanas operators
17,"""Apvienība Latvijai""",Raimonds Kokins,Rīga,22,1958,"Automašīnu garāžu īpašnieku kooperatīvā sabiedrība ""PĀRDAUGAVA""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Ineta Kona,Rīga,5,1962,Smārdes pamatskola,psihologs
17,"""Apvienība Latvijai""",Andrējs Krūmiņš,Rīga,18,1953,Partija “Tēvzemes mantojums”,valdes loceklis
17,"""Apvienība Latvijai""",Kārlis Krūmiņš,Rīga,13,1940,"Partija ""Tēvzemes mantojums""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Viola Ķikute,Zemgale,2,1979,"Sabiedrība ar ierobežotu atbildību Firma ""KONSTANTS""",būvdarbu vadītāja palīgs
17,"""Apvienība Latvijai""",Jānis Labrencis,Zemgale,3,1938,Pensionārs,
17,"""Apvienība Latvijai""",Jānis Lapinskis,Rīga,2,1970,Rīgas 47. vidusskola,skolotājs
17,"""Apvienība Latvijai""",Anita Lasmane,Rīga,10,1966,ASA musulmaņu konsultācijas centrs SIA,valdes locekle
17,"""Apvienība Latvijai""",Aldis Lazdiņš,Vidzeme,5,1952,Pensionārs,
17,"""Apvienība Latvijai""",Guntis Lediņš,Vidzeme,20,1984,"Sabiedrība ar ierobežotu atbildību ""AG Building group""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Lolita Leimane,Zemgale,4,1971,Pensionāre,
17,"""Apvienība Latvijai""",Artūrs Leitlands,Vidzeme,2,1991,"Akciju sabiedrība ""VALMIERAS STIKLA ŠĶIEDRA""",ražošanas operators
17,"""Apvienība Latvijai""",Jānis Lesiņš,Kurzeme,6,1988,Starptautiskā lidosta Rīga,Inspektors -patrulētājs
17,"""Apvienība Latvijai""",Jānis Liepa,Rīga,24,1981,"Sabiedrība ar ierobežotu atbildību ""PIRTS LV""",menedžeris
17,"""Apvienība Latvijai""",Egils Matīss Madelis,Kurzeme,3,1946,SIA AHG,Izpilddirektors
17,"""Apvienība Latvijai""",Kristīne Markus,Rīga,19,1987,"Akciju sabiedrība ""INVEKS""",Padomes loceklis
17,"""Apvienība Latvijai""",Marks Medvedevs,Latgale,5,1977,"SIA ""EAST WEAR""",galvenais mehāniķis
17,"""Apvienība Latvijai""",Māris Možvillo,Vidzeme,1,1967,Latvijas republikas Saeima,Deputāts
17,"""Apvienība Latvijai""",Inese Nartiša,Rīga,14,1978,Studente,
17,"""Apvienība Latvijai""",Aleksandrs Novickis,Zemgale,7,1965,Datu valsts inspekcija,drošības pārvaldnieks
17,"""Apvienība Latvijai""",Jānis Olups-Blumanskis,Rīga,15,1977,"LedIsOn, Sabiedrība ar ierobežotu atbildību",Valdes loceklis
17,"""Apvienība Latvijai""",Krišjānis Papiņš,Rīga,28,1980,"Elephant branding, Sabiedrība ar ierobežotu atbildību",Valdes loceklis
17,"""Apvienība Latvijai""",Dace Pavlova,Zemgale,5,1976,Aizkraukles novada pašvaldība,aprūpētāja
17,"""Apvienība Latvijai""",Agita Pavloviča,Latgale,3,1976,Dauvgavpils 7.pirmsskolas izglītības iestāde,pirmsskolas skolotājs
17,"""Apvienība Latvijai""",Oļegs Pavlovičs,Latgale,11,1975,"SIA ""Centennial Industries""",iekārtu montieris
17,"""Apvienība Latvijai""",Marija Petkune,Latgale,10,1968,"SIA ""EAST WEAR""",meistars
17,"""Apvienība Latvijai""",Viktorija Petkune,Latgale,8,1999,Studente,
17,"""Apvienība Latvijai""",Artjoms Prohorenko,Rīga,27,1996,SKANDINAVISKA ENSKILDA BANKEN AB Rīgas filiāle,AML darījumu uzraudzības amatpersona
17,"""Apvienība Latvijai""",Dzintra Putniņa,Rīga,23,1946,Pensionāre,
17,"""Apvienība Latvijai""",Valerijs Radionovs,Rīga,7,1956,"Jubilejas, Dzīvokļu īpašnieku kooperatīvā sabiedrība",Namu pārvaldnieks
17,"""Apvienība Latvijai""",Jānis Riņķis,Rīga,1,1980,"Sabiedrība ar ierobežotu atbildību ""PR Holding""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Guntis Rolis,Kurzeme,1,1961,Portāls www.dunika.lv,Administrators
17,"""Apvienība Latvijai""",Ilze Ruģele,Vidzeme,8,1977,Rīgas rajona tiesa,tiesas sēžu sekretāre
17,"""Apvienība Latvijai""",Gvido Salinieks,Rīga,8,1990,"SIA ""PREfabrica""",ražošanas ceha meistars
17,"""Apvienība Latvijai""",Iveta Samiņa,Kurzeme,4,1982,"KRISTAPS, Sabiedrība ar ierobežotu atbildību Tukuma rajonā",Virtuves vadītājs
17,"""Apvienība Latvijai""",Helmuts Sarva,Vidzeme,18,1993,"SIA ""HODA LV""",ražošanas operators
17,"""Apvienība Latvijai""",Larisa Sergijeviča,Latgale,7,1962,"SIA ""EAST WEAR""",ceha vadītājs
17,"""Apvienība Latvijai""",Paulis Siliņš,Vidzeme,15,1944,Pensionārs,
17,"""Apvienība Latvijai""",Kaspars Skrindževskis,Latgale,6,1986,SIA EKSITO K,direktors
17,"""Apvienība Latvijai""",Liāna Smilktiņa,Vidzeme,14,1955,Pensionāre,
17,"""Apvienība Latvijai""",Jānis Sprukuls,Latgale,12,1964,Bezdarbnieks,
17,"""Apvienība Latvijai""",Aleksandrs Šileiko,Vidzeme,12,1980,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Jurijs Tomass,Vidzeme,10,1972,"Sabiedrība ar ierobežotu atbildību ""Tomsons""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Regīna Veigure,Vidzeme,16,1992,Saimnieciskās darbības veicējs,pašnodarbinātais
17,"""Apvienība Latvijai""",Jānis Vilnis,Rīga,9,1986,"Sabiedrība ar ierobežotu atbildību ""Rolling""",kārtridžu uzpildes meistars
17,"""Apvienība Latvijai""",Edmunds Visockis,Latgale,2,1975,Latvijas Lauksaimniecības universitāte,pētnieks
17,"""Apvienība Latvijai""",Jānis Vīksna,Vidzeme,3,1962,Students,
17,"""Apvienība Latvijai""",Jānis Zālītis,Rīga,12,1976,AFLEKS Baltic SIA,menedžeris
17,"""Apvienība Latvijai""",Iļja Zļenko,Latgale,1,1995,"Sabiedrība ar ierobežotu atbildību ""YETTI GROUP""",valdes priekšsēdētājs
17,"""Apvienība Latvijai""",Svītrots *,Rīga,11,,,
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ringolds Arnītis,Vidzeme,9,1967,Latvijas Agronomu biedrība,Prezidents
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristaps Averjanovs,Latgale,11,1990,Zemessardzes 34. Kājnieku bataljons,Kaprālis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Bačkurs,Latgale,13,1997,Krāslavas novada Dagdas jauniešu iniciatīvu centrs,Jauniešu lietu speciālists
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Andris Bačuks,Latgale,7,1987,Balvu un Gulbenes slimnīcu apvienība,Rehabilitācijas speciālists - Fizioterapeits
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,Kurzeme,3,1949,VSIA “Piejūras slimnīca” Psihiatriskā klīnika,Sociālā darbiniece
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Česlavs Batņa,Vidzeme,8,1979,Ādažu vidusskola,Direktors
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Bergmanis,Zemgale,8,1962,Aizkraukles novada pašvaldība,Koku ciršanas atļauju izsniegšanas komisijas loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kaspars Bergmanis,Rīga,21,1969,"Rīgas Dome, Īres valde",Valdes priekšsēdētājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,Kurzeme,15,1995,"SIA ""Ēku uzturēšanas serviss""",Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raimonds Bergmanis,Vidzeme,2,1966,Latvijas Republikas Saeima,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gatis Blumbahs,Rīga,12,1983,SIA “Rīgas Austrumu klīniskās universitates slimnīca”,Tehniskās atbalsta daļas vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gundars Bojārs,Vidzeme,29,1967,Sia HiExplorer,Valdes loceklis
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ieva Brante,Rīga,8,1979,Rīgas dome,Deputāte
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Alma Brinkmane,Vidzeme,23,1991,Ādažu vidusskola,Direktora vietniece
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,Kurzeme,14,1989,Arvato Systems Bertelsmann,Vācu klientu speciālists
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Līga Bulmeistere,Latgale,5,1983,Latvijas Republikas Saeima,Tehniskā sekretāre
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,Kurzeme,12,1963,Ventspils novada pašvaldība,Deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,Kurzeme,6,1973,Liepājas pilsētas pašvaldības administrācija,Domes priekšsēdētāja vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ira Dūduma,Vidzeme,28,1963,Mārupes kultūras nams,Vadītāja
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,Kurzeme,13,1977,Liepājas Jūrniecības koledža,Direktora vietnieks administratīvajos jautājumos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Dēvijs Elnionis,Rīga,39,1977,“Zvērināta advokāta Dēvija Elnioņa birojs” SIA,"Biroja vadītājs, valdes loceklis"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aigars Evardsons,Rīga,24,1962,Rīgas domes Iekšējo pārbaužu un korupcijas novēršanas nodaļa,Vecākais eksperts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Fomins,Vidzeme,25,1958,Alūksnes novada pašvaldība,Domes deputāts
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ella Frīdvalde-Andersone,Vidzeme,7,1969,Cēsu novada pašvaldība,Domes deputāte
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Agnese Geduševa,Vidzeme,5,1984,Ķekavas novada pašvaldība,Domes priekšsēdētāja 1.vietnieks
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Grasis,Rīga,20,1971,Rīgas Stradiņa universitāte,"Juridiskās fakultātes dekāns, profesors, vadošais pētnieks"
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aiga Grasmane,Vidzeme,10,1975,"Biedrība ""Latvijas Meža īpašnieku biedrība""",Izpilddirektore
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gatis Gūtmanis,Rīga,38,1979,AMSERV MOTORS SIA,Automobiļu tirdzniecības menedžeris
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ivars Jakovels,Rīga,33,1981,SIA Miltton Latvia,Vecākais konsultants
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ieva Jākobsone-Bellomi,Rīga,37,1978,"Frenka Dž. Gvarinī Biznesa skola, Džona Kabota Universitāte, Roma, Itālija",Docente (profesore)
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,Kurzeme,8,1989,Dienvidkurzemes novada pašvaldība,Domes priekšsēdētāja vietnieks attīstības jautājumos
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Elita Kalniņa,Rīga,31,1964,"Memoriālo muzeju apvienība, Jāņa Akurātera muzejs",Kasiere
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Guntis Kalniņš,Zemgale,12,1964,Gunta Kalniņa zemnieku saimniecība Gravas,Īpašnieks- vadītājs
18,"""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Elita Ernestīne Kazaine,Rīga,26,1969,"Politiskā partija ""Latvijas Reģionu Apvienība""",Biroja vadītāja
