Saraksts,Partija,Vards,Apgabals,Numurs,Gads,DarbaVieta,Amats
5,"""SUVERĒNĀ VARA""",Jānis Orinskis,Vidzeme,17,1959,Pensionārs,
5,"""SUVERĒNĀ VARA""",Sergejs Ortinskis,Rīga,21,1976,"SIA ""VIS BROKERHOUSE""",Apdrošināšānas brokers
5,"""SUVERĒNĀ VARA""",Natalija Osovska,Rīga,26,1974,"SIA ""VAROS""",Projektu vadītāja
5,"""SUVERĒNĀ VARA""",Rolands Ozols,Vidzeme,19,1987,"SIA ,,HILTI SERVICES LIMITED”",Pārdošanas menedžeris
5,"""SUVERĒNĀ VARA""",Kristīne Pauliņa,Latgale,14,1976,"SIA ""Rīgas Austrumu klīniskā universitātes slimnīca""",Māsas palīgs
5,"""SUVERĒNĀ VARA""",Antons Paurs,Latgale,10,1953,"Tiesiskās palīdzības aģentūra ""ERNESTS JURKĀNS un PARTNERI"" IK",Eksperts transporta jomā
5,"""SUVERĒNĀ VARA""",Tatjana Pečurina,Rīga,10,1982,Pašnodarbināta,Valodu pasniedzēja
5,"""SUVERĒNĀ VARA""",Viktorija Petrago,Zemgale,4,1982,Mājsaimniece,
5,"""SUVERĒNĀ VARA""",Alla Petrenko,Rīga,14,1984,"SIA ""Marinetek Latvia""",Direktora asistents
5,"""SUVERĒNĀ VARA""",Aleksandrs Pikaļovs,Rīga,17,1962,SIA “Rīgas satiksme”,Tramvaju remontdarbnīcas vadītājs
5,"""SUVERĒNĀ VARA""",Jeļena Potjomkina,Zemgale,5,1978,SIA “LUX LIGHT”,Direktore
5,"""SUVERĒNĀ VARA""",Gita Priede,Kurzeme,10,1983,"SIA ""GPRS""","Ipašniece, valdes priekšsēdētāja"
5,"""SUVERĒNĀ VARA""",Rihards Pušmucāns,Vidzeme,23,1984,Pašnodarbinātais,Juristkonsultants
5,"""SUVERĒNĀ VARA""",Jūlija Rjazanova,Kurzeme,4,1996,SIA “Vision Express Baltija”,Sortimenta vadītāja
5,"""SUVERĒNĀ VARA""",Ivans Romanovs,Latgale,9,1983,"SIA ""R&G Legal Solutions""",Valdes loceklis
5,"""SUVERĒNĀ VARA""",Egija Romanovska,Kurzeme,6,1992,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Pedagogs
5,"""SUVERĒNĀ VARA""",Ērika Rozenberga,Latgale,15,1971,Pašnodarbināta,Lauksaimniece
5,"""SUVERĒNĀ VARA""",Viesturs Rozenbergs,Vidzeme,15,1968,Pašnodarbināts,Tehnologs-konsultants
5,"""SUVERĒNĀ VARA""",Poļina Rožkova,Rīga,4,1985,Latvijas Republikas Labklājības ministrija,Pieejamas vides konsultante
5,"""SUVERĒNĀ VARA""",Oksana Sadigova,Rīga,29,1983,Medicīnas darbinieks,
5,"""SUVERĒNĀ VARA""",Timurs Safiuļins,Rīga,24,1988,Latvijas Universistātes Cietvielu Fizikas Institūts,Starptautisko projektu piesaistes speciālists
5,"""SUVERĒNĀ VARA""",Alise Lake Sandri,Rīga,12,1982,Režisore,
5,"""SUVERĒNĀ VARA""",Andrejs Savickis,Vidzeme,22,1986,"SIA ""POLYSTYLEX""",Pārdošanas menedžeris
5,"""SUVERĒNĀ VARA""",Kristīne Siričenko,Rīga,39,1987,Pašnodarbināta,Sertificēta fizioterapeite
5,"""SUVERĒNĀ VARA""",Uģis Sprincis,Zemgale,2,1974,Dominante AS,Projektu vadītājs
5,"""SUVERĒNĀ VARA""",Jūlija Stepaņenko,Rīga,1,1977,Latvijas Republikas Saeima,Deputāte
5,"""SUVERĒNĀ VARA""",Vjačeslavs Stepaņenko,Latgale,1,1977,ZAB ABSOLVO SIA,"Valdes loceklis, Zvērināts advokāts"
5,"""SUVERĒNĀ VARA""",Aleksejs Stetjuha,Rīga,2,1984,"SIA ""Stet.app Productions""",Valdes loceklis
5,"""SUVERĒNĀ VARA""",Sandra Strīķe,Vidzeme,4,1967,VAS “Pasažieru Vilciens”,Pasasažieru pārvadājumu departamenta vadītāja
5,"""SUVERĒNĀ VARA""",Mārtiņš Stukovs-Ķīsis,Zemgale,8,1980,Rīgas patversme,Mobilās brigādes sociālais darbinieks
5,"""SUVERĒNĀ VARA""",Rašids Sultanovs,Vidzeme,18,1958,"SIA ""ARDEKO""",Valdes loceklis
5,"""SUVERĒNĀ VARA""",Igors Svincickis,Rīga,34,1977,SIA “KA investīcijas”,Īpašnieks
5,"""SUVERĒNĀ VARA""",Andrejs Šikors,Rīga,13,1964,"Alus, iesala dzērienu un kvasa biedrība ""Alusbrālība""",Valdes loceklis
5,"""SUVERĒNĀ VARA""",Edgars Šilins,Latgale,12,1973,IK Edgara Šilina juridiskais birojs,Direktors
5,"""SUVERĒNĀ VARA""",Silvija Šimfa,Zemgale,1,1954,Pensionāre,
5,"""SUVERĒNĀ VARA""",Valērija Šimorina,Vidzeme,12,1977,RD Mājokļu un vides departaments,Galvenā ekonomiste
5,"""SUVERĒNĀ VARA""",Māris Šipkovs,Vidzeme,9,1973,"SIA ""MS Menedžments""",Valdes loceklis
5,"""SUVERĒNĀ VARA""",Ļubova Švecova,Vidzeme,1,1970,Latvijas Republikas Saeima,Deputāte
5,"""SUVERĒNĀ VARA""",Inesa Testeļeca,Vidzeme,14,1967,"SIA ""RUDAGA""","Valdes locekle, pedagogs"
5,"""SUVERĒNĀ VARA""",Pāvels Titovs,Latgale,13,2001,Latvijas Futbola Federācija,Futbola tiesnesis
5,"""SUVERĒNĀ VARA""",Jeļena Tjurina,Rīga,28,1977,Grāmatvede,
5,"""SUVERĒNĀ VARA""",Sintija Ukrina,Vidzeme,11,1984,Sia „Kondicionieru Stacija“,Prokūrists
5,"""SUVERĒNĀ VARA""",Olga Veidiņa,Rīga,6,1959,Pensionāre,
5,"""SUVERĒNĀ VARA""",Ainārs Vilciņš,Vidzeme,2,1966,"Biedrība ""LATVIJAS SKIJORINGA FEDERĀCIJA""","Valdes loceklis, Prezidents"
5,"""SUVERĒNĀ VARA""",Vladimirs Vindačs,Zemgale,9,1981,"SIA ""JUGER PLUS""",Sētnieks
5,"""SUVERĒNĀ VARA""",Aleksejs Vinogradskis,Rīga,5,1987,SIA “ohwow!”,"Īpašnieks, valdes priekšsēdētājs"
5,"""SUVERĒNĀ VARA""",Vladimirs Vorohobovs,Rīga,36,1959,Doktorants,
5,"""SUVERĒNĀ VARA""",Aleksandra Voskoboiņika,Rīga,23,2001,Studente,
5,"""SUVERĒNĀ VARA""",Oskars Zelmens,Zemgale,3,1970,Dārzkopība un apzaļumošana,
5,"""SUVERĒNĀ VARA""",Grigorijs Zubarevs,Latgale,3,1951,"SIA Politiskas konsultācijas prakse ""Image-case""",Valdes loceklis
5,"""SUVERĒNĀ VARA""",Viktorija Žuka-Ņikuļina,Rīga,15,1977,SIA “Victorea”,Valdes locekle
5,"""SUVERĒNĀ VARA""",Arvīds Žurzdins,Latgale,6,1979,Valsts ieņēmumu dienests,Vecākais muitas uzraugs
6,"""Kristīgi Progresīvā Partija""",Māris Abiļevs,Rīga,7,1956,pašnodarbināta persona,mākslinieks
6,"""Kristīgi Progresīvā Partija""",Imants Burvis,Vidzeme,1,1949,Jūrmalas Pensionāru biedrība,priekšsēdētāja vietnieks
6,"""Kristīgi Progresīvā Partija""",Edīte Eglīte,Zemgale,5,1967,Iksķiles vidusskola,pamatizglītības sklotāja
6,"""Kristīgi Progresīvā Partija""",Andris Feldmanis,Latgale,2,1940,SIA “Trīs Puses”,valdes loceklis
6,"""Kristīgi Progresīvā Partija""",Zilgma Feščenko,Rīga,11,1964,SIA Iklat Serviss aptieka,farmaceita asistente
6,"""Kristīgi Progresīvā Partija""",Ēriks Flaumanis,Latgale,1,1954,SIA Art Tehno,Valdes loceklis
6,"""Kristīgi Progresīvā Partija""",Vladislavs Gorjačkins,Rīga,10,1957,"SIA “J 1”,",ēku un territoriju uzraugs
6,"""Kristīgi Progresīvā Partija""",Agris Grūbe,Vidzeme,2,1962,SIA GLASIS,valdes loceklis
6,"""Kristīgi Progresīvā Partija""",Žanna Ivanova,Latgale,4,1980,SIA “SENIOR RIGA”,Kvalitātes Kontroles nodaļas vadītāja
6,"""Kristīgi Progresīvā Partija""",Vija Kārkliņa,Rīga,4,1952,Pensionāre,
6,"""Kristīgi Progresīvā Partija""",Andrejs Krasņikovs,Rīga,1,1956,Rīgas Tehniskā universitāte,"katedras vadītājs, profesors"
6,"""Kristīgi Progresīvā Partija""",Dace Kudiņa,Rīga,12,1949,Pensionāre,
6,"""Kristīgi Progresīvā Partija""",Raitis Kviesis,Zemgale,2,1983,SIA GUNCHINJA,Īpašumu vērtētājs
6,"""Kristīgi Progresīvā Partija""",Normunds Līcītis,Rīga,8,1970,Bezdarbnieks,
6,"""Kristīgi Progresīvā Partija""",Ina Mažgane,Rīga,5,1963,Rīgas sociālais dienests,sociālās palīdzības organizatore
6,"""Kristīgi Progresīvā Partija""",Romans Moisejevs,Kurzeme,4,1979,UAB ‘’ELVIVA’’,elektrotehniķis
6,"""Kristīgi Progresīvā Partija""",Laima Ošeniece,Kurzeme,3,1997,"Zemnieku saimniecība ""Ošenieki""",grāmatvede
6,"""Kristīgi Progresīvā Partija""",Aivars Ošenieks,Kurzeme,1,1957,SIA Tukuma auto,autobusa vadītājs
6,"""Kristīgi Progresīvā Partija""",Andis Mārtiņš Ošenieks,Kurzeme,5,1999,Kandavas lauksaimniecības tehnikums,skolotājs
6,"""Kristīgi Progresīvā Partija""",Gunita Ozola-Kviese,Rīga,3,1977,SIA “MIA GUNCHINJA”,valdes locekle
6,"""Kristīgi Progresīvā Partija""",Udo Pērsis,Vidzeme,3,1960,SIA „BRZA Agro”,valdes loceklis
6,"""Kristīgi Progresīvā Partija""",Sandis Plūmītis,Rīga,9,1993,SIA TET,Klientu atbalsta inženieris
6,"""Kristīgi Progresīvā Partija""",Indulis Skudra,Zemgale,3,1967,Jūrmalas pamatskola,direktors
6,"""Kristīgi Progresīvā Partija""",Dmitrijs Sokolovs,Zemgale,4,1989,SIA Ogas.lv,vadītājs
6,"""Kristīgi Progresīvā Partija""",Tatjana Švāne,Latgale,3,1964,Pašnodarbināta persona,dizainere
6,"""Kristīgi Progresīvā Partija""",Oskars Švāns,Rīga,2,1955,Biedriba “Atbalsts Latvijas Tautsaimniecībai”,valdes loceklis
6,"""Kristīgi Progresīvā Partija""",Elita Višņevska,Kurzeme,2,1964,AB Solutions Security SIA,apsardzes pults operators
6,"""Kristīgi Progresīvā Partija""",Jolanta Zeltiņa,Zemgale,1,1967,Rigas audita aģentūra,valdes priekšsēdētāja
6,"""Kristīgi Progresīvā Partija""",Atis Zilbers,Rīga,6,1970,SIA “PURE WATER”,valdes priekšsēdētājs
6,"""Kristīgi Progresīvā Partija""",Marija Žinkeviča,Vidzeme,4,1987,Nodarbinātības valsts aģentūra,juriskonsults
6,"""Kristīgi Progresīvā Partija""",Ineta Žīgure,Latgale,5,1970,VCA Jugla,vecmāte
7,"""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,Kurzeme,1,1972,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Arturs Arhipovs,Rīga,29,2001,"AS ""Balticom""",Klientu konsultants
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Beļuns,Vidzeme,15,1983,"SIA ""Clean R""",Autovadītājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Bondarevs,Latgale,10,1977,Līvānu 1. vidusskola,Sporta un sociālo zinātņu pedagogs
7,"""Saskaņa"" sociāldemokrātiskā partija",Mairis Briedis,Rīga,3,1985,Profesionālais sportists,Profesionālais sportists
7,"""Saskaņa"" sociāldemokrātiskā partija",Irina Caune,Rīga,17,1961,Rīgas pirmsskolas izglītības iestāde “Mežrozīte”,Vadītāja
7,"""Saskaņa"" sociāldemokrātiskā partija",Boriss Cilevičs,Rīga,5,1956,Latvijas Republikas Saeima,Saeimas deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dikterjovs,Kurzeme,7,1955,Liepājas pilsētas pašvaldības aģentūra “Liepājas sabiedriskais transports”,Pamatdarbības struktūrvienības vadītājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dolgopolovs,Vidzeme,2,1941,Latvijas Republikas Saeima,Saeimas deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Irina Dolgova,Zemgale,6,1981,Rīgas Stradiņa universitāte,Studiju programmu attīstības projektu vadītāja
7,"""Saskaņa"" sociāldemokrātiskā partija",Abiks Elkins,Rīga,13,1971,SIA MASU MEDIJU GRUPA,žurnālists
7,"""Saskaņa"" sociāldemokrātiskā partija",Angelina Erdmane,Rīga,23,1980,Saimnieciskās darbības veicējs,Individuālais komersants
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galajevs,Vidzeme,6,1989,"SIA ""SONDERS""",Projekta vadītājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,Kurzeme,10,1978,SIA „VNK SERVISS”,Darba aizsardzības speciālists
7,"""Saskaņa"" sociāldemokrātiskā partija",Jaroslavs Gaveiko,Zemgale,4,1990,Grind Fibers OU Latvijas filiāle,Iepirkumu speciālists
7,"""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,Kurzeme,2,1956,Liepājas valstspilsētas pašvaldība,Deputāte
7,"""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,Kurzeme,5,1982,SIA “KGP Group”,Valdes loceklis
7,"""Saskaņa"" sociāldemokrātiskā partija",Gints Grīslis,Latgale,14,1978,"Biedrība ""Futbola klubs Balvu vilki""",Valdes priekšsēdētājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Anatolijs Gržibovskis,Latgale,4,1968,Daugavpils 15. vidusskola,Direktors
7,"""Saskaņa"" sociāldemokrātiskā partija",Nadežda Hļebņikova,Latgale,15,1973,Preiļu novada pašvaldība,Deputāte
7,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Hnikina,Zemgale,10,1978,Latvijas Sabiedrisko pakalpojumu un Transporta darbinieku arodbiedrība LAKRS,Valdes locekle
7,"""Saskaņa"" sociāldemokrātiskā partija",Nataļja Hohlova,Zemgale,8,1979,Privātā vidusskola “Klasika”,"Socialo zinību , ekonomikas un uzņēmējdarbības pamatu skolotājs"
7,"""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Ivanova,Latgale,7,1960,Rēzeknes novada pašvaldība,Deputāte
7,"""Saskaņa"" sociāldemokrātiskā partija",Kristīna Jablonska,Kurzeme,6,1979,"Baltijas Starptautiskā akadēmija, Liepājas filiāle","Direktore, lektore"
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Jakimovs,Latgale,9,1961,Latvijas Zvērinātu advokātu kolēģija,Zvērināts advokāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Georgijs Jakovļevs,Rīga,21,1976,"SIA ""Timberis""",pārdevējs - konsultants
7,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Jakovļevs,Vidzeme,7,1963,"SIA ""Getliņi EKO""",Projekta vadītājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,Kurzeme,8,1968,Jurista privātprakse,Jurists
7,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Jasiņavičs,Latgale,11,1957,Ilūkstes Raiņa vidusskola,Skolotājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Deņiss Jeļizarovs,Vidzeme,12,1981,Latvijas Jūras akadēmija,Zinātniskais asistents
7,"""Saskaņa"" sociāldemokrātiskā partija",Nikolajs Kabanovs,Rīga,11,1970,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Alena Kaikova,Rīga,20,1985,"SIA ""1 37 digital agency""",Nekustamo īpašumu aģents
7,"""Saskaņa"" sociāldemokrātiskā partija",Modris Karpovs,Latgale,12,1971,Ludzas novada dome.,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Nataļja Kartiševa,Zemgale,7,1979,"SIA ""Kamilli""","Valdes locekle, manikīra meistare"
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Kazačkovs,Zemgale,1,1974,"SIA ""Kazačkovs un partneri""",Direktors
7,"""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,Kurzeme,13,1976,"Sporta klubs ""Planēta Fitness""",Trenere
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Klementjevs,Rīga,2,1973,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Ivans Klementjevs,Rīga,7,1960,Latvija Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Kozlovs,Rīga,10,1969,SIA “Eurostore”,Komercdirektors
7,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Krišāns,Latgale,2,1960,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Elizabete Krivcova,Vidzeme,3,1978,"SIA ""Krivcova law office""",Valdes locekle
7,"""Saskaņa"" sociāldemokrātiskā partija",Edgars Kucins,Latgale,5,1973,Latvijas Republikas 13. Saeima,Saeimas deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Kurganskis,Rīga,28,1991,SIA “Adelanteks”,Loģistikas speciālists
7,"""Saskaņa"" sociāldemokrātiskā partija",Irina Kuzmina-Rimša,Rīga,27,1986,Latvijas Universitāte,Pasniedzēja
7,"""Saskaņa"" sociāldemokrātiskā partija",Andris Ķerpe,Rīga,15,1983,Pašnodarbinātais,Braukšanas instruktors
7,"""Saskaņa"" sociāldemokrātiskā partija",Regīna Ločmele,Latgale,1,1966,Latvijas Republikas Saeima,Deputāte
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Masļakovs,Vidzeme,13,1963,"SIA ""ALPEX""",Ēku tehniskais pārzinis
7,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Mirnaja,Rīga,22,1974,Airline Support Baltic SIA,Finanšu speciāliste
7,"""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Morozova,Rīga,12,1985,Latvijas Republikas Saeima,Saeimas deputāta palīdze
7,"""Saskaņa"" sociāldemokrātiskā partija",Valerijs Morozovs,Vidzeme,5,1947,Policijas veterānu biedrība,Valdes loceklis
7,"""Saskaņa"" sociāldemokrātiskā partija",Oļegs Novodvorskis,Vidzeme,4,1971,Olaines novada dome,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Igors Orlovs,Zemgale,5,1978,"SIA ""Airons""",Pārdevējs
7,"""Saskaņa"" sociāldemokrātiskā partija",Vitālijs Orlovs,Zemgale,2,1964,Latvijas Republikas Saeima,Saeimas deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Pašukovs,Zemgale,9,1961,Pensionārs,
7,"""Saskaņa"" sociāldemokrātiskā partija",Oļegs Peretjagins,Rīga,24,1995,SIA “Ikaross”,Veterinārārsts
7,"""Saskaņa"" sociāldemokrātiskā partija",Igors Pimenovs,Rīga,8,1953,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Inese Plesņa,Latgale,13,1977,Krāslavas novada pašvaldības Dagdas pilsētas un pagastu apvienība,Dagdas Kultūras centra vadītāja
7,"""Saskaņa"" sociāldemokrātiskā partija",Ivans Ribakovs,Latgale,3,1960,Latvijas Republikas Saeima,Saeimas deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Jūlija Romanoviča,Vidzeme,8,1978,"SIA ""Bellatexim""","Viesnīcas vadītāja, pārvaldniece"
7,"""Saskaņa"" sociāldemokrātiskā partija",Artūrs Rubiks,Rīga,6,1970,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Raimonds Rubiks,Latgale,6,1963,Rīgas valstspilsētas pašvaldība,Rīgas domes deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandra Semendjajeva,Rīga,14,1997,Valsts Ieņēmumu Dienests,IP Maksājumu administrēšanas informācijas sistēmu nodaļas sistēmanalītiķe. EU Collaboration in Taxation projekta MANITC V grant agreement koordinatore
7,"""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,Kurzeme,3,1988,Liepājas Jūrniecības koledža,Instruktors - vērtētājs
7,"""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,Kurzeme,4,1966,Liepājas 3. pamatskola,"Direktore, ekonomikas pasniedzēja"
7,"""Saskaņa"" sociāldemokrātiskā partija",Igors Solomatins,Rīga,9,1958,Rīgas Dome,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Artūrs Stepčenko,Kurzeme,12,1988,Ventspils Augstskola,Pētnieks / viesdocents.
7,"""Saskaņa"" sociāldemokrātiskā partija",Gatis Strazdiņš,Vidzeme,9,1976,Saimnieciskās darbības veicējs,Saimnieciskās darbības veicējs
7,"""Saskaņa"" sociāldemokrātiskā partija",Ēriks Ševčenko,Vidzeme,14,1991,JKH GKS Jastrzebie,Profesionālais sportists
7,"""Saskaņa"" sociāldemokrātiskā partija",Viktorija Tarane,Vidzeme,10,1986,Bezdarbniece,
7,"""Saskaņa"" sociāldemokrātiskā partija",Olga Tetere,Rīga,26,1970,Rīgas valstspilsētas pašvaldība,Rīgas pilsētas Apkaimju iedzīvotāju centra Klientu atbalsta un metodikas pārvaldes Klientu apkalpošanas nodaļas galvenā referente
7,"""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,Kurzeme,14,1963,"IK ""Grate""",Īpašniece
7,"""Saskaņa"" sociāldemokrātiskā partija",Gaļina Tjune,Rīga,25,1962,Ropažu novada Ulbrokas PII “Pienenīte”,pirmsskolas skolotāja
7,"""Saskaņa"" sociāldemokrātiskā partija",Vladimirs Tkačenko,Rīga,19,1954,Latvijas Republikas Saeima,Deputāta palīgs
7,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Toca,Vidzeme,16,1959,Ropažu novada pašvaldība,Izpilddirektora vietniece
7,"""Saskaņa"" sociāldemokrātiskā partija",Maksims Tolstojs,Rīga,16,1973,"""Saskaņa"" sociāldemokrātiskā partija",Biroju administrators
7,"""Saskaņa"" sociāldemokrātiskā partija",Zenta Tretjaka,Zemgale,3,1960,Latvijas Republikas Saeima,Saeimas deputāte
7,"""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,Kurzeme,9,1970,Ventspils pilsētas dome,Administratīvās komisijas loceklis
7,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Tutins,Latgale,8,1966,Latvijas Republikas Saeima,Saeimas deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Urbanovičs,Rīga,1,1959,Latvijas Republikas Saeima,Deputāts
7,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Urbanovičs,Latgale,16,1997,Eiropas Parlaments,Stažieris
7,"""Saskaņa"" sociāldemokrātiskā partija",Gundars Ūdris,Rīga,30,1971,"Biedrība ""Juridiskās prakses attīstības biedrība""",Valdes loceklis
7,"""Saskaņa"" sociāldemokrātiskā partija",Anna Vaisjūna,Kurzeme,15,1988,Liepājas pilsētas pašvaldības administrācija,Nevalstisko organizāciju projektu līdzfinansēšanas konkursa komisijas locekle
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Vasiļjevs,Vidzeme,11,1957,Latvijas Republikas Saeima,Saeimas deputāta palīgs
7,"""Saskaņa"" sociāldemokrātiskā partija",Anna Vladova,Rīga,4,1968,Rīgas 80. Vidusskola,Direktore
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Volkovs,Rīga,18,1982,SIA SV CENTR,"Valdes loceklis, zobārsts"
7,"""Saskaņa"" sociāldemokrātiskā partija",Ivars Zariņš,Vidzeme,1,1969,"""Saskaņa"" sociāldemokrātiskā partija",Konsultants
7,"""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Žeigure,Kurzeme,11,1984,SIA Aromāts,Valdes locekle
8,"Politiskā partija ""Stabilitātei!""",Aļona Andrejeva,Rīga,24,1972,"SIA ""T-1000"" IT produktu tehniskais atbalsts",Kvalitātes vadības sistēmu speciālists
8,"Politiskā partija ""Stabilitātei!""",Ina Barkanova,Rīga,6,1975,Itas Kazanēvičas Poļu vidusskola,"Sākumskolas skolotāja, skolotāja - logopēde"
8,"Politiskā partija ""Stabilitātei!""",Dana Bebre,Zemgale,6,1996,A/S Baltic,Tehniskas daļas operātoru vadītāja
8,"Politiskā partija ""Stabilitātei!""",Jeļena Bedrataja,Rīga,29,1961,SIA Ķeizarsils,Tehnologs
8,"Politiskā partija ""Stabilitātei!""",Martins Blūmentāls,Vidzeme,10,1997,Students,
8,"Politiskā partija ""Stabilitātei!""",Oskars Blūms,Zemgale,8,1979,SIA BKS,Valdes loceklis
8,"Politiskā partija ""Stabilitātei!""",Irina Buša,Rīga,26,1983,Rīgas Stila un modes tehnikums,pedagogs
8,"Politiskā partija ""Stabilitātei!""",Ivars Caunītis-Braslis,Latgale,4,1981,SIA Līvānu siltums,Siltumiekārtu apkalpošanas atslēdznieks
8,"Politiskā partija ""Stabilitātei!""",Vjačeslavs Ciganovs,Kurzeme,2,1960,Pensionārs,
8,"Politiskā partija ""Stabilitātei!""",Svetlana Čulkova,Rīga,4,1989,LAPA LTD SIA,PAD gr.inspektore
8,"Politiskā partija ""Stabilitātei!""",Jekaterina Dorošķeviča,Latgale,6,1997,Daugavpils Ruģeļu PII,Skolotājs
8,"Politiskā partija ""Stabilitātei!""",Naomi Farbere,Zemgale,1,1995,SIA PROJECTON,Klientu apkalpošanas vaditāja
8,"Politiskā partija ""Stabilitātei!""",Jānis Gaisiņš,Kurzeme,3,1970,Latvijas Evaņģēliski Luteriskā Baznīca,Mācītājs
8,"Politiskā partija ""Stabilitātei!""",Glorija Grevcova,Vidzeme,2,1988,SIA DOLO,Padomnieks
8,"Politiskā partija ""Stabilitātei!""",Edgars Grīnbergs,Vidzeme,11,1986,IK EG Baltic,Īpašnieks
8,"Politiskā partija ""Stabilitātei!""",Katerina Guzejeva,Kurzeme,5,1988,"Appen, Machine Intelligence company",IT konsultants
8,"Politiskā partija ""Stabilitātei!""",Iļja Ivanovs,Latgale,7,1999,SIA MUZ PRO,Konsultants
8,"Politiskā partija ""Stabilitātei!""",Sergejs Jakimuškins,Rīga,21,1985,"SIA ""CTCo""",Senior Test Engineer
8,"Politiskā partija ""Stabilitātei!""",Svetlana Jakovicka,Kurzeme,4,1982,"Ventspils , 2.vidusskola",Angļu valoda skolotāja
8,"Politiskā partija ""Stabilitātei!""",Arnolds Jancens,Latgale,10,1982,SIA THOR,Komercdirektors
8,"Politiskā partija ""Stabilitātei!""",Alisa Jevstifejeva,Rīga,20,1990,"SIA ""Battika""",Riska menedžere
8,"Politiskā partija ""Stabilitātei!""",Igors Judins,Rīga,5,1978,A/s G4S Latvija,Objekta vadītājs
8,"Politiskā partija ""Stabilitātei!""",Jefimijs Klementjevs,Rīga,7,1963,SIA Brāļi Klementjevi,Valdes loceklis
8,"Politiskā partija ""Stabilitātei!""",Jeļena Kļaviņa,Latgale,5,1979,SIA ALEKSA,Valdes locekle
8,"Politiskā partija ""Stabilitātei!""",Nellija Kmita,Vidzeme,3,1975,Azerbaidžanu jaunatnes centrs,Projektu vadītāja
8,"Politiskā partija ""Stabilitātei!""",Aigars Koloda,Latgale,9,2001,Pašnodarbinātais,Sporta aģents
8,"Politiskā partija ""Stabilitātei!""",Romans Kolosovskis,Rīga,23,1988,SIA PATRIKA,Kurjers
8,"Politiskā partija ""Stabilitātei!""",Dmitrijs Kovaļenko,Zemgale,2,1978,Rīgas Grebenščikovas vecticībnieku draudze,Padomes loceklis
