Saraksts,Partija,Vards,Ievelets,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats,Ievelets
1,"""Latvijas Krievu savienība""",Jekaterina Gavrilova,false,Female,Rīga,13,1997,Mājsaimniece,,false
1,"""Latvijas Krievu savienība""",Viktors Guščins,false,Male,Zemgale,2,1958,Latvijas Krievu savienība,Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Viktors Harlamovs,false,Male,Rīga,20,1962,Pensionārs/pensionāre,,false
1,"""Latvijas Krievu savienība""",Vladimirs Hodakovskis,false,Male,Rīga,18,1940,Baltijas Starptautiskā akadēmija,profesors,false
1,"""Latvijas Krievu savienība""",Deniss Ignatjevs,false,Male,Zemgale,5,1987,SIA „Avenija VP”,rezerves daļu menedžeris,false
1,"""Latvijas Krievu savienība""",Ņina Isačenkova,false,Female,Rīga,25,1951,"Biedrība ""Kultūras centrs ""Vertman""",direktore,false
1,"""Latvijas Krievu savienība""",Nazira Iso,false,Female,Rīga,24,1953,SIA MEPL,Valdes locekle,false
1,"""Latvijas Krievu savienība""",Viktors Ivančikovs,false,Male,Zemgale,8,1945,Saimnieciskās darbības veicējs,ārsts,false
1,"""Latvijas Krievu savienība""",Sofja Ivočkina,false,Female,Latgale,12,1973,"SIA ""Medikal Plus""",stomatoloģe,false
1,"""Latvijas Krievu savienība""",Tatjana Jemeļjanova,false,Female,Rīga,19,1954,Pensionārs/pensionāre,,false
1,"""Latvijas Krievu savienība""",Natālija Jolkina,false,Female,Rīga,7,1947,CLSF Latvijas Cilvēktiesību komiteja,līdzpriekšsēdētāja,false
1,"""Latvijas Krievu savienība""",Viktors Jolkins,false,Male,Vidzeme,12,1976,Latvijas Jaunatnes klubs,Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Polina Kamļova,false,Female,Latgale,7,1987,Vagonu apkopes distance (Rēzeknes VTAP),datu ievades operatore,false
1,"""Latvijas Krievu savienība""",Aleksandrs Klapins,false,Male,Vidzeme,3,1965,A/S Valmieras Stikla Šķiedra,Elektronikas inženieris,false
1,"""Latvijas Krievu savienība""",Sergejs Konstantinovs,false,Male,Zemgale,7,1976,Morris Line Engineering,Augstsprieguma izolatoru ražošanas inženieris,false
1,"""Latvijas Krievu savienība""",Elita Kosaka,false,Female,Kurzeme,1,1960,Saimnieciskās darbības veicēja,Juriste (privātprakse),false
1,"""Latvijas Krievu savienība""",Iļja Kozirevs,false,Female,Rīga,30,1966,SIA Comtel,tehniskais direktors,false
1,"""Latvijas Krievu savienība""",Jevgeņija Krjukova,false,Female,Latgale,1,1981,"partija ""Latvijas Krievu savienība""",Valdes locekle,false
1,"""Latvijas Krievu savienība""",Fjodors Krupenkins,false,Male,Vidzeme,9,1950,Saldus Tūrisma un sporta centrs,"ansambļa ""Lira"" vadītājs",false
1,"""Latvijas Krievu savienība""",Valentīna Kudrjavceva,false,Female,Zemgale,4,1967,A/S Orbīta,vērtētāja,false
1,"""Latvijas Krievu savienība""",Nelli Kujavska,false,Female,Kurzeme,4,1947,Pensionārs/pensionāre,,false
1,"""Latvijas Krievu savienība""",Aleksandrs Kuzmins,false,Male,Rīga,3,1984,Eiropas Parlaments,deputāta palīgs,false
1,"""Latvijas Krievu savienība""",Jeļena Kuzņecova,false,Female,Zemgale,12,1984,"""Zelta birste""",vadītāja,false
1,"""Latvijas Krievu savienība""",Andrejs Larionovs,false,Male,Rīga,28,1971,SIA Lietas MD,noliktavas darbinieks,false
1,"""Latvijas Krievu savienība""",Sergejs Lavrenovs,false,Male,Latgale,11,1966,A/S LDZ RSS,atslēdznieks,false
1,"""Latvijas Krievu savienība""",Valentina Lišeņa,false,Female,Kurzeme,6,1968,Saimnieciskās darbības veicēja,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Tatjana Logačova,false,Female,Zemgale,16,1962,Universālveikals Aizkraukle,pārdevēja,false
1,"""Latvijas Krievu savienība""",Aleksandrs Ļivčaks,false,Male,Latgale,2,1964,Latvijas Krievu savienība,Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Aleksandrs Malnačs,false,Male,Rīga,29,1968,Saimnieciskās darbības veicējs,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Andrejs Mamikins,false,Male,Rīga,1,1976,Eiropas Parlaments,deputāts,false
1,"""Latvijas Krievu savienība""",Ludmila Martinova,false,Female,Zemgale,14,1976,Saimnieciskās darbības veicēja,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Viktors Mišins,false,Male,Rīga,14,1945,"biedrība ""Mišina Eiropas teātris ""Zelta gailis""",Valdes priekšsēdētājs,false
1,"""Latvijas Krievu savienība""",Sergejs Muļivanovs,false,Male,Rīga,26,1967,SIA “RSS.LV”,Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Viktorija Murina,false,Female,Rīga,17,1954,Latvijas Krievu savienība,Valdes locekle,false
1,"""Latvijas Krievu savienība""",Žanna Muzikantova,false,Female,Kurzeme,2,1967,PKL flote Latvia,dispečere,false
1,"""Latvijas Krievu savienība""",Oļegs Nikiforovs,false,Male,Rīga,16,1965,Baltijas starptautiska akadēmija,Asociēta profesora p.i.,false
1,"""Latvijas Krievu savienība""",Olga Odincova,false,Female,Zemgale,10,1960,Aizkraukles 1. vidusskola,skolotāja,false
1,"""Latvijas Krievu savienība""",Andrejs Pagors,false,Male,Rīga,11,1986,Saimnieciskās darbības veicējs,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Valērijs Petrovs,false,Male,Latgale,8,1965,SIA “Juridiskie darījumi”,Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Jakovs Pliners,false,Male,Rīga,5,1946,"Rīgas vispārizglītojošā privātā vidusskola ""Evrika""",direktora vietnieks,false
1,"""Latvijas Krievu savienība""",Pāvels Prozors,false,Male,Latgale,16,1960,Latvijas Nacionālā nekustamo īpašumu aģentūra,vecākais sargs,false
1,"""Latvijas Krievu savienība""",Aleksandrs Prutkovs,false,Male,Vidzeme,7,1967,Latvijas Krievu savienība,Salaspils nodaļas vadītājs,false
1,"""Latvijas Krievu savienība""",Olga Raņševa,false,Female,Latgale,9,1979,Saimnieciskās darbības veicēja,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Vano Razmadze,false,Male,Rīga,21,1970,Latvijas Apvienotā policistu arodbiedrība,jurists,false
1,"""Latvijas Krievu savienība""",Dmitrijs Ribņikovs,false,Male,Latgale,6,1977,Latvijas krievu kopienas Daugavpils nodaļa,vadītāja vietnieks,false
1,"""Latvijas Krievu savienība""",Ludmila Rodionova,false,Female,Vidzeme,4,1954,Olaines krievu kopiena,Valdes locekle,false
1,"""Latvijas Krievu savienība""",Arvīds Rubīns,false,Male,Latgale,10,1958,SIA “Mikor”,būvdarbu vadītājs,false
1,"""Latvijas Krievu savienība""",Gagiks Sarkisjans,false,Male,Rīga,23,1955,Pensionārs/pensionāre,,false
1,"""Latvijas Krievu savienība""",Maksims Savunovs,false,Male,Rīga,27,1980,SIA 1st Mobile Store,menedžeris,false
1,"""Latvijas Krievu savienība""",Inna Seļgicka,false,Female,Latgale,14,1963,"Biedrība ""Eridan""",vaditāja,false
1,"""Latvijas Krievu savienība""",Ligita Sipko,false,Female,Zemgale,6,1960,"SIA ,,Jēkabpils Autobusu Parks""",autobusu mazgātāja,false
1,"""Latvijas Krievu savienība""",Oļegs Sisoļatins,false,Male,Rīga,10,1959,"SIA ""ALRENT""",Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Andrejs Smirnovs,false,Male,Latgale,5,1977,Rēzeknes Slimnīca,Ārsts ginekologs - dzemdību specialists,false
1,"""Latvijas Krievu savienība""",Andrejs Solopenko,false,Male,Vidzeme,6,1985,Saimnieciskās darbības veicējs,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Sergejs Solovjovs,false,Male,Latgale,13,1962,Ditton pievadķēžu rūpnīca,brigadieris,false
1,"""Latvijas Krievu savienība""",Nikolajs Starikovs,false,Male,Zemgale,9,1980,SIA „DSM Meistari”,Tehniskais direktors,false
1,"""Latvijas Krievu savienība""",Valerijs Strigins,false,Male,Vidzeme,10,1948,"MSĢ TSV ""JŪRMALA""",audzinātājs,false
1,"""Latvijas Krievu savienība""",Dmitrijs Šandibins,false,Male,Rīga,9,1986,Latvijas Krievu savienība,Valdes loceklis,false
1,"""Latvijas Krievu savienība""",Tamāra Šustova,false,Female,Kurzeme,3,1949,Pensionārs/pensionāre,,false
1,"""Latvijas Krievu savienība""",Ilona Titarenko,false,Female,Kurzeme,5,1967,"SIA ""Balmonts Tour""",biļešu kases kasiere,false
1,"""Latvijas Krievu savienība""",Valentīna Tkača,false,Female,Zemgale,13,1960,Mājsaimniece,,false
1,"""Latvijas Krievu savienība""",Jekaterīna Tkačuka,false,Female,Rīga,22,1988,Krievu klubs,Valdes locekle,false
1,"""Latvijas Krievu savienība""",Andris Tolmačovs,false,Male,Vidzeme,1,1973,Eiropas Parlaments,deputāta palīgs,false
1,"""Latvijas Krievu savienība""",Ludmila Ušakova,false,Female,Zemgale,1,1959,Aizkraukles novada dome,deputāte,false
1,"""Latvijas Krievu savienība""",Aleksejs Vasiļjevs,false,Male,Latgale,3,1971,Daugavpils 15.vidusskola,skolotājs,false
1,"""Latvijas Krievu savienība""",Vjačeslavs Veselovs,false,Male,Vidzeme,11,1973,Saimnieciskās darbības veicējs,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Sergejs Volkovs,false,Male,Zemgale,3,1967,SIA „Matreks”,šoferis,false
1,"""Latvijas Krievu savienība""",Andrejs Zujevs,false,Male,Zemgale,15,1966,Saimnieciskās darbības veicējs,pašnodarbinātā persona,false
1,"""Latvijas Krievu savienība""",Ļubova Ždanova,false,Female,Rīga,12,1990,SIA XO.fm Production,Biroja administratore,false
2,Jaunā konservatīvā partija,Pēteris Aglonietis,false,Male,Latgale,3,1965,Valsts probācijas dienests,Vecākais probācijas speciālists,false
2,Jaunā konservatīvā partija,Aiga Aizpuriete,false,Female,Rīga,27,1973,Bezdarbnieks/bezdarbniece,,false
2,Jaunā konservatīvā partija,Mārtiņš Aizpurietis,false,Male,Vidzeme,19,1990,Limbažu novada dome,Deputāts,false
2,Jaunā konservatīvā partija,Ieva Akuratere,false,Female,Kurzeme,2,1958,"Dziedātāja, aktrise",,false
2,Jaunā konservatīvā partija,Edgars Andersons,false,Male,Zemgale,14,1949,Rīgas Centrālais termināls,Kuģu bīstamo kravu konsultants,false
2,Jaunā konservatīvā partija,Jānis Auziņš,false,Male,Latgale,7,1987,"""Līči"" Balvu rajona Kubulu pagasta zemnieku saimniecība",Īpašnieks ar paraksttiesībām,false
2,Jaunā konservatīvā partija,Marija Balcere,false,Female,Rīga,7,1946,"""Marija"" SAB",Valdes priekšsēdētāja,false
2,Jaunā konservatīvā partija,Natālija Balode,false,Female,Kurzeme,8,1961,Saldus novada pašvaldība,Deputāte,false
2,Jaunā konservatīvā partija,Dace Austra Balode,false,Female,Rīga,24,1978,Rīgas centra daiļamatniecības pamatskola,Pagarinātās dienas grupas skolotāja,false
2,Jaunā konservatīvā partija,Ainars Bašķis,false,Male,Vidzeme,6,1961,"""Ansters"" SIA",Pārdošanas vadītājs,false
2,Jaunā konservatīvā partija,Vilis Bārtulis,false,Male,Rīga,15,1955,Nodrošinājuma valsts aģentūra,Vecākais referents,false
2,Jaunā konservatīvā partija,Dagmāra Beitnere-Le Galla,true,Female,Vidzeme,2,1955,Jūrmalas dome,Deputāte,true
2,Jaunā konservatīvā partija,Māris Beļaunieks,false,Male,Vidzeme,10,1961,Limbažu novada dome,Deputāts,false
2,Jaunā konservatīvā partija,Valters Bergs,false,Male,Vidzeme,18,1978,"""Legatus"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Tatjana Bernharde,false,Female,Vidzeme,9,1971,"""T.B. BIROJS"" SIA",Valdes locekle,false
2,Jaunā konservatīvā partija,Jānis Bordāns,true,Male,Vidzeme,1,1967,Rīgas dome,Rīgas domes deputāts,true
2,Jaunā konservatīvā partija,Ilgvars Brakovskis,false,Male,Rīga,14,1972,ZTI Aigas Augustovas birojs,Jurists,false
2,Jaunā konservatīvā partija,Didzis Brants,false,Male,Latgale,12,1964,"""Prometal Group"" SIA",Tehniskais direktors,false
2,Jaunā konservatīvā partija,Eduards Brūniņš,false,Male,Latgale,15,1964,Latvijas Aizsargu organizācija,Valdes loceklis,false
2,Jaunā konservatīvā partija,Aldis Brūvers,false,Male,Latgale,9,1958,"""Satina"" SIA","Valdes priekšsēdētājs, rīkotājdirektors",false
2,Jaunā konservatīvā partija,Uldis Budriķis,true,Male,Kurzeme,4,1991,"""Hubbs"" SIA",Valdes priekšsēdētājs,true
2,Jaunā konservatīvā partija,Aigars Bukšs,false,Male,Latgale,10,1987,Baltinavas Mūzikas un mākslas skola,Pūšamo instrumentu skolotājs,false
2,Jaunā konservatīvā partija,Aija Burkevica,false,Female,Kurzeme,11,1969,Liepājas vakara (maiņu) vidusskola,Skolotāja,false
2,Jaunā konservatīvā partija,Jānis Butāns,false,Male,Rīga,8,1978,Centrālā finanšu un līgumu aģentūra,Satiksmes infrastruktūras projektu nodaļas projekta vadītājs,false
2,Jaunā konservatīvā partija,Jānis Cielēns,false,Male,Vidzeme,15,1986,Beverīnas novada dome,Deputāts,false
2,Jaunā konservatīvā partija,Dainis Čapkovskis,false,Male,Rīga,33,1974,"""Latvijas Neatkarīgo tirgotāju kooperācija"" SIA",Komercdirektors,false
2,Jaunā konservatīvā partija,Aivars Doļņikovs,false,Male,Zemgale,15,1964,”Vidzemes būvnieks” SIA,Būvdarbu vadītājs,false
2,Jaunā konservatīvā partija,Gunita Dzene,false,Female,Vidzeme,22,1971,Carnikavas novada dome,Deputāte,false
2,Jaunā konservatīvā partija,Jurģis Dzērve,false,Male,Vidzeme,26,1989,"""Stokker"" SIA",Tirdzniecības pārstāvis,false
2,Jaunā konservatīvā partija,Gatis Eglītis,true,Male,Rīga,2,1978,Eiropas Komisijas Vēlēšanu novērošanas misiju dalībnieks,,true
2,Jaunā konservatīvā partija,Krišjānis Feldmans,true,Male,Zemgale,1,1985,Jaunā konservatīvā partija,Valdes loceklis,true
2,Jaunā konservatīvā partija,Māris Freimanis,false,Male,Zemgale,7,1987,"""Buki"" Annenieku pagasta zemnieku saimniecība",Īpašnieks,false
2,Jaunā konservatīvā partija,Inga Gluzda,false,Female,Kurzeme,3,1970,Jaunā konservatīvā partija,Valdes locekle,false
2,Jaunā konservatīvā partija,Edmunds Griģis,false,Male,Latgale,16,1973,"Biedrība ""Demokrātiskie patrioti""",Valdes priekšsēdētāja vietnieks,false
2,Jaunā konservatīvā partija,Andris Gross,false,Male,Rīga,18,1979,"""A.Gross creative."" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Nauris Gūtmanis,false,Male,Vidzeme,16,1970,Students/studente,,false
2,Jaunā konservatīvā partija,Sandra Ģeida,false,Female,Vidzeme,24,1964,"""Studio ABC"" SIA","Valdes locekle, direktore",false
2,Jaunā konservatīvā partija,Edgars Horns,false,Male,Rīga,22,1967,"""Cibus Sanus"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Ingrīda Irša-Podkalne,false,Female,Zemgale,16,1975,"Baldones PII ""Vāverīte""",Skolotāja,false
2,Jaunā konservatīvā partija,Ivars Joelis,false,Male,Zemgale,8,1983,"""Ošukalns"" SIA",Prokūrists,false
2,Jaunā konservatīvā partija,Juris Jurašs,true,Male,Kurzeme,1,1975,Jaunā konservatīvā partija,Valdes loceklis,true
2,Jaunā konservatīvā partija,Anželika Jurševica,false,Female,Latgale,6,1969,Anželikas Jurševicas psihoterapeita privātprakse,Psihoterapeits,false
2,Jaunā konservatīvā partija,Bruno Jurševics,false,Male,Kurzeme,5,1962,“TU 176” SIA,Valdes loceklis,false
2,Jaunā konservatīvā partija,Māris Kaijaks,false,Male,Rīga,23,1962,"""ZPA"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Daiga Kalnbērziņa,false,Female,Rīga,25,1973,“Latvijas dzelzceļš” VAS,Protokola speciāliste,false
2,Jaunā konservatīvā partija,Kaspars Kalnmeiers,false,Male,Rīga,21,1974,"""Latvijas Valsts ceļi"" VAS",Informācijas sistēmu uzturētājs,false
2,Jaunā konservatīvā partija,Gatis Karlsons,false,Male,Rīga,31,1975,Latvijas Nacionālais arhīvs,Direktora vietnieks,false
2,Jaunā konservatīvā partija,Tamāra Kaudze,false,Female,Kurzeme,9,1977,Dundagas novada pašvaldība,Deputāte,false
2,Jaunā konservatīvā partija,Andris Kazinovskis,false,Male,Latgale,2,1959,"""Rātnieki"" Susāju pagasta zemnieku saimniecība","Īpašnieks, zemnieks",false
2,Jaunā konservatīvā partija,Edgars Kāpa,false,Male,Rīga,29,1987,"Celtnieks, jaunais uzņēmējs",,false
2,Jaunā konservatīvā partija,Jānis Klauze,false,Male,Vidzeme,7,1975,"""Mundus"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Marita Klikiča,false,Female,Rīga,16,1971,"""Andžeja Grauda bungu skola"" SIA",Juriste,false
2,Jaunā konservatīvā partija,Jānis Kņazs,false,Male,Rīga,35,1987,"""Lidosta Rīga"" VAS",Gaisa kuģu apkalpes aģents,false
2,Jaunā konservatīvā partija,Margarita Kolosova,false,Female,Latgale,17,1978,Pašnodarbinātā,,false
2,Jaunā konservatīvā partija,Egils Kraulers,false,Male,Kurzeme,10,1957,Izdienas pensionārs,,false
2,Jaunā konservatīvā partija,Oskars Kreilis,false,Male,Kurzeme,7,1980,"""Hornet.lv"" SIA","Valdes priekšsēdētājs, zemes ierīcības inženieris",false
2,Jaunā konservatīvā partija,Līva Kreituse,false,Female,Rīga,12,1987,Satiksmes ministrija,Vecākais referents,false
2,Jaunā konservatīvā partija,Ilona Krūmiņa,false,Female,Vidzeme,23,1970,Biedrība “Sabiedrības izaugsmei”,Valdes priekšsēdētāja,false
2,Jaunā konservatīvā partija,Andis Kursītis,false,Male,Zemgale,6,1981,“Latvijas Lauku konsultāciju un izglītības centrs” SIA,Tālākizglītības nodaļas vadītājs,false
2,Jaunā konservatīvā partija,Henrijs Ķeružis,false,Male,Kurzeme,13,1968,Gramzdas pamatskola,Direktors,false
2,Jaunā konservatīvā partija,Haralds Laidiņš,false,Male,Zemgale,3,1961,Izdienas pensionārs,,false
2,Jaunā konservatīvā partija,Līga Langrate,false,Female,Vidzeme,12,1969,Alūksnes novada dome,Deputāte,false
2,Jaunā konservatīvā partija,Uldis Lejava,false,Male,Zemgale,13,1973,"""Latvijas valsts meži"" AS",Drošības un kontroles speciālists,false
2,Jaunā konservatīvā partija,Inese Leoho-Čudare,false,Female,Zemgale,12,1981,"""A.C./D.C."" SIA",Komercdirektore,false
2,Jaunā konservatīvā partija,Jānis Liberts,false,Male,Rīga,32,1981,"""Attīstības finanšu institūcija Altum"" AS",Jurists,false
2,Jaunā konservatīvā partija,Tālis Linkaits,true,Male,Rīga,4,1970,Valsts reģionālās attīstības aģentūra,VASAB sekretariāta vadītājs,true
2,Jaunā konservatīvā partija,Otto Lodiņš,false,Male,Latgale,14,1969,"""Mērteh"" SIA",Pārdošanas speciālists,false
2,Jaunā konservatīvā partija,Eva Mārtuža,false,Female,Rīga,13,1954,Rīgas dome,Rīgas domes deputāte,false
2,Jaunā konservatīvā partija,Linda Medne,false,Female,Rīga,6,1968,Latvijas Lauksaimniecības Universitātes Pārtikas tehnoloģijas fakultāte,Docente,false
2,Jaunā konservatīvā partija,Indars Melzobs,false,Male,Vidzeme,8,1979,"""Lux Company"" SIA",Prokūrists,false
2,Jaunā konservatīvā partija,Uldis Meļķisis,false,Male,Rīga,30,1971,"""Sociovides pētījumi"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Anita Muižniece,true,Female,Vidzeme,5,1987,Daugmales pamatskola,Skolotāja,true
2,Jaunā konservatīvā partija,Inita Nagņibeda,false,Female,Zemgale,4,1968,Bauskas novada dome,Deputāte,false
2,Jaunā konservatīvā partija,Aivars Ontužāns,false,Male,Vidzeme,11,1956,Jaunpiebalgas vidusskola,Jaunsargu instruktors,false
2,Jaunā konservatīvā partija,Linda Ozola,true,Female,Rīga,3,1979,Rīgas Dome,Rīgas domes deputāte,true
2,Jaunā konservatīvā partija,Jānis Ozols,false,Male,Rīga,11,1970,"""CONTRACTUS"" SIA",Prokūrists,false
2,Jaunā konservatīvā partija,Evita Pētersone,false,Female,Kurzeme,12,1973,“Darba Iespēju Aģentūra” SIA,Valdes locekle,false
2,Jaunā konservatīvā partija,Normunds Pildiņš,false,Male,Zemgale,11,1966,"""Iniņi"" SIA",Valdes priekšsēdētājs,false
2,Jaunā konservatīvā partija,Inese Posse,false,Female,Rīga,26,1971,Valsts darba inspekcija,Inspektore,false
2,Jaunā konservatīvā partija,Ivars Puksts,false,Male,Vidzeme,27,1971,"""Valmieras stikla šķiedra"" AS","Elektriķis, arodkomitejas loceklis",false
2,Jaunā konservatīvā partija,Artis Ramutis,false,Male,Zemgale,10,1979,"""Baltais sniegs"" SIA",Komercobjektu tirdzniecības darījumu vadītājs,false
2,Jaunā konservatīvā partija,Juris Rancāns,true,Male,Latgale,5,1977,Valsts ieņēmumu dienests,Vecākais izmeklētājs,true
2,Jaunā konservatīvā partija,Sandis Riekstiņš,true,Male,Zemgale,2,1979,"""LIMBAŽU MELIO"" SIA",Valdes loceklis,true
2,Jaunā konservatīvā partija,Andris Saulītis,false,Male,Kurzeme,6,1981,Valsts darba inspekcija,"Zemgales Reģionālās VDI vadītājs, galvenais Valsts inspektors",false
2,Jaunā konservatīvā partija,Raitis Sijāts,false,Male,Vidzeme,13,1960,"NVO ""Eiropas kultūras tūrisma tīkls ECTN""",Prezidents,false
2,Jaunā konservatīvā partija,Jānis Siliņš,false,Male,Vidzeme,20,1945,Pensionārs/pensionāre,,false
2,Jaunā konservatīvā partija,Inese Simsone,false,Female,Rīga,34,1963,“Rīgas Satiksme” Rīgas pašvaldības SIA,Trolejbusu vadītāja,false
2,Jaunā konservatīvā partija,Dainis Skrūzmanis,false,Male,Latgale,8,1970,"""SD Finanses"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Ivo Skudiķis,false,Male,Vidzeme,17,1969,"""Provoaktīvs"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Edgars Sproģis,false,Male,Latgale,11,1974,"""Swedbank"" AS",Jurists,false
2,Jaunā konservatīvā partija,Aija Stepanova,false,Female,Rīga,28,1979,"Biedrība ""LATVJU PIRTS UN SPA ASOCIĀCIJA""",Valdes locekle,false
2,Jaunā konservatīvā partija,Igors Stepanovs,false,Male,Zemgale,9,1964,"Biedrība ""LATVJU PIRTS UN SPA ASOCIĀCIJA""",Valdes loceklis,false
2,Jaunā konservatīvā partija,Anita Strapcāne,false,Female,Latgale,4,1960,Balvu Kultūras un atpūtas centrs,Direktore,false
2,Jaunā konservatīvā partija,Raimonds Strauss,false,Male,Rīga,36,1966,Raimonds Strauss,Saimnieciskās darbības veicējs,false
2,Jaunā konservatīvā partija,Ģirts Strazdiņš,false,Male,Kurzeme,15,1988,"""Strazdins.Legal"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Juta Strīķe,true,Female,Rīga,1,1970,Rīgas dome,Deputāte,true
2,Jaunā konservatīvā partija,Jānis Strods,false,Male,Latgale,13,1957,"Biedrība ""AugšDaugava”",Valdes priekšsēdētājs,false
2,Jaunā konservatīvā partija,Santa Suhaka,false,Female,Rīga,10,1991,Rīgas dome,Deputātu frakcijas referente,false
2,Jaunā konservatīvā partija,Anita Svece,false,Female,Rīga,9,1966,"""Rīgas Austrumu klīniskā universitātes slimnīca"" SIA",Diktofonu centra vadītāja,false
2,Jaunā konservatīvā partija,Ilga Šuplinska,true,Female,Latgale,1,1970,Rēzeknes Tehnoloģiju akadēmija,"Profesore, vadošā pētniece",true
2,Jaunā konservatīvā partija,Indulis Tupesis,false,Male,Rīga,38,1951,Pensionārs/pensionāre,,false
2,Jaunā konservatīvā partija,Arita Ūdre,false,Female,Rīga,19,1985,Iepirkumu uzraudzības birojs,Administratīvo sodu departamenta direktore,false
2,Jaunā konservatīvā partija,Guntars Vaivars,false,Male,Rīga,17,1960,Latvijas Universitāte,"Asociētais profesors, vadošā pētnieka v.i.",false
2,Jaunā konservatīvā partija,Ilze Vanaga,false,Female,Zemgale,17,1978,Valsts probācijas dienests,Jūrmalas TSV probācijas speciāliste,false
2,Jaunā konservatīvā partija,Daina Vanaga,false,Female,Vidzeme,21,1963,Ieslodzījuma vietu pārvalde,"ESF projekta ""Resocializācijas sistēmas efektivitātes paaugstināšana"" Nr.9.1.3.0/16/I/001 Mācību sistēmas pilnveidošanas bloka vadītāja",false
2,Jaunā konservatīvā partija,Santa Vītola,false,Female,Vidzeme,28,1987,"""BBH Investments"" SIA",Struktūrvienības vadītājas vietniece,false
2,Jaunā konservatīvā partija,Renārs Volkovs,false,Male,Zemgale,5,1978,"""Pansija Next Door"" SIA",Valdes loceklis,false
2,Jaunā konservatīvā partija,Evita Zālīte-Grosa,true,Female,Vidzeme,3,1969,Rīgas dome,Deputāte,true
2,Jaunā konservatīvā partija,Ilze Zilgalve,false,Female,Rīga,20,1970,Latviešu biedrība Beļģijā,Valdes locekle,false
2,Jaunā konservatīvā partija,Jana Zilkalne,false,Female,Vidzeme,25,1979,"""IZGLĪTĪBAS UN KULTŪRAS MANTOJUMA ZELTA VĀRTI"" SIA",Valdes priekšsēdētāja,false
