Saraksts,Partija,Vards,Ievelets,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats,Ievelets
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Solveta Logina,false,Female,Latgale,11,1977,Baltinavas vidusskola,Fizikas skolotāja,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Makkars,false,Male,Kurzeme,10,1957,Latvijas Republikas Aizsardzības Ministrija,Militārpersonas izdienas pensija,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Mārtiņš Mediņš,false,Male,Zemgale,11,1959,"ZS ""Silavēji""",vadītājs-īpašnieks,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dace Melbārde,true,Female,Rīga,1,1971,Valsts kanceleja,Latvijas Republikas kultūras ministre,true
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aija Mežale,false,Female,Latgale,7,1972,"SIA ""Ananass""",Grāmatvede,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Pēteris Miezītis,false,Male,Rīga,31,1976,"SIA ""Safrāns""",Struktūrvienības vadītājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ināra Mūrniece,true,Female,Vidzeme,2,1970,Latvijas Republikas Saeima,"12. Saeimas priekšsēdētāja, deputāte",true
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Romāns Naudiņš,true,Male,Vidzeme,5,1980,Latvijas Republikas Saeima,"Deputāts, Tautsaimniecības, agrārās, vides un reģionālās politikas komisijas priekšsēdētājs",true
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Nebars,false,Male,Vidzeme,10,1985,Iekšlietu ministrijas Nodrošinājumu valsts aģentūra,Izņemto lietu nodaļas vadītāja vietnieks,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Sigita Norvele,false,Female,Vidzeme,22,1985,"SIA ''Royal Dandy""","Valdes locekle, friziere, bārddzine",false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aivars Okmanis,false,Male,Zemgale,9,1959,Rundāles novada dome,Priekšsēdētājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Arvīds Ozols,false,Male,Vidzeme,17,1968,"SIA ""Aloja Agro""",Valdes loceklis,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Imants Parādnieks,false,Male,Zemgale,2,1968,Latvijas Republikas Saeima,Deputāts,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Pastars,false,Male,Zemgale,10,1963,Jaunsardzes un informācijas centrs,Jaunsargu instruktors,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Līga Pennere,false,Female,Latgale,9,1971,"SIA '""LIARPS""",Valdes locekle,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Santa Pērkone,false,Female,Latgale,14,1992,Rugāju novada dome,Kultūras pasākumu organizatore,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gundars Plešs,false,Male,Vidzeme,14,1962,Limbažu novada dome,Deputāts,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Alita Plūksna,false,Female,Vidzeme,25,1986,"SIA ""efn Nord""",Montētājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Polis,false,Male,Vidzeme,24,1954,"Z/S ""Tožiņi""",Vadītājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Puide,false,Male,Rīga,15,1976,Mārupes novada dome,Deputāts,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rasnačs,false,Male,Rīga,5,1963,Valsts kanceleja,Tieslietu ministrs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Ratkevičs,false,Male,Rīga,19,1983,Vides aizsardzības un reģionālās attīstības ministrija,Vecākais konsultants,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvards Ratnieks,false,Male,Rīga,13,1988,Rīgas dome,Nacionālās apvienības „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK” deputātu frakcijas referents,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Arvīds Ratnieks,false,Male,Latgale,16,1955,AAS Baltijas Apdrošināšanas nams,Apdrošinātājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Inguna Rībena,true,Female,Zemgale,3,1956,Latvijas Republikas Saeima,Deputāte,true
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gunārs Rusiņš,false,Male,Vidzeme,8,1960,Aizsardzības ministrija,Militārā izdienas pensija (rezerves majors),false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Saliņš,false,Male,Vidzeme,15,1971,"SIA ""Latvijas Mobilais Telefons""",Darba aizsardzības inženieris,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gundars Sebris,false,Male,Kurzeme,6,1967,Talsu Valsts ģimnāzija,Direktors,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīne Skrīvere,false,Female,Vidzeme,26,1989,Pašvaldības aģentūra „Cēsu Kultūras un Tūrisma centrs”,Cēsu Vēstures un mākslas muzeja vadītāja,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Arnis Slobožaņins,false,Male,Latgale,3,1984,Ilūkstes bērnu un jauniešu centrs,Pedagogs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Zigurds Strīķis,false,Male,Rīga,25,1959,"SIA ""Maestro+""",Valdes loceklis,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kaspars Ševčuks,false,Male,Zemgale,12,1986,Kandavas Lauksaimniecības tehnikums,"Pasniedzējs, darba aizsardzības speciālists",false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edvīns Šnore,true,Male,Zemgale,1,1974,Latvijas Republikas Saeima,Deputāts,true
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Egīls Šņore,false,Male,Kurzeme,15,1954,Pensionārs/pensionāre,,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Irēna Šusta,false,Female,Kurzeme,13,1967,"SIA ""Purva Dzērvenīte""",Valdes locekle,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Diāna Švānberga,false,Female,Kurzeme,7,1971,Valsts darba inspekcija,Juridiskās nodaļas vadītāja,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Vilnis Švāns,false,Male,Zemgale,14,1970,"SIA ""Tulpe VN""",Valdes loceklis,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edmunds Teirumnieks,true,Male,Latgale,1,1977,Rēzeknes Tehnoloģiju akadēmija,Rektors,true
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Linards Tiļugs,false,Male,Kurzeme,5,1961,Lažas speciālā internātpamatskola,Direktors,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kaspars Timma,false,Male,Rīga,27,1976,"SIA ""Gimnasium""",Valdes loceklis,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Jānis Tomels,false,Male,Rīga,26,1969,Latvijas Republikas Saeima,Saeimas priekšsēdētājas Ināras Mūrnieces padomnieks sabiedrisko attiecību jautājumos,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Druvis Tomsons,false,Male,Vidzeme,16,1969,"SIA ""R un R plus""",Valdes priekšsēdētājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Elīna Treija,false,Female,Rīga,9,1977,Vides aizsardzības un reģionālās attīstības ministrija,Projekta koordinatore,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Aldis Tripans,false,Male,Latgale,13,1982,"SIA ""Api Agro""",Komercdarbības specialists,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andrejs Vanags,false,Male,Latgale,15,1986,"SIA ""Preiļu Siltums""",koģenerācijas stacijas vadītājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gundars Važa,false,Male,Zemgale,6,1966,Engures novada dome,Domes priekšsēdētājs,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ginta Vilcāne,false,Female,Rīga,12,1986,Nacionālā apvienība „Visu Latvijai!” – „Tēvzemei un Brīvībai/LNNK”,Jaunatnes organizācijas vadītāja,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ligita Vircava,false,Female,Rīga,18,1949,Pensionārs/pensionāre,,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīne Volkoviča,false,Female,Latgale,17,1980,Vides aizsardzības un reģionālās attīstības ministrija,Ministra palīdze,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marika Zeimule,false,Female,Latgale,5,1979,Kultūras ministrija,Parlamentārā sekretāre,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ieva Zeltīte,false,Female,Rīga,24,1977,SIA “Veselības centrs 4”,Fizioterapeite,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Raivis Zeltīts,false,Male,Vidzeme,4,1992,Mārupes novada dome,Deputāts,false
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gints Zemitāns,false,Male,Rīga,23,1963,Valsts Vides dienests,Vecākais inspektors,false
5,"""PROGRESĪVIE""",Āris Ādlers,false,Male,Zemgale,10,1980,"Biedrība ""Sernikon""",Projektu vadītājs,false
5,"""PROGRESĪVIE""",Edmunds Cepurītis,false,Male,Rīga,6,1991,Nodibinājums “Vides izglītības fonds”,Projektu vadītājs,false
5,"""PROGRESĪVIE""",Māris Čapkēvičs,false,Male,Vidzeme,15,1991,"Pašvaldības aģentūras ""Siguldas attīstības aģentūra"" Tūrisma informācijas centrā ""Gūtmaņala""",Tūrisma klientu konsultants,false
5,"""PROGRESĪVIE""",Valters Dakša,false,Male,Zemgale,13,1997,"SIA ""Valters Dakša""",Valdes priekšsēdētājs,false
5,"""PROGRESĪVIE""",Agnese Deigele,false,Female,Zemgale,5,1977,Pašnodarbinātis,,false
5,"""PROGRESĪVIE""",Dainis Deigelis,false,Male,Zemgale,6,1983,Pašnodarbināts,Dzejnieks,false
5,"""PROGRESĪVIE""",Ansis Dobelis,false,Male,Kurzeme,2,1982,"SIA ""Kolibri Grupa""",Valdes loceklis,false
5,"""PROGRESĪVIE""",Ilze Dombrovska,false,Female,Rīga,13,1989,Accenture Latvijas filiāle,Programmētāja,false
5,"""PROGRESĪVIE""",Juris Dubrovskis,false,Male,Rīga,20,1980,"VAS ""Latvijas Pasts""",Rezerves pastnieks,false
5,"""PROGRESĪVIE""",Anna Duncīte-Ofmane,false,Female,Vidzeme,9,1991,SIA Baltic Restaurants Latvia,Struktūrvienības vadītāja,false
5,"""PROGRESĪVIE""",Edgars Dūrens,false,Male,Vidzeme,8,1973,Izdienas pensionārs,,false
5,"""PROGRESĪVIE""",Māris Dūrējs,false,Male,Zemgale,15,1948,Pensionārs/pensionāre,,false
5,"""PROGRESĪVIE""",Daiga Eiduka,false,Female,Kurzeme,10,1971,Saimnieciskās darbības veicēja,,false
5,"""PROGRESĪVIE""",Māris Indulis Graudiņš,false,Male,Vidzeme,6,1953,Stokholmas Ekonomikas augstskola Rīgā,Vieslektors,false
5,"""PROGRESĪVIE""",Ilmārs Gromuls,false,Male,Vidzeme,12,1980,ERGO Insurance SE Latvijas filiāle,IT projektu vadītājs,false
5,"""PROGRESĪVIE""",Diāna Gulbe,false,Female,Rīga,31,1988,"SIA ""Mann Lines""",Pārdošanas menedžere,false
5,"""PROGRESĪVIE""",Linards Hartmanis,false,Male,Kurzeme,7,1985,SIA “Daiļrade koks”,Montētājs,false
5,"""PROGRESĪVIE""",Artūrs Hoļavins,false,Male,Rīga,14,1989,Eiropas Universitāte Sanktpēterburgā (Krievija),Pētnieks,false
5,"""PROGRESĪVIE""",Oskars Janavs,false,Male,Vidzeme,18,1990,SIA A Aptiekas,Preču izvietošanas speciālists,false
5,"""PROGRESĪVIE""",Paula Jankovska,false,Female,Rīga,21,1993,Latvijas Starptautiskā skola,Skolotāja,false
5,"""PROGRESĪVIE""",Elīna Jansone,false,Female,Vidzeme,7,1980,"Biedrība ""Mārupes Nākotnei""",Valdes locekle,false
5,"""PROGRESĪVIE""",Dace Kavasa,false,Female,Kurzeme,1,1975,Latvijas Aviācijas arodbiedrība,Valdes priekšsēdētāja,false
5,"""PROGRESĪVIE""",Andrejs Kirma,false,Male,Kurzeme,5,1991,"SIA ""Evolution Latvia""",UX/UI dizainers,false
5,"""PROGRESĪVIE""",Viesturs Kleinbergs,false,Male,Rīga,4,1978,"Biedrība „Latvijas Samariešu apvienība""",Dienesta “Samariešu atbalsts mājās” vadītājs,false
5,"""PROGRESĪVIE""",Elīna Kļaviņa,false,Female,Rīga,30,1984,SIA “Inspired”,Projektu vadītāja,false
5,"""PROGRESĪVIE""",Gusts Kossovičs,false,Male,Latgale,10,1990,Students/studente,,false
5,"""PROGRESĪVIE""",Mārtiņš Kossovičs,false,Male,Rīga,32,1980,Manaslecas.lv,Līdzīpašnieks,false
5,"""PROGRESĪVIE""",Jānis Monvīds Kramēns,false,Male,Rīga,16,1952,Pensionārs,,false
5,"""PROGRESĪVIE""",Maija Krastiņa,false,Female,Rīga,27,1981,Komunikāciju konsultante,,false
5,"""PROGRESĪVIE""",Inga Krauze,false,Female,Zemgale,7,1962,Jaunjelgavas vidusskola,Apkopēja,false
5,"""PROGRESĪVIE""",Rita Kubuliņa,false,Female,Rīga,23,1989,"Biedrība ""Papardes zieds""",Sabiedrības veselības speciāliste,false
5,"""PROGRESĪVIE""",Valdis Kudiņš,false,Male,Latgale,5,1976,Pašnodarbinātais,,false
5,"""PROGRESĪVIE""",Kristīne Kuļeva,false,Female,Rīga,25,1995,SIA “Hansavest”,Valdes locekle,false
5,"""PROGRESĪVIE""",Ervins Labanovskis,false,Male,Vidzeme,2,1980,"SIA ""Kainaiži""",valdes loceklis,false
5,"""PROGRESĪVIE""",Ingrīda Labsvīra,false,Female,Rīga,29,1985,"SIA ""Bureau Veritas Latvia""",Klientu menedžere,false
5,"""PROGRESĪVIE""",Edgars Labsvīrs,false,Male,Latgale,8,1985,Nacionālais veselības dienests,Direktora vietnieks veselības aprūpes administrēšanas jautājumos,false
5,"""PROGRESĪVIE""",Zaiga Lasmane,false,Female,Vidzeme,11,1980,"Nodibinājums ""Centrs Dardedze""",Projektu koordinatore,false
5,"""PROGRESĪVIE""",Guntis Laurins,false,Male,Vidzeme,13,1983,"SIA ""Mikrotīkls""",Elektronikas inženieris,false
5,"""PROGRESĪVIE""",Ieva Lazda,false,Female,Vidzeme,5,1978,"Jūrmalas pašvaldības iestāde ""Sprīdītis""","Pedagogs, sociālais aprūpētājs",false
5,"""PROGRESĪVIE""",Kaspars Lazdiņš,false,Male,Rīga,24,1986,SIA „Mērniecības risinājumi”,Valdes loceklis,false
5,"""PROGRESĪVIE""",Nauris Lārmanis,false,Male,Vidzeme,20,1985,iSurvey Offshore Ltd,Mērnieks (Offshore surveyor),false
5,"""PROGRESĪVIE""",Inga Liepa-Meiere,false,Female,Vidzeme,1,1978,"Biedrības ""Latvijas Samariešu apvienība"" dienests ""Samariešu atbalsts mājās""",Vadītāja vietniece,false
5,"""PROGRESĪVIE""",Aigars Liepiņš,false,Male,Vidzeme,22,1963,Aizsardzības ministrija,Nodaļas vadītājs,false
5,"""PROGRESĪVIE""",Agnese Logina,false,Female,Latgale,1,1990,Latvijas Kultūras akadēmijas Rīgas Kino muzejs,Kuratore,false
5,"""PROGRESĪVIE""",Dmitrijs Markovs,false,Male,Rīga,18,1985,"SIA ""Diena pirms Jāņu nakts""",Grafiskais dizainers,false
5,"""PROGRESĪVIE""",Sandra Martinsone,false,Female,Rīga,3,1981,Ētiskās tirdzniecības iniciatīva (Lielbritānija),Starptautiskās politikas eksperte,false
5,"""PROGRESĪVIE""",Pāvels Melnis,false,Male,Vidzeme,17,1983,Zemnieks,,false
5,"""PROGRESĪVIE""",Rūta Mežavilka,false,Female,Rīga,5,1971,A/S Latvijas Mediji,Maketētāja,false
5,"""PROGRESĪVIE""",Jānis Millers,false,Male,Kurzeme,4,1984,Marks and Spencer Group plc,Ugunsdrošības un darba drošības inspektors,false
5,"""PROGRESĪVIE""",Kaspars Mucenieks,false,Male,Zemgale,14,1980,"sia ""Zemgales Projekts""",Valdes loceklis,false
5,"""PROGRESĪVIE""",Edgars Niedrītis,false,Male,Zemgale,4,1970,Latvijas Bankas Aizsardzības pārvalde,Apsardzes maiņas galvenai inspektors,false
5,"""PROGRESĪVIE""",Olevs Nikers,false,Male,Rīga,8,1977,LR Aizsardzības ministrija,Vecākais eksperts,false
5,"""PROGRESĪVIE""",Antoņina Ņenaševa,false,Female,Rīga,1,1988,Rīgas 22. vidusskola,Skolotāja,false
5,"""PROGRESĪVIE""",Bruno Ozoliņš,false,Male,Rīga,26,1956,Ekonomists-matemātiķis,,false
5,"""PROGRESĪVIE""",Mārtiņš Pabērzs,false,Male,Latgale,7,1993,"SIA ""Dautkom""",Mārketinga menedžeris,false
5,"""PROGRESĪVIE""",Sintija Popena,false,Female,Rīga,11,1990,"SIA ""DDB WORLDWIDE LATVIA""",Video speciāliste,false
5,"""PROGRESĪVIE""",Roberts Portnojs,false,Male,Latgale,6,1986,Neatliekamās medicīniskās palīdzības dienests,LRC Galvenais speciālists OMT nodrošinājuma jautājumos,false
5,"""PROGRESĪVIE""",Roberts Putnis,false,Male,Rīga,2,1976,"PROGRESĪVIE, politiskā partija",priekšsēdētājs,false
5,"""PROGRESĪVIE""",Zane Pūpola,false,Female,Kurzeme,6,1988,Latvijas vides aizsardzības fonda administrācija,Vecākā eksperte LIFE Atbalsta vienībā,false
5,"""PROGRESĪVIE""",Līga Rasnača,false,Female,Zemgale,1,1956,Latvijas Universitāte,"Asociētā profesore, vadošā pētniece",false
5,"""PROGRESĪVIE""",Elza Rauda,false,Female,Zemgale,11,1993,"A/S ""4finance""",Biznesa datu analītiķe,false
5,"""PROGRESĪVIE""",Maija Rēriha,false,Female,Kurzeme,3,1950,Biedrība “Līvu (lībiešu) savienība – Līvõd Īt”,Kolkas nodaļas vadītāja,false
5,"""PROGRESĪVIE""",Rudīte Rēriha,false,Female,Rīga,15,1976,Pašnodarbinātā,,false
5,"""PROGRESĪVIE""",Gundega Rupenheite,false,Female,Zemgale,3,1973,"Biedrība ""Latvijas Sarkanais Krusts""","Projekta""„Sociālā darbinieka un sociālā mentora pakalpojumu nodrošināšana patvēruma meklētājiem un personām ar bēgļu vai alternatīvo statusu” vadītāja",false
5,"""PROGRESĪVIE""",Inta Ruskule,false,Female,Latgale,4,1967,Daugavpils pilsētas dome,Īpašuma pārvaldīšanas departamenta Nekustamā īpašuma attīstības nodaļas vadītāja,false
5,"""PROGRESĪVIE""",Elīna Rutkovska,false,Female,Rīga,28,1991,Students/studente,,false
5,"""PROGRESĪVIE""",Jana Simanovska,false,Female,Vidzeme,3,1971,Biedrība “Ekodizaina kompetences centrs”,Valdes priekšsēdētāja un eksperte,false
5,"""PROGRESĪVIE""",Edgars Staltmanis,false,Male,Latgale,11,1952,"SIA ""Datateks""",Testētājs,false
5,"""PROGRESĪVIE""",Jānis Stjadja,false,Male,Zemgale,12,1959,"SIA ""ROBER""",Valdes loceklis,false
5,"""PROGRESĪVIE""",Ena Strazdiņa,false,Female,Rīga,17,1994,SIA AGJ SERVISS,Valdes locekle,false
5,"""PROGRESĪVIE""",Miks Strazdiņš,false,Male,Rīga,22,1991,SBF AS,Bārmenis,false
5,"""PROGRESĪVIE""",Uldis Šalajevs,false,Male,Vidzeme,4,1982,Eiropas Komisijas Preses dienests,EK preses dienesta vadītāja vietnieka un preses dienesta pārstāvja par Eiropas Savienības budžeta un cilvēkresursu jautājumiem palīgs,false
5,"""PROGRESĪVIE""",Margarita Šenbrūna,false,Female,Kurzeme,8,1987,"SIA ""Jūras krasti""",Pārdevēja,false
5,"""PROGRESĪVIE""",Ģirts Šolis,false,Male,Zemgale,2,1976,Latvijas Leļļu teātris,Galvenais režisors,false
5,"""PROGRESĪVIE""",Laimons Timma,false,Male,Vidzeme,19,1941,Rīgas Tehniskā universitāte,Pētnieks,false
5,"""PROGRESĪVIE""",Toms Trasūns,false,Male,Latgale,3,1989,Pašnodarbinātais,,false
5,"""PROGRESĪVIE""",Ilona Turkovska,false,Female,Rīga,9,1989,"Rīgas Kultūras un atpūtas centrs ""Imanta""",Projektu vadītāja,false
5,"""PROGRESĪVIE""",Leons Tutiņš,false,Male,Latgale,9,1964,SIA SSSB,Valdes loceklis,false
5,"""PROGRESĪVIE""",Gunita Vanaga,false,Female,Latgale,2,1990,Daugavpils pilsētas dome,Jaunatnes nodaļas vadītāja,false
5,"""PROGRESĪVIE""",Kaspars Vanags,false,Male,Rīga,10,1970,Kultūrteorētiķis,,false
5,"""PROGRESĪVIE""",Jānis Vanags,false,Male,Vidzeme,14,1989,Ālesundas apgabala starpkopienu vides uzņēmums IKS (Ålesundregionen Interkommunale Milijøselskap IKS),Vides sakopšanas darbinieks,false
5,"""PROGRESĪVIE""",Kārlis Vanags,false,Male,Vidzeme,16,1993,Students/studente,,false
5,"""PROGRESĪVIE""",Dace Vekmane,false,Female,Zemgale,9,1987,Bērnu kopšanas atvaļinājums,,false
5,"""PROGRESĪVIE""",Jānis Vekmans,false,Male,Zemgale,8,1984,"sia ""Zemgales Projekts""",Tehniskais direktors,false
5,"""PROGRESĪVIE""",Anda Vītola,false,Female,Rīga,7,1965,"SIA ""VIA Baltic""",Valdes locekle,false
5,"""PROGRESĪVIE""",Dāvids Zalāns,false,Male,Vidzeme,10,1988,LR Kultūras ministrija,Vecākais referents,false
5,"""PROGRESĪVIE""",Toms Zariņš,false,Male,Vidzeme,21,1991,Frīdriha Eberta fonds,Projektu vadītājs,false
5,"""PROGRESĪVIE""",Mārtiņš Zvejnieks,false,Male,Rīga,12,1990,SIA “ROBOCASH”,Portfeļa vadītājs,false
5,"""PROGRESĪVIE""",Inga Zviedre-Udalova,false,Female,Rīga,19,1976,Ieslodzījuma vietu pārvalde,Vecākā inspektore,false
5,"""PROGRESĪVIE""",Arturs Žipris,false,Male,Kurzeme,9,1988,"SIA ""Mechanika Engineering""",Valdes priekšsēdētājs,false
6,"""Latvijas centriskā partija""",Artūrs Ahramejevs,false,Male,Zemgale,2,1967,Valsts policija,jaunākais inspektors,false
6,"""Latvijas centriskā partija""",Viktorija Auziņa,false,Female,Rīga,4,1986,SIA Legis Plus,jurists,false
6,"""Latvijas centriskā partija""",Māris Barkāns,false,Male,Latgale,2,1963,Zviedrija,siltumtehniķis,false
6,"""Latvijas centriskā partija""",Kristīne Bērziņa,false,Female,Rīga,3,1967,Pensionārs/pensionāre,,false
6,"""Latvijas centriskā partija""",Artis Freibergs,false,Male,Vidzeme,3,1966,"VSAC ""Rīga""",audzīnātājs,false
6,"""Latvijas centriskā partija""",Dainis Grabovskis,false,Male,Kurzeme,1,1970,SIA DG Projects,izpilddirektors,false
6,"""Latvijas centriskā partija""",Sergejs Hromihs,false,Male,Vidzeme,4,1996,SIA SEmarahs hotels,portjē,false
6,"""Latvijas centriskā partija""",Kristīne Kaļiņina,false,Female,Rīga,2,1988,SIA STG Grupa,valdes locekle,false
6,"""Latvijas centriskā partija""",Vjačeslavs Koreņugins,false,Male,Vidzeme,5,1995,SIA TSC Autoduals,pardevējs-konsultānts,false
6,"""Latvijas centriskā partija""",Jūlija Krilova,false,Female,Rīga,6,1972,"SIA ""Biznesmost""",valdes priekšsēdētājs,false
6,"""Latvijas centriskā partija""",Oļegs Oļeščuks,false,Male,Rīga,7,1966,arodbiedrība Saimnieki,valdes loceklis,false
6,"""Latvijas centriskā partija""",Georgijs Orlovs,false,Male,Rīga,8,1964,SIA Voldemars,tehniskais darbinieks,false
6,"""Latvijas centriskā partija""",Pāvels Podļesnijs,false,Male,Rīga,5,1965,SIA Dinex,Tehniska departamenta vadītājs,false
6,"""Latvijas centriskā partija""",Edvīns Puķe,false,Male,Zemgale,1,1961,SIA Sarkanā zvaigzne Rīga,valdes priekšsēdētājs,false
6,"""Latvijas centriskā partija""",Aleksandra Siliniece,false,Female,Rīga,9,1970,SIA ASG company ltd,valdes loceklis,false
6,"""Latvijas centriskā partija""",Georgijs Sokolovskis,false,Male,Latgale,1,1956,Bezdarbnieks/bezdarbniece,,false
6,"""Latvijas centriskā partija""",Vazgens Sorokins,false,Male,Vidzeme,1,1996,Students/studente,,false
6,"""Latvijas centriskā partija""",Armands Stumbergs,false,Male,Kurzeme,3,1967,Latvijas Republika,zverināts advokats,false
6,"""Latvijas centriskā partija""",Vilis Ukstiņš,false,Male,Kurzeme,2,1968,"SIA ""EKSERT""",tirdzniecības menedžeris,false
6,"""Latvijas centriskā partija""",Silvestrs Vaitkevičs,false,Male,Vidzeme,6,1996,Rīgas namu parvaldnieks,strādnieks,false
6,"""Latvijas centriskā partija""",Īrisa Voroņina,false,Female,Vidzeme,2,1965,Valsts zemes dienests,vecākais konsultānts,false
6,"""Latvijas centriskā partija""",Andžejs Zdanovičs,false,Male,Rīga,1,1976,"SIA ""MOŽUMS PRO""",uzraugs,false
7,"""LSDSP/KDS/GKL""",Armands Agrums,false,Male,Rīga,1,1961,Latvijas Sociālās tirgus ekonomikas institūts,direktors,false
7,"""LSDSP/KDS/GKL""",Ilma Andersone,false,Female,Vidzeme,10,1952,IK PADOMS I,komersants,false
7,"""LSDSP/KDS/GKL""",Juris Apinis,false,Male,Vidzeme,12,1942,Pensionārs/pensionāre,,false
7,"""LSDSP/KDS/GKL""",Natālija Ābola,false,Female,Zemgale,4,1953,SIA TV Alter A,valdes priekšsēdētāja,false
7,"""LSDSP/KDS/GKL""",Jānis Āboliņš,false,Male,Vidzeme,7,1976,Biedrība Latvijas Kredītņēmēju Asociācija,valdes priekšsēdētājs,false
