Saraksts,Partija,Vards,Ievelets,Gender,Apgabals,Numurs,Gads,DarbaVieta,Amats,Ievelets
5,"""SUVERĒNĀ VARA""",Armands Kaļišuks,false,Male,Rīga,18,1964.0,Latvijas Republikas Saeima,Deputāta palīgs,false
5,"""SUVERĒNĀ VARA""",Sergejs Kārītis,false,Male,Vidzeme,10,1976.0,Jurists,,false
5,"""SUVERĒNĀ VARA""",Dāvids Kļaviņš,false,Male,Kurzeme,2,1954.0,SIA KLAVINS PIANO,Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Aleksandrs Korepanovs,false,Male,Vidzeme,13,1989.0,SIA “MARINETEK LATVIA”,Loģistikas speciālists,false
5,"""SUVERĒNĀ VARA""",Dana Kozodoiko,false,Female,Zemgale,10,1993.0,"SIA ""Colliers International Advisors""",Konsultants,false
5,"""SUVERĒNĀ VARA""",Silvita Kravale,false,Female,Rīga,33,1970.0,"SIA ""Bērna Jēzus Ģimenes skola""",Valdes priekšsēdētāja,false
5,"""SUVERĒNĀ VARA""",Osvalds Kretainis,false,Male,Rīga,27,1952.0,"SIA ""General Serviss""",Tehniskais direktors,false
5,"""SUVERĒNĀ VARA""",Vitālijs Kuļčihins,false,Male,Rīga,22,1976.0,Latvijas Futbola Federācija,Futbola tiesnesis,false
5,"""SUVERĒNĀ VARA""",Vilnis Kurpe,false,Male,Kurzeme,11,1952.0,Pensionārs,,false
5,"""SUVERĒNĀ VARA""",Janušs Levickis,false,Male,Latgale,4,1988.0,"SIA ""Barona autonoma""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Genadijs Lobovs,false,Male,Latgale,11,1950.0,"Biedrība ""Daugavpils krievu nacionālās kultūras biedrība""","Dibinātājs, koordinators",false
5,"""SUVERĒNĀ VARA""",Una Melameda,false,Female,Rīga,32,1967.0,Zāļu valsts aģentrūra,Juriskonsulte,false
5,"""SUVERĒNĀ VARA""",Dainis V Michelis,false,Male,Rīga,38,1971.0,Pašnodarbināts,Angļu valodas pasniedzējs. Mūzikas pasniedzējs.,false
5,"""SUVERĒNĀ VARA""",Vladimirs Nekļudovs,false,Male,Vidzeme,20,1963.0,"SIA ""RIOLS""",Autovādītājs,false
5,"""SUVERĒNĀ VARA""",Marita Oliņa,false,Female,Rīga,19,1960.0,Biedrība “CITA pieeja”,Izpildinstitūcija,false
5,"""SUVERĒNĀ VARA""",Jānis Orinskis,false,Male,Vidzeme,17,1959.0,Pensionārs,,false
5,"""SUVERĒNĀ VARA""",Sergejs Ortinskis,false,Male,Rīga,21,1976.0,"SIA ""VIS BROKERHOUSE""",Apdrošināšānas brokers,false
5,"""SUVERĒNĀ VARA""",Natalija Osovska,false,Female,Rīga,26,1974.0,"SIA ""VAROS""",Projektu vadītāja,false
5,"""SUVERĒNĀ VARA""",Rolands Ozols,false,Male,Vidzeme,19,1987.0,"SIA ,,HILTI SERVICES LIMITED”",Pārdošanas menedžeris,false
5,"""SUVERĒNĀ VARA""",Kristīne Pauliņa,false,Female,Latgale,14,1976.0,"SIA ""Rīgas Austrumu klīniskā universitātes slimnīca""",Māsas palīgs,false
5,"""SUVERĒNĀ VARA""",Antons Paurs,false,Male,Latgale,10,1953.0,"Tiesiskās palīdzības aģentūra ""ERNESTS JURKĀNS un PARTNERI"" IK",Eksperts transporta jomā,false
5,"""SUVERĒNĀ VARA""",Tatjana Pečurina,false,Female,Rīga,10,1982.0,Pašnodarbināta,Valodu pasniedzēja,false
5,"""SUVERĒNĀ VARA""",Viktorija Petrago,false,Female,Zemgale,4,1982.0,Mājsaimniece,,false
5,"""SUVERĒNĀ VARA""",Alla Petrenko,false,Female,Rīga,14,1984.0,"SIA ""Marinetek Latvia""",Direktora asistents,false
5,"""SUVERĒNĀ VARA""",Aleksandrs Pikaļovs,false,Male,Rīga,17,1962.0,SIA “Rīgas satiksme”,Tramvaju remontdarbnīcas vadītājs,false
5,"""SUVERĒNĀ VARA""",Jeļena Potjomkina,false,Female,Zemgale,5,1978.0,SIA “LUX LIGHT”,Direktore,false
5,"""SUVERĒNĀ VARA""",Gita Priede,false,Female,Kurzeme,10,1983.0,"SIA ""GPRS""","Ipašniece, valdes priekšsēdētāja",false
5,"""SUVERĒNĀ VARA""",Rihards Pušmucāns,false,Male,Vidzeme,23,1984.0,Pašnodarbinātais,Juristkonsultants,false
5,"""SUVERĒNĀ VARA""",Jūlija Rjazanova,false,Female,Kurzeme,4,1996.0,SIA “Vision Express Baltija”,Sortimenta vadītāja,false
5,"""SUVERĒNĀ VARA""",Ivans Romanovs,false,Male,Latgale,9,1983.0,"SIA ""R&G Legal Solutions""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Egija Romanovska,false,Female,Kurzeme,6,1992.0,Draudzīgā aicinājuma Liepājas pilsētas 5. vidusskola,Pedagogs,false
5,"""SUVERĒNĀ VARA""",Ērika Rozenberga,false,Female,Latgale,15,1971.0,Pašnodarbināta,Lauksaimniece,false
5,"""SUVERĒNĀ VARA""",Viesturs Rozenbergs,false,Male,Vidzeme,15,1968.0,Pašnodarbināts,Tehnologs-konsultants,false
5,"""SUVERĒNĀ VARA""",Poļina Rožkova,false,Female,Rīga,4,1985.0,Latvijas Republikas Labklājības ministrija,Pieejamas vides konsultante,false
5,"""SUVERĒNĀ VARA""",Oksana Sadigova,false,Female,Rīga,29,1983.0,Medicīnas darbinieks,,false
5,"""SUVERĒNĀ VARA""",Timurs Safiuļins,false,Male,Rīga,24,1988.0,Latvijas Universistātes Cietvielu Fizikas Institūts,Starptautisko projektu piesaistes speciālists,false
5,"""SUVERĒNĀ VARA""",Alise Lake Sandri,false,Female,Rīga,12,1982.0,Režisore,,false
5,"""SUVERĒNĀ VARA""",Andrejs Savickis,false,Male,Vidzeme,22,1986.0,"SIA ""POLYSTYLEX""",Pārdošanas menedžeris,false
5,"""SUVERĒNĀ VARA""",Kristīne Siričenko,false,Female,Rīga,39,1987.0,Pašnodarbināta,Sertificēta fizioterapeite,false
5,"""SUVERĒNĀ VARA""",Uģis Sprincis,false,Male,Zemgale,2,1974.0,Dominante AS,Projektu vadītājs,false
5,"""SUVERĒNĀ VARA""",Jūlija Stepaņenko,false,Female,Rīga,1,1977.0,Latvijas Republikas Saeima,Deputāte,false
5,"""SUVERĒNĀ VARA""",Vjačeslavs Stepaņenko,false,Male,Latgale,1,1977.0,ZAB ABSOLVO SIA,"Valdes loceklis, Zvērināts advokāts",false
5,"""SUVERĒNĀ VARA""",Aleksejs Stetjuha,false,Male,Rīga,2,1984.0,"SIA ""Stet.app Productions""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Sandra Strīķe,false,Female,Vidzeme,4,1967.0,VAS “Pasažieru Vilciens”,Pasasažieru pārvadājumu departamenta vadītāja,false
5,"""SUVERĒNĀ VARA""",Mārtiņš Stukovs-Ķīsis,false,Male,Zemgale,8,1980.0,Rīgas patversme,Mobilās brigādes sociālais darbinieks,false
5,"""SUVERĒNĀ VARA""",Rašids Sultanovs,false,Male,Vidzeme,18,1958.0,"SIA ""ARDEKO""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Igors Svincickis,false,Male,Rīga,34,1977.0,SIA “KA investīcijas”,Īpašnieks,false
5,"""SUVERĒNĀ VARA""",Andrejs Šikors,false,Male,Rīga,13,1964.0,"Alus, iesala dzērienu un kvasa biedrība ""Alusbrālība""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Edgars Šilins,false,Male,Latgale,12,1973.0,IK Edgara Šilina juridiskais birojs,Direktors,false
5,"""SUVERĒNĀ VARA""",Silvija Šimfa,false,Female,Zemgale,1,1954.0,Pensionāre,,false
5,"""SUVERĒNĀ VARA""",Valērija Šimorina,false,Female,Vidzeme,12,1977.0,RD Mājokļu un vides departaments,Galvenā ekonomiste,false
5,"""SUVERĒNĀ VARA""",Māris Šipkovs,false,Male,Vidzeme,9,1973.0,"SIA ""MS Menedžments""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Ļubova Švecova,false,Female,Vidzeme,1,1970.0,Latvijas Republikas Saeima,Deputāte,false
5,"""SUVERĒNĀ VARA""",Inesa Testeļeca,false,Female,Vidzeme,14,1967.0,"SIA ""RUDAGA""","Valdes locekle, pedagogs",false
5,"""SUVERĒNĀ VARA""",Pāvels Titovs,false,Male,Latgale,13,2001.0,Latvijas Futbola Federācija,Futbola tiesnesis,false
5,"""SUVERĒNĀ VARA""",Jeļena Tjurina,false,Female,Rīga,28,1977.0,Grāmatvede,,false
5,"""SUVERĒNĀ VARA""",Sintija Ukrina,false,Female,Vidzeme,11,1984.0,Sia „Kondicionieru Stacija“,Prokūrists,false
5,"""SUVERĒNĀ VARA""",Olga Veidiņa,false,Female,Rīga,6,1959.0,Pensionāre,,false
5,"""SUVERĒNĀ VARA""",Ainārs Vilciņš,false,Male,Vidzeme,2,1966.0,"Biedrība ""LATVIJAS SKIJORINGA FEDERĀCIJA""","Valdes loceklis, Prezidents",false
5,"""SUVERĒNĀ VARA""",Vladimirs Vindačs,false,Male,Zemgale,9,1981.0,"SIA ""JUGER PLUS""",Sētnieks,false
5,"""SUVERĒNĀ VARA""",Aleksejs Vinogradskis,false,Male,Rīga,5,1987.0,SIA “ohwow!”,"Īpašnieks, valdes priekšsēdētājs",false
5,"""SUVERĒNĀ VARA""",Vladimirs Vorohobovs,false,Male,Rīga,36,1959.0,Doktorants,,false
5,"""SUVERĒNĀ VARA""",Aleksandra Voskoboiņika,false,Female,Rīga,23,2001.0,Studente,,false
5,"""SUVERĒNĀ VARA""",Oskars Zelmens,false,Male,Zemgale,3,1970.0,Dārzkopība un apzaļumošana,,false
5,"""SUVERĒNĀ VARA""",Grigorijs Zubarevs,false,Male,Latgale,3,1951.0,"SIA Politiskas konsultācijas prakse ""Image-case""",Valdes loceklis,false
5,"""SUVERĒNĀ VARA""",Viktorija Žuka-Ņikuļina,false,Female,Rīga,15,1977.0,SIA “Victorea”,Valdes locekle,false
5,"""SUVERĒNĀ VARA""",Arvīds Žurzdins,false,Male,Latgale,6,1979.0,Valsts ieņēmumu dienests,Vecākais muitas uzraugs,false
6,"""Kristīgi Progresīvā Partija""",Māris Abiļevs,false,Male,Rīga,7,1956.0,pašnodarbināta persona,mākslinieks,false
6,"""Kristīgi Progresīvā Partija""",Imants Burvis,false,Male,Vidzeme,1,1949.0,Jūrmalas Pensionāru biedrība,priekšsēdētāja vietnieks,false
6,"""Kristīgi Progresīvā Partija""",Edīte Eglīte,false,Female,Zemgale,5,1967.0,Iksķiles vidusskola,pamatizglītības sklotāja,false
6,"""Kristīgi Progresīvā Partija""",Andris Feldmanis,false,Male,Latgale,2,1940.0,SIA “Trīs Puses”,valdes loceklis,false
6,"""Kristīgi Progresīvā Partija""",Zilgma Feščenko,false,Female,Rīga,11,1964.0,SIA Iklat Serviss aptieka,farmaceita asistente,false
6,"""Kristīgi Progresīvā Partija""",Ēriks Flaumanis,false,Male,Latgale,1,1954.0,SIA Art Tehno,Valdes loceklis,false
6,"""Kristīgi Progresīvā Partija""",Vladislavs Gorjačkins,false,Male,Rīga,10,1957.0,"SIA “J 1”,",ēku un territoriju uzraugs,false
6,"""Kristīgi Progresīvā Partija""",Agris Grūbe,false,Male,Vidzeme,2,1962.0,SIA GLASIS,valdes loceklis,false
6,"""Kristīgi Progresīvā Partija""",Žanna Ivanova,false,Female,Latgale,4,1980.0,SIA “SENIOR RIGA”,Kvalitātes Kontroles nodaļas vadītāja,false
6,"""Kristīgi Progresīvā Partija""",Vija Kārkliņa,false,Female,Rīga,4,1952.0,Pensionāre,,false
6,"""Kristīgi Progresīvā Partija""",Andrejs Krasņikovs,false,Male,Rīga,1,1956.0,Rīgas Tehniskā universitāte,"katedras vadītājs, profesors",false
6,"""Kristīgi Progresīvā Partija""",Dace Kudiņa,false,Female,Rīga,12,1949.0,Pensionāre,,false
6,"""Kristīgi Progresīvā Partija""",Raitis Kviesis,false,Male,Zemgale,2,1983.0,SIA GUNCHINJA,Īpašumu vērtētājs,false
6,"""Kristīgi Progresīvā Partija""",Normunds Līcītis,false,Male,Rīga,8,1970.0,Bezdarbnieks,,false
6,"""Kristīgi Progresīvā Partija""",Ina Mažgane,false,Female,Rīga,5,1963.0,Rīgas sociālais dienests,sociālās palīdzības organizatore,false
6,"""Kristīgi Progresīvā Partija""",Romans Moisejevs,false,Male,Kurzeme,4,1979.0,UAB ‘’ELVIVA’’,elektrotehniķis,false
6,"""Kristīgi Progresīvā Partija""",Laima Ošeniece,false,Female,Kurzeme,3,1997.0,"Zemnieku saimniecība ""Ošenieki""",grāmatvede,false
6,"""Kristīgi Progresīvā Partija""",Aivars Ošenieks,false,Male,Kurzeme,1,1957.0,SIA Tukuma auto,autobusa vadītājs,false
6,"""Kristīgi Progresīvā Partija""",Andis Mārtiņš Ošenieks,false,Male,Kurzeme,5,1999.0,Kandavas lauksaimniecības tehnikums,skolotājs,false
6,"""Kristīgi Progresīvā Partija""",Gunita Ozola-Kviese,false,Female,Rīga,3,1977.0,SIA “MIA GUNCHINJA”,valdes locekle,false
6,"""Kristīgi Progresīvā Partija""",Udo Pērsis,false,Male,Vidzeme,3,1960.0,SIA „BRZA Agro”,valdes loceklis,false
6,"""Kristīgi Progresīvā Partija""",Sandis Plūmītis,false,Male,Rīga,9,1993.0,SIA TET,Klientu atbalsta inženieris,false
6,"""Kristīgi Progresīvā Partija""",Indulis Skudra,false,Male,Zemgale,3,1967.0,Jūrmalas pamatskola,direktors,false
6,"""Kristīgi Progresīvā Partija""",Dmitrijs Sokolovs,false,Male,Zemgale,4,1989.0,SIA Ogas.lv,vadītājs,false
6,"""Kristīgi Progresīvā Partija""",Tatjana Švāne,false,Female,Latgale,3,1964.0,Pašnodarbināta persona,dizainere,false
6,"""Kristīgi Progresīvā Partija""",Oskars Švāns,false,Male,Rīga,2,1955.0,Biedriba “Atbalsts Latvijas Tautsaimniecībai”,valdes loceklis,false
6,"""Kristīgi Progresīvā Partija""",Elita Višņevska,false,Female,Kurzeme,2,1964.0,AB Solutions Security SIA,apsardzes pults operators,false
6,"""Kristīgi Progresīvā Partija""",Jolanta Zeltiņa,false,Female,Zemgale,1,1967.0,Rigas audita aģentūra,valdes priekšsēdētāja,false
6,"""Kristīgi Progresīvā Partija""",Atis Zilbers,false,Male,Rīga,6,1970.0,SIA “PURE WATER”,valdes priekšsēdētājs,false
6,"""Kristīgi Progresīvā Partija""",Marija Žinkeviča,false,Female,Vidzeme,4,1987.0,Nodarbinātības valsts aģentūra,juriskonsults,false
6,"""Kristīgi Progresīvā Partija""",Ineta Žīgure,false,Female,Latgale,5,1970.0,VCA Jugla,vecmāte,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Valērijs Agešins,false,Male,Kurzeme,1,1972.0,Latvijas Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Arturs Arhipovs,false,Male,Rīga,29,2001.0,"AS ""Balticom""",Klientu konsultants,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Beļuns,false,Male,Vidzeme,15,1983.0,"SIA ""Clean R""",Autovadītājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Bondarevs,false,Male,Latgale,10,1977.0,Līvānu 1. vidusskola,Sporta un sociālo zinātņu pedagogs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Mairis Briedis,false,Male,Rīga,3,1985.0,Profesionālais sportists,Profesionālais sportists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Irina Caune,false,Female,Rīga,17,1961.0,Rīgas pirmsskolas izglītības iestāde “Mežrozīte”,Vadītāja,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Boriss Cilevičs,false,Male,Rīga,5,1956.0,Latvijas Republikas Saeima,Saeimas deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dikterjovs,false,Male,Kurzeme,7,1955.0,Liepājas pilsētas pašvaldības aģentūra “Liepājas sabiedriskais transports”,Pamatdarbības struktūrvienības vadītājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Dolgopolovs,false,Male,Vidzeme,2,1941.0,Latvijas Republikas Saeima,Saeimas deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Irina Dolgova,false,Female,Zemgale,6,1981.0,Rīgas Stradiņa universitāte,Studiju programmu attīstības projektu vadītāja,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Abiks Elkins,false,Male,Rīga,13,1971.0,SIA MASU MEDIJU GRUPA,žurnālists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Angelina Erdmane,false,Female,Rīga,23,1980.0,Saimnieciskās darbības veicējs,Individuālais komersants,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galajevs,false,Male,Vidzeme,6,1989.0,"SIA ""SONDERS""",Projekta vadītājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Galaveckis,false,Male,Kurzeme,10,1978.0,SIA „VNK SERVISS”,Darba aizsardzības speciālists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jaroslavs Gaveiko,false,Male,Zemgale,4,1990.0,Grind Fibers OU Latvijas filiāle,Iepirkumu speciālists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Helēna Geriloviča,false,Female,Kurzeme,2,1956.0,Liepājas valstspilsētas pašvaldība,Deputāte,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Pāvels Goroškovs,false,Male,Kurzeme,5,1982.0,SIA “KGP Group”,Valdes loceklis,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Gints Grīslis,false,Male,Latgale,14,1978.0,"Biedrība ""Futbola klubs Balvu vilki""",Valdes priekšsēdētājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Anatolijs Gržibovskis,false,Male,Latgale,4,1968.0,Daugavpils 15. vidusskola,Direktors,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Nadežda Hļebņikova,false,Female,Latgale,15,1973.0,Preiļu novada pašvaldība,Deputāte,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Hnikina,false,Female,Zemgale,10,1978.0,Latvijas Sabiedrisko pakalpojumu un Transporta darbinieku arodbiedrība LAKRS,Valdes locekle,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Nataļja Hohlova,false,Female,Zemgale,8,1979.0,Privātā vidusskola “Klasika”,"Socialo zinību , ekonomikas un uzņēmējdarbības pamatu skolotājs",false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Ivanova,false,Female,Latgale,7,1960.0,Rēzeknes novada pašvaldība,Deputāte,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Kristīna Jablonska,false,Female,Kurzeme,6,1979.0,"Baltijas Starptautiskā akadēmija, Liepājas filiāle","Direktore, lektore",false
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Jakimovs,false,Male,Latgale,9,1961.0,Latvijas Zvērinātu advokātu kolēģija,Zvērināts advokāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Georgijs Jakovļevs,false,Male,Rīga,21,1976.0,"SIA ""Timberis""",pārdevējs - konsultants,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Jakovļevs,false,Male,Vidzeme,7,1963.0,"SIA ""Getliņi EKO""",Projekta vadītājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Indulis Jankovskis,false,Male,Kurzeme,8,1968.0,Jurista privātprakse,Jurists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Viktors Jasiņavičs,false,Male,Latgale,11,1957.0,Ilūkstes Raiņa vidusskola,Skolotājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Deņiss Jeļizarovs,false,Male,Vidzeme,12,1981.0,Latvijas Jūras akadēmija,Zinātniskais asistents,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Nikolajs Kabanovs,false,Male,Rīga,11,1970.0,Latvijas Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Alena Kaikova,false,Female,Rīga,20,1985.0,"SIA ""1 37 digital agency""",Nekustamo īpašumu aģents,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Modris Karpovs,false,Male,Latgale,12,1971.0,Ludzas novada dome.,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Nataļja Kartiševa,false,Female,Zemgale,7,1979.0,"SIA ""Kamilli""","Valdes locekle, manikīra meistare",false
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandrs Kazačkovs,false,Male,Zemgale,1,1974.0,"SIA ""Kazačkovs un partneri""",Direktors,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Kristīne Kleinšmite,false,Female,Kurzeme,13,1976.0,"Sporta klubs ""Planēta Fitness""",Trenere,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Klementjevs,false,Male,Rīga,2,1973.0,Latvijas Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Ivans Klementjevs,false,Male,Rīga,7,1960.0,Latvija Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Kozlovs,false,Male,Rīga,10,1969.0,SIA “Eurostore”,Komercdirektors,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Krišāns,false,Male,Latgale,2,1960.0,Latvijas Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Elizabete Krivcova,false,Female,Vidzeme,3,1978.0,"SIA ""Krivcova law office""",Valdes locekle,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Edgars Kucins,false,Male,Latgale,5,1973.0,Latvijas Republikas 13. Saeima,Saeimas deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Andrejs Kurganskis,false,Male,Rīga,28,1991.0,SIA “Adelanteks”,Loģistikas speciālists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Irina Kuzmina-Rimša,false,Female,Rīga,27,1986.0,Latvijas Universitāte,Pasniedzēja,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Andris Ķerpe,false,Male,Rīga,15,1983.0,Pašnodarbinātais,Braukšanas instruktors,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Regīna Ločmele,false,Female,Latgale,1,1966.0,Latvijas Republikas Saeima,Deputāte,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Masļakovs,false,Male,Vidzeme,13,1963.0,"SIA ""ALPEX""",Ēku tehniskais pārzinis,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Mirnaja,false,Female,Rīga,22,1974.0,Airline Support Baltic SIA,Finanšu speciāliste,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jekaterina Morozova,false,Female,Rīga,12,1985.0,Latvijas Republikas Saeima,Saeimas deputāta palīdze,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Valerijs Morozovs,false,Male,Vidzeme,5,1947.0,Policijas veterānu biedrība,Valdes loceklis,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Oļegs Novodvorskis,false,Male,Vidzeme,4,1971.0,Olaines novada dome,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Igors Orlovs,false,Male,Zemgale,5,1978.0,"SIA ""Airons""",Pārdevējs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Vitālijs Orlovs,false,Male,Zemgale,2,1964.0,Latvijas Republikas Saeima,Saeimas deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Sergejs Pašukovs,false,Male,Zemgale,9,1961.0,Pensionārs,,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Oļegs Peretjagins,false,Male,Rīga,24,1995.0,SIA “Ikaross”,Veterinārārsts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Igors Pimenovs,false,Male,Rīga,8,1953.0,Latvijas Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Inese Plesņa,false,Female,Latgale,13,1977.0,Krāslavas novada pašvaldības Dagdas pilsētas un pagastu apvienība,Dagdas Kultūras centra vadītāja,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Ivans Ribakovs,false,Male,Latgale,3,1960.0,Latvijas Republikas Saeima,Saeimas deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jūlija Romanoviča,false,Female,Vidzeme,8,1978.0,"SIA ""Bellatexim""","Viesnīcas vadītāja, pārvaldniece",false
7,"""Saskaņa"" sociāldemokrātiskā partija",Artūrs Rubiks,false,Male,Rīga,6,1970.0,Latvijas Republikas Saeima,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Raimonds Rubiks,false,Male,Latgale,6,1963.0,Rīgas valstspilsētas pašvaldība,Rīgas domes deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Aleksandra Semendjajeva,false,Female,Rīga,14,1997.0,Valsts Ieņēmumu Dienests,IP Maksājumu administrēšanas informācijas sistēmu nodaļas sistēmanalītiķe. EU Collaboration in Taxation projekta MANITC V grant agreement koordinatore,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Pāvels Sereda,false,Male,Kurzeme,3,1988.0,Liepājas Jūrniecības koledža,Instruktors - vērtētājs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Gaļina Skorobogatova,false,Female,Kurzeme,4,1966.0,Liepājas 3. pamatskola,"Direktore, ekonomikas pasniedzēja",false
7,"""Saskaņa"" sociāldemokrātiskā partija",Igors Solomatins,false,Male,Rīga,9,1958.0,Rīgas Dome,Deputāts,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Artūrs Stepčenko,false,Male,Kurzeme,12,1988.0,Ventspils Augstskola,Pētnieks / viesdocents.,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Gatis Strazdiņš,false,Male,Vidzeme,9,1976.0,Saimnieciskās darbības veicējs,Saimnieciskās darbības veicējs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Ēriks Ševčenko,false,Male,Vidzeme,14,1991.0,JKH GKS Jastrzebie,Profesionālais sportists,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Viktorija Tarane,false,Female,Vidzeme,10,1986.0,Bezdarbniece,,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Olga Tetere,false,Female,Rīga,26,1970.0,Rīgas valstspilsētas pašvaldība,Rīgas pilsētas Apkaimju iedzīvotāju centra Klientu atbalsta un metodikas pārvaldes Klientu apkalpošanas nodaļas galvenā referente,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Gražina Tētiņa,false,Female,Kurzeme,14,1963.0,"IK ""Grate""",Īpašniece,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Gaļina Tjune,false,Female,Rīga,25,1962.0,Ropažu novada Ulbrokas PII “Pienenīte”,pirmsskolas skolotāja,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Vladimirs Tkačenko,false,Male,Rīga,19,1954.0,Latvijas Republikas Saeima,Deputāta palīgs,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jeļena Toca,false,Female,Vidzeme,16,1959.0,Ropažu novada pašvaldība,Izpilddirektora vietniece,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Maksims Tolstojs,false,Male,Rīga,16,1973.0,"""Saskaņa"" sociāldemokrātiskā partija",Biroju administrators,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Zenta Tretjaka,false,Female,Zemgale,3,1960.0,Latvijas Republikas Saeima,Saeimas deputāte,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Vitalijs Trusevičs,false,Male,Kurzeme,9,1970.0,Ventspils pilsētas dome,Administratīvās komisijas loceklis,false
7,"""Saskaņa"" sociāldemokrātiskā partija",Jānis Tutins,false,Male,Latgale,8,1966.0,Latvijas Republikas Saeima,Saeimas deputāts,false
