Saraksts,Partija,Vards,Apgabals,Numurs,Gads,DarbaVieta,Amats
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ligita Vircava,Rīga,18,1949,Pensionārs/pensionāre,
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīne Volkoviča,Latgale,17,1980,Vides aizsardzības un reģionālās attīstības ministrija,Ministra palīdze
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marika Zeimule,Latgale,5,1979,Kultūras ministrija,Parlamentārā sekretāre
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ieva Zeltīte,Rīga,24,1977,SIA “Veselības centrs 4”,Fizioterapeite
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Raivis Zeltīts,Vidzeme,4,1992,Mārupes novada dome,Deputāts
4,"Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Gints Zemitāns,Rīga,23,1963,Valsts Vides dienests,Vecākais inspektors
5,"""PROGRESĪVIE""",Āris Ādlers,Zemgale,10,1980,"Biedrība ""Sernikon""",Projektu vadītājs
5,"""PROGRESĪVIE""",Edmunds Cepurītis,Rīga,6,1991,Nodibinājums “Vides izglītības fonds”,Projektu vadītājs
5,"""PROGRESĪVIE""",Māris Čapkēvičs,Vidzeme,15,1991,"Pašvaldības aģentūras ""Siguldas attīstības aģentūra"" Tūrisma informācijas centrā ""Gūtmaņala""",Tūrisma klientu konsultants
5,"""PROGRESĪVIE""",Valters Dakša,Zemgale,13,1997,"SIA ""Valters Dakša""",Valdes priekšsēdētājs
5,"""PROGRESĪVIE""",Agnese Deigele,Zemgale,5,1977,Pašnodarbinātis,
5,"""PROGRESĪVIE""",Dainis Deigelis,Zemgale,6,1983,Pašnodarbināts,Dzejnieks
5,"""PROGRESĪVIE""",Ansis Dobelis,Kurzeme,2,1982,"SIA ""Kolibri Grupa""",Valdes loceklis
5,"""PROGRESĪVIE""",Ilze Dombrovska,Rīga,13,1989,Accenture Latvijas filiāle,Programmētāja
5,"""PROGRESĪVIE""",Juris Dubrovskis,Rīga,20,1980,"VAS ""Latvijas Pasts""",Rezerves pastnieks
5,"""PROGRESĪVIE""",Anna Duncīte-Ofmane,Vidzeme,9,1991,SIA Baltic Restaurants Latvia,Struktūrvienības vadītāja
5,"""PROGRESĪVIE""",Edgars Dūrens,Vidzeme,8,1973,Izdienas pensionārs,
5,"""PROGRESĪVIE""",Māris Dūrējs,Zemgale,15,1948,Pensionārs/pensionāre,
5,"""PROGRESĪVIE""",Daiga Eiduka,Kurzeme,10,1971,Saimnieciskās darbības veicēja,
5,"""PROGRESĪVIE""",Māris Indulis Graudiņš,Vidzeme,6,1953,Stokholmas Ekonomikas augstskola Rīgā,Vieslektors
5,"""PROGRESĪVIE""",Ilmārs Gromuls,Vidzeme,12,1980,ERGO Insurance SE Latvijas filiāle,IT projektu vadītājs
5,"""PROGRESĪVIE""",Diāna Gulbe,Rīga,31,1988,"SIA ""Mann Lines""",Pārdošanas menedžere
5,"""PROGRESĪVIE""",Linards Hartmanis,Kurzeme,7,1985,SIA “Daiļrade koks”,Montētājs
5,"""PROGRESĪVIE""",Artūrs Hoļavins,Rīga,14,1989,Eiropas Universitāte Sanktpēterburgā (Krievija),Pētnieks
5,"""PROGRESĪVIE""",Oskars Janavs,Vidzeme,18,1990,SIA A Aptiekas,Preču izvietošanas speciālists
5,"""PROGRESĪVIE""",Paula Jankovska,Rīga,21,1993,Latvijas Starptautiskā skola,Skolotāja
5,"""PROGRESĪVIE""",Elīna Jansone,Vidzeme,7,1980,"Biedrība ""Mārupes Nākotnei""",Valdes locekle
5,"""PROGRESĪVIE""",Dace Kavasa,Kurzeme,1,1975,Latvijas Aviācijas arodbiedrība,Valdes priekšsēdētāja
5,"""PROGRESĪVIE""",Andrejs Kirma,Kurzeme,5,1991,"SIA ""Evolution Latvia""",UX/UI dizainers
5,"""PROGRESĪVIE""",Viesturs Kleinbergs,Rīga,4,1978,"Biedrība „Latvijas Samariešu apvienība""",Dienesta “Samariešu atbalsts mājās” vadītājs
5,"""PROGRESĪVIE""",Elīna Kļaviņa,Rīga,30,1984,SIA “Inspired”,Projektu vadītāja
5,"""PROGRESĪVIE""",Gusts Kossovičs,Latgale,10,1990,Students/studente,
5,"""PROGRESĪVIE""",Mārtiņš Kossovičs,Rīga,32,1980,Manaslecas.lv,Līdzīpašnieks
5,"""PROGRESĪVIE""",Jānis Monvīds Kramēns,Rīga,16,1952,Pensionārs,
5,"""PROGRESĪVIE""",Maija Krastiņa,Rīga,27,1981,Komunikāciju konsultante,
5,"""PROGRESĪVIE""",Inga Krauze,Zemgale,7,1962,Jaunjelgavas vidusskola,Apkopēja
5,"""PROGRESĪVIE""",Rita Kubuliņa,Rīga,23,1989,"Biedrība ""Papardes zieds""",Sabiedrības veselības speciāliste
5,"""PROGRESĪVIE""",Valdis Kudiņš,Latgale,5,1976,Pašnodarbinātais,
5,"""PROGRESĪVIE""",Kristīne Kuļeva,Rīga,25,1995,SIA “Hansavest”,Valdes locekle
5,"""PROGRESĪVIE""",Ervins Labanovskis,Vidzeme,2,1980,"SIA ""Kainaiži""",valdes loceklis
5,"""PROGRESĪVIE""",Ingrīda Labsvīra,Rīga,29,1985,"SIA ""Bureau Veritas Latvia""",Klientu menedžere
5,"""PROGRESĪVIE""",Edgars Labsvīrs,Latgale,8,1985,Nacionālais veselības dienests,Direktora vietnieks veselības aprūpes administrēšanas jautājumos
5,"""PROGRESĪVIE""",Zaiga Lasmane,Vidzeme,11,1980,"Nodibinājums ""Centrs Dardedze""",Projektu koordinatore
5,"""PROGRESĪVIE""",Guntis Laurins,Vidzeme,13,1983,"SIA ""Mikrotīkls""",Elektronikas inženieris
5,"""PROGRESĪVIE""",Ieva Lazda,Vidzeme,5,1978,"Jūrmalas pašvaldības iestāde ""Sprīdītis""","Pedagogs, sociālais aprūpētājs"
5,"""PROGRESĪVIE""",Kaspars Lazdiņš,Rīga,24,1986,SIA „Mērniecības risinājumi”,Valdes loceklis
5,"""PROGRESĪVIE""",Nauris Lārmanis,Vidzeme,20,1985,iSurvey Offshore Ltd,Mērnieks (Offshore surveyor)
5,"""PROGRESĪVIE""",Inga Liepa-Meiere,Vidzeme,1,1978,"Biedrības ""Latvijas Samariešu apvienība"" dienests ""Samariešu atbalsts mājās""",Vadītāja vietniece
5,"""PROGRESĪVIE""",Aigars Liepiņš,Vidzeme,22,1963,Aizsardzības ministrija,Nodaļas vadītājs
5,"""PROGRESĪVIE""",Agnese Logina,Latgale,1,1990,Latvijas Kultūras akadēmijas Rīgas Kino muzejs,Kuratore
5,"""PROGRESĪVIE""",Dmitrijs Markovs,Rīga,18,1985,"SIA ""Diena pirms Jāņu nakts""",Grafiskais dizainers
5,"""PROGRESĪVIE""",Sandra Martinsone,Rīga,3,1981,Ētiskās tirdzniecības iniciatīva (Lielbritānija),Starptautiskās politikas eksperte
5,"""PROGRESĪVIE""",Pāvels Melnis,Vidzeme,17,1983,Zemnieks,
5,"""PROGRESĪVIE""",Rūta Mežavilka,Rīga,5,1971,A/S Latvijas Mediji,Maketētāja
5,"""PROGRESĪVIE""",Jānis Millers,Kurzeme,4,1984,Marks and Spencer Group plc,Ugunsdrošības un darba drošības inspektors
5,"""PROGRESĪVIE""",Kaspars Mucenieks,Zemgale,14,1980,"sia ""Zemgales Projekts""",Valdes loceklis
5,"""PROGRESĪVIE""",Edgars Niedrītis,Zemgale,4,1970,Latvijas Bankas Aizsardzības pārvalde,Apsardzes maiņas galvenai inspektors
5,"""PROGRESĪVIE""",Olevs Nikers,Rīga,8,1977,LR Aizsardzības ministrija,Vecākais eksperts
5,"""PROGRESĪVIE""",Antoņina Ņenaševa,Rīga,1,1988,Rīgas 22. vidusskola,Skolotāja
5,"""PROGRESĪVIE""",Bruno Ozoliņš,Rīga,26,1956,Ekonomists-matemātiķis,
5,"""PROGRESĪVIE""",Mārtiņš Pabērzs,Latgale,7,1993,"SIA ""Dautkom""",Mārketinga menedžeris
5,"""PROGRESĪVIE""",Sintija Popena,Rīga,11,1990,"SIA ""DDB WORLDWIDE LATVIA""",Video speciāliste
5,"""PROGRESĪVIE""",Roberts Portnojs,Latgale,6,1986,Neatliekamās medicīniskās palīdzības dienests,LRC Galvenais speciālists OMT nodrošinājuma jautājumos
5,"""PROGRESĪVIE""",Roberts Putnis,Rīga,2,1976,"PROGRESĪVIE, politiskā partija",priekšsēdētājs
5,"""PROGRESĪVIE""",Zane Pūpola,Kurzeme,6,1988,Latvijas vides aizsardzības fonda administrācija,Vecākā eksperte LIFE Atbalsta vienībā
5,"""PROGRESĪVIE""",Līga Rasnača,Zemgale,1,1956,Latvijas Universitāte,"Asociētā profesore, vadošā pētniece"
5,"""PROGRESĪVIE""",Elza Rauda,Zemgale,11,1993,"A/S ""4finance""",Biznesa datu analītiķe
5,"""PROGRESĪVIE""",Maija Rēriha,Kurzeme,3,1950,Biedrība “Līvu (lībiešu) savienība – Līvõd Īt”,Kolkas nodaļas vadītāja
5,"""PROGRESĪVIE""",Rudīte Rēriha,Rīga,15,1976,Pašnodarbinātā,
5,"""PROGRESĪVIE""",Gundega Rupenheite,Zemgale,3,1973,"Biedrība ""Latvijas Sarkanais Krusts""","Projekta""„Sociālā darbinieka un sociālā mentora pakalpojumu nodrošināšana patvēruma meklētājiem un personām ar bēgļu vai alternatīvo statusu” vadītāja"
5,"""PROGRESĪVIE""",Inta Ruskule,Latgale,4,1967,Daugavpils pilsētas dome,Īpašuma pārvaldīšanas departamenta Nekustamā īpašuma attīstības nodaļas vadītāja
5,"""PROGRESĪVIE""",Elīna Rutkovska,Rīga,28,1991,Students/studente,
5,"""PROGRESĪVIE""",Jana Simanovska,Vidzeme,3,1971,Biedrība “Ekodizaina kompetences centrs”,Valdes priekšsēdētāja un eksperte
5,"""PROGRESĪVIE""",Edgars Staltmanis,Latgale,11,1952,"SIA ""Datateks""",Testētājs
5,"""PROGRESĪVIE""",Jānis Stjadja,Zemgale,12,1959,"SIA ""ROBER""",Valdes loceklis
5,"""PROGRESĪVIE""",Ena Strazdiņa,Rīga,17,1994,SIA AGJ SERVISS,Valdes locekle
5,"""PROGRESĪVIE""",Miks Strazdiņš,Rīga,22,1991,SBF AS,Bārmenis
5,"""PROGRESĪVIE""",Uldis Šalajevs,Vidzeme,4,1982,Eiropas Komisijas Preses dienests,EK preses dienesta vadītāja vietnieka un preses dienesta pārstāvja par Eiropas Savienības budžeta un cilvēkresursu jautājumiem palīgs
5,"""PROGRESĪVIE""",Margarita Šenbrūna,Kurzeme,8,1987,"SIA ""Jūras krasti""",Pārdevēja
5,"""PROGRESĪVIE""",Ģirts Šolis,Zemgale,2,1976,Latvijas Leļļu teātris,Galvenais režisors
5,"""PROGRESĪVIE""",Laimons Timma,Vidzeme,19,1941,Rīgas Tehniskā universitāte,Pētnieks
5,"""PROGRESĪVIE""",Toms Trasūns,Latgale,3,1989,Pašnodarbinātais,
5,"""PROGRESĪVIE""",Ilona Turkovska,Rīga,9,1989,"Rīgas Kultūras un atpūtas centrs ""Imanta""",Projektu vadītāja
5,"""PROGRESĪVIE""",Leons Tutiņš,Latgale,9,1964,SIA SSSB,Valdes loceklis
5,"""PROGRESĪVIE""",Gunita Vanaga,Latgale,2,1990,Daugavpils pilsētas dome,Jaunatnes nodaļas vadītāja
5,"""PROGRESĪVIE""",Kaspars Vanags,Rīga,10,1970,Kultūrteorētiķis,
5,"""PROGRESĪVIE""",Jānis Vanags,Vidzeme,14,1989,Ālesundas apgabala starpkopienu vides uzņēmums IKS (Ålesundregionen Interkommunale Milijøselskap IKS),Vides sakopšanas darbinieks
5,"""PROGRESĪVIE""",Kārlis Vanags,Vidzeme,16,1993,Students/studente,
5,"""PROGRESĪVIE""",Dace Vekmane,Zemgale,9,1987,Bērnu kopšanas atvaļinājums,
5,"""PROGRESĪVIE""",Jānis Vekmans,Zemgale,8,1984,"sia ""Zemgales Projekts""",Tehniskais direktors
5,"""PROGRESĪVIE""",Anda Vītola,Rīga,7,1965,"SIA ""VIA Baltic""",Valdes locekle
5,"""PROGRESĪVIE""",Dāvids Zalāns,Vidzeme,10,1988,LR Kultūras ministrija,Vecākais referents
5,"""PROGRESĪVIE""",Toms Zariņš,Vidzeme,21,1991,Frīdriha Eberta fonds,Projektu vadītājs
5,"""PROGRESĪVIE""",Mārtiņš Zvejnieks,Rīga,12,1990,SIA “ROBOCASH”,Portfeļa vadītājs
5,"""PROGRESĪVIE""",Inga Zviedre-Udalova,Rīga,19,1976,Ieslodzījuma vietu pārvalde,Vecākā inspektore
5,"""PROGRESĪVIE""",Arturs Žipris,Kurzeme,9,1988,"SIA ""Mechanika Engineering""",Valdes priekšsēdētājs
6,"""Latvijas centriskā partija""",Artūrs Ahramejevs,Zemgale,2,1967,Valsts policija,jaunākais inspektors
6,"""Latvijas centriskā partija""",Viktorija Auziņa,Rīga,4,1986,SIA Legis Plus,jurists
6,"""Latvijas centriskā partija""",Māris Barkāns,Latgale,2,1963,Zviedrija,siltumtehniķis
6,"""Latvijas centriskā partija""",Kristīne Bērziņa,Rīga,3,1967,Pensionārs/pensionāre,
6,"""Latvijas centriskā partija""",Artis Freibergs,Vidzeme,3,1966,"VSAC ""Rīga""",audzīnātājs
6,"""Latvijas centriskā partija""",Dainis Grabovskis,Kurzeme,1,1970,SIA DG Projects,izpilddirektors
6,"""Latvijas centriskā partija""",Sergejs Hromihs,Vidzeme,4,1996,SIA SEmarahs hotels,portjē
6,"""Latvijas centriskā partija""",Kristīne Kaļiņina,Rīga,2,1988,SIA STG Grupa,valdes locekle
6,"""Latvijas centriskā partija""",Vjačeslavs Koreņugins,Vidzeme,5,1995,SIA TSC Autoduals,pardevējs-konsultānts
6,"""Latvijas centriskā partija""",Jūlija Krilova,Rīga,6,1972,"SIA ""Biznesmost""",valdes priekšsēdētājs
6,"""Latvijas centriskā partija""",Oļegs Oļeščuks,Rīga,7,1966,arodbiedrība Saimnieki,valdes loceklis
6,"""Latvijas centriskā partija""",Georgijs Orlovs,Rīga,8,1964,SIA Voldemars,tehniskais darbinieks
6,"""Latvijas centriskā partija""",Pāvels Podļesnijs,Rīga,5,1965,SIA Dinex,Tehniska departamenta vadītājs
6,"""Latvijas centriskā partija""",Edvīns Puķe,Zemgale,1,1961,SIA Sarkanā zvaigzne Rīga,valdes priekšsēdētājs
6,"""Latvijas centriskā partija""",Aleksandra Siliniece,Rīga,9,1970,SIA ASG company ltd,valdes loceklis
6,"""Latvijas centriskā partija""",Georgijs Sokolovskis,Latgale,1,1956,Bezdarbnieks/bezdarbniece,
6,"""Latvijas centriskā partija""",Vazgens Sorokins,Vidzeme,1,1996,Students/studente,
6,"""Latvijas centriskā partija""",Armands Stumbergs,Kurzeme,3,1967,Latvijas Republika,zverināts advokats
6,"""Latvijas centriskā partija""",Vilis Ukstiņš,Kurzeme,2,1968,"SIA ""EKSERT""",tirdzniecības menedžeris
6,"""Latvijas centriskā partija""",Silvestrs Vaitkevičs,Vidzeme,6,1996,Rīgas namu parvaldnieks,strādnieks
6,"""Latvijas centriskā partija""",Īrisa Voroņina,Vidzeme,2,1965,Valsts zemes dienests,vecākais konsultānts
6,"""Latvijas centriskā partija""",Andžejs Zdanovičs,Rīga,1,1976,"SIA ""MOŽUMS PRO""",uzraugs
7,"""LSDSP/KDS/GKL""",Armands Agrums,Rīga,1,1961,Latvijas Sociālās tirgus ekonomikas institūts,direktors
7,"""LSDSP/KDS/GKL""",Ilma Andersone,Vidzeme,10,1952,IK PADOMS I,komersants
7,"""LSDSP/KDS/GKL""",Juris Apinis,Vidzeme,12,1942,Pensionārs/pensionāre,
7,"""LSDSP/KDS/GKL""",Natālija Ābola,Zemgale,4,1953,SIA TV Alter A,valdes priekšsēdētāja
7,"""LSDSP/KDS/GKL""",Jānis Āboliņš,Vidzeme,7,1976,Biedrība Latvijas Kredītņēmēju Asociācija,valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Inta Beikmane,Rīga,17,1956,"Rīgas pirmsskolas izglītības iestāde ""Pīlādzītis""",saimniecības vadītāja
7,"""LSDSP/KDS/GKL""",Jānis Benislavskis,Latgale,5,1944,Viļānu novada Dekšāres pagasta pārvalde,pagasta pārvaldes vadītājs
7,"""LSDSP/KDS/GKL""",Daiga Ceipiniece,Latgale,1,1966,Dekšāru pamatskola,direktore
7,"""LSDSP/KDS/GKL""",Velta Cimdiņa,Rīga,21,1942,Tautas Palīdzības fonds,valdes priekšsēdētāja
7,"""LSDSP/KDS/GKL""",Inese Čača,Rīga,12,1940,"Horeogrāfisko Miniatūru Ansamblis ""Vecrīga""",mākslinieciskā vadītāja
7,"""LSDSP/KDS/GKL""",Jānis Dinevičs,Vidzeme,1,1948,SIA Gosupi nekustāmie īpašumi,valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Aldis Doļģis,Zemgale,3,1955,Paula Stradiņa klīniskā universitātes slimnīca,ķirurgs
7,"""LSDSP/KDS/GKL""",Juris Dzelme,Rīga,19,1945,Nodibinājums „Augstākās izglītības kvalitātes novērtēšanas centrs” (AIKNC),valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Rauls Dzerelis,Kurzeme,5,1988,SIA Sandra Dzerele un partneris,revīzijas projektu vadītājs
7,"""LSDSP/KDS/GKL""",Dagmāra Enkuzena,Rīga,18,1962,Rīgas 2.speciālā internātpamatskola,skolotāja
7,"""LSDSP/KDS/GKL""",Linda Ēvelīte,Vidzeme,8,1983,"Mārupes novada dome, pirmsskolas bērnu izglītības iestāde",tehniskais darbinieks
7,"""LSDSP/KDS/GKL""",Vilis Freimanis,Rīga,14,1954,Rīgas sociālais dienests,sociālā darbinieka asistents
7,"""LSDSP/KDS/GKL""",Aivars Grigulis,Rīga,5,1969,Politiska partija Kristīgi demokrātiskā savienība,valdes loceklis
7,"""LSDSP/KDS/GKL""",Rinalds Herings,Kurzeme,3,1992,Saldus bērnu un jaunatnes centrs,remontstrādnieks
7,"""LSDSP/KDS/GKL""",Aidis Herings,Kurzeme,6,1958,Saldus novada dome,deputāts
7,"""LSDSP/KDS/GKL""",Silvija Igaune,Latgale,2,1965,A/S Sentor Farm Aptiekas,farmaceita palīgs
7,"""LSDSP/KDS/GKL""",Sergejs Ivasjuta,Rīga,15,1975,SIA Prieks Tūre,valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Sarmīte Janfelde,Rīga,10,1943,"Rīgas pašvaldības kultūras iestāžu apvienības organizācija, kultūras centrs “Imanta”",administratore
7,"""LSDSP/KDS/GKL""",Guntis Jankovskis,Zemgale,2,1957,Aizkraukles novada pašvaldība,deputāts
7,"""LSDSP/KDS/GKL""",Raimonds Jansons,Vidzeme,16,1937,"Saimniecība ""Vecpekas""",saimnieciskās darbības veicējs
7,"""LSDSP/KDS/GKL""",Jānis Jurģelis,Vidzeme,11,1968,SIA SCANMED,tirdzniecības speciālists
7,"""LSDSP/KDS/GKL""",Indra Juste-Spila,Rīga,16,1985,SIA Realto MeDea,projektu vadītāja- pārvaldniece
7,"""LSDSP/KDS/GKL""",Andrejs Justs,Latgale,9,1957,Dekšāru pamatskola,skolas saimnieks
7,"""LSDSP/KDS/GKL""",Jānis Kalnačs,Rīga,8,1943,Fizikālās enerģētikas institūts,"nodaļas vadītājs, vadošais pētnieks"
7,"""LSDSP/KDS/GKL""",Skaidra Kalniņa-Rutuļa,Rīga,6,1958,Latvijas Jūrniecības savienība,sertificēšanas centra vadītāja
7,"""LSDSP/KDS/GKL""",Arvīds Kinstlers,Kurzeme,1,1959,Bezdarbnieks/bezdarbniece,
7,"""LSDSP/KDS/GKL""",Arina Kirilova,Vidzeme,15,1987,pašnodarbinātais,
7,"""LSDSP/KDS/GKL""",Anna Kirilova,Vidzeme,17,1966,SIA Fitlains,fitnesa trenere
7,"""LSDSP/KDS/GKL""",Anna Kirilova,Rīga,22,1991,Accenture London,vecākais analītiķis
7,"""LSDSP/KDS/GKL""",Anita Kokarēviča,Rīga,11,1966,Rīgas Stradiņa universitāte,lektore
7,"""LSDSP/KDS/GKL""",Margarita Krauča,Rīga,3,1945,SIA Rīgas veselības centrs,pediatre ar USG metodi
7,"""LSDSP/KDS/GKL""",Malda Kristovska,Latgale,3,1949,Latvijas Sociāldemokrātiskā Strādnieku partija,valdes locekle
7,"""LSDSP/KDS/GKL""",Arvis Leinbergs,Kurzeme,4,1973,"SIA ""FIREWOOD PROCESSING""",valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Raimonds Lejnieks-Puķe,Zemgale,5,1986,"SIA ""Grifs AG""",uzraugs
7,"""LSDSP/KDS/GKL""",Jānis Liepiņš,Vidzeme,9,1974,SIA EUROLIFE LATVIJA,pārdošanas vadītājs
7,"""LSDSP/KDS/GKL""",Oskars Mažāns,Rīga,9,1974,Rīgas domes Satiksmes departaments,satiksmes organizācijas un kustības drošības nodaļas galvenais speciālists (juriskonsults)
7,"""LSDSP/KDS/GKL""",Ēriks Murāns,Vidzeme,18,1977,SIA Truck Project,menedžeris
7,"""LSDSP/KDS/GKL""",Raimonds Nitišs,Vidzeme,4,1969,Rīgas pašvaldības policija,galvenais speciālists sadarbības jautājumos starp valstu un pašvaldību iestādēm
7,"""LSDSP/KDS/GKL""",Evita Ostrovska,Vidzeme,14,1974,SIA Bonum factum,valdes locekle
7,"""LSDSP/KDS/GKL""",Ieva Margarita Ozola,Rīga,4,1958,Rīgas Katoļu ģimnāzija,direktora vietniece
7,"""LSDSP/KDS/GKL""",Māris Pļaviņš,Vidzeme,5,1951,SIA MS Gaiļezers,filiāles vadītājs ārsts-nefrologs
7,"""LSDSP/KDS/GKL""",Andrejs Požarnovs,Rīga,2,1962,Baldones novada dome,priekšsēdētāja vietnieks
7,"""LSDSP/KDS/GKL""",Mareks Raups,Vidzeme,2,1973,Politiskā partija Kristīgi demokrātiskā savienība,valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Dagnis Reinsons,Rīga,7,1973,SIA Rīgas Satiksme,Galastacijas dispečers
7,"""LSDSP/KDS/GKL""",Jolanta Smane,Latgale,4,1984,Lielrīgas reģionālā vides pārvalde,vecākais eksperts
7,"""LSDSP/KDS/GKL""",Jānis Sokolovs,Vidzeme,3,1980,Bērnu klīniskā universitātes slimnīca,ausu kakla un deguna klīnikas vadītājs
7,"""LSDSP/KDS/GKL""",Madara Sondore,Latgale,6,1988,Viļānu novada Dekšāres pagasta pārvalde,pārvaldes sekretāre
7,"""LSDSP/KDS/GKL""",Viktorija Stipina,Zemgale,6,1975,"SIA ""Kalnakrogs""",Pārdevējs-operators
7,"""LSDSP/KDS/GKL""",Juris Strušels,Latgale,7,1959,Murmastienes pamatskola,sabiedriskais jaunsargu instruktors
7,"""LSDSP/KDS/GKL""",Aija Svarinska,Kurzeme,2,1959,SIA Baltic Agro,uzskaitvede
7,"""LSDSP/KDS/GKL""",Valdis Šakars,Zemgale,1,1959,SIA Energotaupošas tehnoloģijas un sistēmas,valdes priekšsēdētājs
7,"""LSDSP/KDS/GKL""",Deniss Šeinovs,Latgale,10,1995,AS Latvijas maiznieks,operators
7,"""LSDSP/KDS/GKL""",Uldis Šteinbergs,Zemgale,7,1955,pašnodarbinātais,
7,"""LSDSP/KDS/GKL""",Edgars Štelfs,Zemgale,8,1977,Sia Tenachem,Iekārtu operators
7,"""LSDSP/KDS/GKL""",Aivars Timofejevs,Vidzeme,6,1970,Stokholmas Ekonomikas augstskola Rīgā,zinātniskais līdzstrādnieks/projektu vadītājs
7,"""LSDSP/KDS/GKL""",Anastasija Tkačuka,Latgale,12,1986,SIA “Mainstream”,loģistikas darbinieks
7,"""LSDSP/KDS/GKL""",Mārtiņš Vidruskis,Rīga,20,1992,SIA Moller Auto,jaunu automašīnu pārdevējs
7,"""LSDSP/KDS/GKL""",Inese Vīča,Latgale,8,1997,Students/studente,
7,"""LSDSP/KDS/GKL""",Oļegs Volkovs,Latgale,11,1996,IK «Matiss un Co»,kurjers
7,"""LSDSP/KDS/GKL""",Viktors Zariņš,Vidzeme,13,1960,Latvijas Sociāldemokrātiskā Strādnieku partija,revīzijas komisijas loceklis
7,"""LSDSP/KDS/GKL""",Ēriks Ziņģis,Rīga,13,1962,Latvijas Jūras akadēmija,docents
8,No sirds Latvijai,Andris Amans,Vidzeme,12,1963,"SIA ""LS transports un loģistika""",Autovadītājs
8,No sirds Latvijai,Artūrs Apfelbaums,Vidzeme,13,1985,Bezdarbnieks/ Aviācijas nozares pētniecība un attīstība,
8,No sirds Latvijai,Edgars Baumanis,Kurzeme,3,1963,SIA ''Agrotehnika'',Veikala vadītājs
8,No sirds Latvijai,Sandis Bārdiņš,Zemgale,13,1975,Latvijas Nacionālā opera un balets,Orķestra mūziķis
8,No sirds Latvijai,Ieva Bērziņa,Vidzeme,19,1977,Bezdarbnieks/bezdarbniece,
8,No sirds Latvijai,Mārtiņš Bitenieks,Vidzeme,7,1993,"SIA ""Brīvzemnieki""",Valdes loceklis
8,No sirds Latvijai,Zigurds Blūms,Kurzeme,5,1954,"SIA "" OMS""",Elektromontieris
8,No sirds Latvijai,Romunds Brālis,Kurzeme,8,1968,"Pašnodarbinātais – tūrisms, alternatīvā medicīna",
8,No sirds Latvijai,Rolands Brikmanis,Rīga,26,1982,"Biedrība „Dzintarkrasta serviss”, Sociālās aprūpes centrs „Liepa”",Vecākais sociālais darbinieks
8,No sirds Latvijai,Aigars Brokāns,Zemgale,15,1981,Bezdarbnieks/bezdarbniece,
8,No sirds Latvijai,Marika Cakule,Latgale,13,1978,Valsts ieņēmumu dienests,Galvenā nodokļu inspektore
8,No sirds Latvijai,Māris Černovskis,Kurzeme,6,1970,"SIA "" Simar""",Direktors
8,No sirds Latvijai,Iveta Čivčiša,Zemgale,1,1979,"SIA ""Jūrmalas siltums""",Iepirkumu komisijas loceklis
8,No sirds Latvijai,Zigurds Dambrāns,Kurzeme,15,1978,Bezdarbnieks/bezdarbniece,
8,No sirds Latvijai,Indra Daudiša,Rīga,29,1985,"SIA ""Life Harmony""",Valdes priekšsēdētāja
8,No sirds Latvijai,Edgars Daudišs,Rīga,28,1985,"Biedrība ""Smieklu vētra""",Valdes priekšsēdētājs
8,No sirds Latvijai,Kaspars Ezeriņš,Vidzeme,6,1984,"Draudze "" Jaunatne ar Misiju""",Mūzikas un Pielūgsmes kalpošanas apmācības vadītājs
8,No sirds Latvijai,Gunārs Freidenfelds,Vidzeme,16,1951,Pensionārs/pensionāre,
8,No sirds Latvijai,Līga Galeja,Vidzeme,20,1963,"SIA "" Rīgas ūdens""",Inženiere
8,No sirds Latvijai,Gints Gābers,Vidzeme,1,1982,SIA “Labi Dati”,Iepirkumu speciālists
8,No sirds Latvijai,Guna Gottere,Rīga,12,1985,SIA “TMB elements”,Tirdzniecības projektu vadītāja
8,No sirds Latvijai,Uģis Grīnbergs,Kurzeme,7,1968,"VAS ""Latvijas Valsts meži""",Mežkopības meistars
8,No sirds Latvijai,Normunds Grostiņš,Rīga,4,1964,Latvijas Nākotnes Institūts,valdes priekšsēdētājs
8,No sirds Latvijai,Zigfrīds Gusevs,Vidzeme,21,1989,Bezdarbnieks/bezdarbniece,
8,No sirds Latvijai,Frančeska Ģēvele,Vidzeme,4,1954,Mālpils internātpamatskola,Direktore
8,No sirds Latvijai,Guntis Hartmanis,Kurzeme,12,1963,Bezdarbnieks/bezdarbniece,
8,No sirds Latvijai,Baiba Jaunalksne,Vidzeme,18,1967,"SIA ""Hairtex""",Noliktavas pārzine
