,1. Jaunā VIENOTĪBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2. ""Latvijas Krievu savienība""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. Zaļo un Zemnieku savienība,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4. TAUTAS KALPI LATVIJAI,,,,,,,,,,,,,,,,,,,,,,"5. ""SUVERĒNĀ VARA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6. ""Kristīgi Progresīvā Partija""",,,,,,,,,,"7. ""Saskaņa"" sociāldemokrātiskā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8. Politiskā partija ""Stabilitātei!""",,,,,,,,,,,,,,,,,,,,"9. Politiskā partija ""Tautas varas spēks""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10. Partija ""Vienoti Latvijai""",,,,,,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12. LATVIJA PIRMAJĀ VIETĀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13. Konservatīvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14. Politiskā partija ""KATRAM UN KATRAI""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15. ""PROGRESĪVIE""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16. Attīstībai/Par!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17. ""Apvienība Latvijai""",,,,,,,,,,,,,,,,,,,,,,,,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19. Politiskā partija ""Republika""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
705. JĀŅA EGLĪŠA PREIĻU VALSTS ĢIMNĀZIJA,73,62,51,70,13,68,258,66,12,62,7,53,5,70,35,89,165,36,8,51,6,50,31,87,11,48,8,70,24,47,100,51,34,1,29,0,19,0,16,0,13,0,13,0,13,0,16,0,10,0,13,0,11,0,14,0,15,0,13,1,14,0,10,0,35,20,24,33,132,14,10,24,10,25,12,25,9,26,9,26,11,24,70,24,5,23,18,23,9,23,6,27,13,21,9,30,7,1,4,1,7,0,1,1,9,1,2,1,1,1,2,1,2,1,2,1,2,1,42,1,8,6,13,3,8,3,9,5,7,3,8,2,7,5,11,3,6,6,10,2,5,3,7,2,7,4,5,6,7,3,0,1,0,1,1,0,0,1,0,1,61,1,14,3,32,4,10,1,11,3,21,1,28,1,11,4,33,4,12,0,9,1,9,1,10,1,8,1,64,6,23,4,61,3,37,3,30,4,31,3,34,3,45,0,50,1,50,1,30,3,28,4,7,0,7,0,4,0,3,0,4,0,2,0,0,0,4,0,2,0,3,0,2,0,3,0,3,0,3,0,2,0,2,0,1,1,1,1,1,1,32,12,13,15,29,12,14,13,78,26,4,15,3,14,10,14,42,18,2,16,2,14,2,20,3,15,23,9,47,23,16,12,67,16,10,14,113,7,29,18,3,12,19,9,2,9,28,9,6,11,5,10,3,9,2,11,2,10,2,10,3,10,3,12,28,4,25,3,34,2,7,4,7,4,3,4,4,3,5,5,5,4,8,4,4,4,7,4,5,5,5,5,8,4,10,4,17,0,7,0,5,0,3,0,4,2,2,0,2,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,24,2,7,0,6,2,10,0,6,1,4,0,5,0,8,0,8,1,6,1,4,0,5,0,5,0,4,1,4,3,4,0,18,22,9,21,27,24,27,13,4,16,2,20,7,18,2,17,59,8,1,19,0,17,0,18,3,17,0,17,0,16,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,74,5,3,9,3,10,1,11,10,9,8,10,1,9,2,11,15,5,4,7,1,10,3,7,0,9,2,7,8,7,3,8,6,8,7,7,4,7,6,4,7,3,5,5,6,4,5,4,4,4,4,4,6,3,4,4,5,3,13,6,4,6,4,6
706. PREIĻU MŪZIKAS UN MĀKSLAS SKOLA,49,29,36,35,9,32,115,53,6,26,5,27,4,38,20,56,91,28,3,30,5,30,17,53,4,30,5,41,15,29,50,38,19,0,19,0,14,0,14,0,10,0,8,0,9,0,8,0,10,0,8,0,9,0,8,0,10,0,7,0,10,0,7,0,32,15,20,15,83,20,15,12,9,15,10,13,8,11,10,12,9,13,56,15,10,12,17,11,8,13,10,12,11,12,10,13,12,1,2,0,3,1,1,1,1,1,4,0,1,1,1,1,1,1,1,1,2,1,25,2,10,0,12,1,8,2,8,0,9,1,9,1,11,0,7,1,9,1,8,1,10,0,8,1,8,2,9,0,10,1,1,0,1,0,1,0,2,0,1,0,33,1,7,4,22,4,6,5,8,5,10,5,5,5,7,5,11,3,7,4,5,4,5,4,8,4,5,4,44,5,16,6,49,4,23,5,20,4,23,3,22,4,28,3,42,5,33,1,22,3,19,6,17,0,8,1,10,1,7,1,7,1,7,1,0,0,8,1,9,1,8,1,6,1,7,1,6,1,7,1,6,1,6,1,1,1,1,0,1,0,20,12,14,10,21,10,15,14,61,15,3,13,3,14,1,14,24,10,3,14,4,13,2,17,2,14,8,13,48,16,7,13,41,9,15,6,57,7,23,8,11,7,14,8,7,8,14,6,9,10,13,8,9,9,10,8,9,10,8,9,9,9,9,9,8,1,10,3,11,1,2,3,1,2,1,3,1,3,1,4,2,3,4,3,2,3,2,3,2,3,2,3,2,2,5,3,14,3,7,3,6,3,6,2,9,4,6,3,7,2,7,2,5,3,4,3,6,2,4,3,6,2,6,2,7,2,5,2,9,0,6,0,2,1,2,1,2,1,1,1,1,1,3,0,1,0,2,0,2,1,2,1,1,1,1,0,1,1,4,1,10,14,2,11,20,9,12,11,2,12,1,12,4,12,3,12,42,3,1,12,1,12,1,12,1,12,1,12,1,12,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,7,4,8,14,6,7,6,14,5,6,11,1,10,2,10,3,7,2,9,1,9,1,7,3,10,2,7,10,8,4,8,7,2,8,4,5,3,6,1,5,1,3,3,4,2,4,3,6,1,4,3,6,2,4,1,5,2,16,2,4,3,5,2
708. AIZKALNES TAUTAS NAMS,6,4,8,4,4,2,19,7,2,4,2,4,2,6,3,4,16,4,2,3,2,2,4,3,2,3,2,2,2,3,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,4,11,1,0,3,0,4,0,3,2,2,0,3,0,3,4,3,0,3,0,2,0,3,0,4,2,2,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,11,1,11,0,11,40,1,0,10,0,10,1,10,2,9,0,10,0,10,0,10,0,10,8,8,8,9,0,10,12,9,3,12,26,3,7,9,0,12,6,10,0,10,5,8,0,11,0,10,0,13,0,11,0,11,0,11,0,11,0,11,2,2,4,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,1,6,2,5,0,5,0,5,0,5,0,5,12,0,1,5,0,5,0,5,0,5,0,5,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
714. AGLONAS PAGASTA PĀRVALDE,29,55,23,51,11,54,78,32,15,44,6,43,5,51,6,56,26,39,4,41,4,40,18,41,5,41,4,46,127,15,15,38,12,0,10,0,9,0,9,0,7,0,7,0,8,0,9,0,10,0,7,0,8,0,8,0,7,0,8,0,8,0,7,0,23,13,18,10,55,6,14,10,17,10,11,10,14,9,14,9,13,10,17,9,12,9,18,9,12,9,12,9,14,9,13,9,12,6,4,4,1,4,1,6,23,3,3,3,1,5,1,5,0,6,1,5,0,5,11,0,3,0,1,0,2,0,1,0,1,0,4,0,1,0,1,0,2,0,1,0,1,1,1,0,2,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,17,0,11,0,12,1,10,0,10,0,13,0,7,1,12,0,9,1,8,0,8,1,10,0,8,0,8,0,10,1,17,0,21,3,16,5,10,5,11,4,14,5,12,4,11,3,13,4,8,4,8,4,3,0,2,0,2,0,2,0,3,0,2,0,0,0,3,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,3,1,2,1,3,1,17,7,5,9,15,8,4,7,27,14,5,7,4,8,3,8,30,7,7,8,8,4,4,8,4,7,7,6,11,7,11,8,50,1,11,5,22,3,23,3,9,7,28,6,7,7,8,8,10,7,7,4,7,5,8,7,10,6,7,7,10,5,11,6,7,1,6,3,7,0,3,3,4,1,3,1,4,1,3,1,3,0,2,0,5,0,2,1,3,0,3,0,4,0,4,0,12,1,9,1,8,1,9,0,10,1,8,1,9,1,9,1,7,1,9,1,7,1,8,0,7,1,7,1,7,1,9,1,9,2,2,2,3,2,4,0,4,1,4,1,2,1,2,1,3,0,3,0,2,1,2,1,3,0,2,1,2,1,2,1,8,4,8,5,12,2,5,2,2,3,1,4,2,3,3,4,3,3,0,3,0,4,1,5,1,4,0,2,0,2,2,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,26,3,4,6,4,7,6,7,3,8,2,7,2,8,2,8,6,7,2,8,1,8,0,9,4,8,2,8,6,7,1,9,4,1,2,1,2,1,2,1,2,1,2,1,3,1,2,1,3,1,2,1,2,1,2,1,2,1,3,1,2,1,2,2
715. GALĒNU PAGASTA PĀRVALDE,8,2,6,4,1,4,14,7,1,5,0,5,0,8,2,10,11,3,0,6,0,5,2,4,1,4,1,7,3,4,3,4,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,11,1,4,2,12,1,2,1,3,1,2,1,2,1,2,1,4,1,12,1,1,1,4,1,1,1,2,3,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,5,0,2,0,1,0,1,0,2,0,1,0,2,0,1,0,3,0,1,0,1,0,1,0,5,0,2,0,9,0,9,0,9,0,9,0,9,0,9,0,10,0,9,0,9,0,9,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,14,6,9,7,7,6,10,5,28,4,4,6,2,6,2,6,14,6,1,7,3,7,2,8,1,8,2,6,13,9,7,9,2,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,7,0,6,2,7,0,3,0,3,5,4,6,4,1,4,9,0,0,4,1,4,0,4,0,5,0,4,1,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,2,5,0,1,1,2,1,3,0,1,1,2,1,4,0,1,1,1,1,1,1,1,1,1,1,4,0,1,1,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
717. PELĒČU PAGASTA PĀRVALDE,10,10,6,4,1,4,37,2,0,7,1,7,1,8,5,14,14,6,1,7,2,6,11,7,1,7,2,7,6,6,8,7,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,4,30,1,2,4,4,4,2,4,3,4,2,4,2,5,2,4,2,4,4,4,2,4,2,4,2,4,3,4,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,0,2,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,6,1,0,2,3,2,0,2,13,4,0,2,0,2,0,2,8,1,0,3,0,2,0,4,0,2,1,0,4,4,0,1,5,2,1,2,3,2,4,2,1,2,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,7,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,7,0,4,0,1,0,1,1,1,0,1,0,6,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,2,0,1,0,4,0,0,0,0,0,1,0,0,0,5,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
718. RIEBIŅU PAGASTA PĀRVALDE,14,6,9,7,2,9,24,13,2,8,1,9,3,11,6,15,20,5,2,9,1,9,5,11,1,8,3,9,2,9,8,5,5,0,6,1,5,1,7,1,6,1,4,1,3,1,2,1,2,0,3,1,3,1,4,1,3,1,3,1,2,1,2,1,14,14,9,14,43,4,10,13,8,13,7,12,7,13,7,11,9,11,29,11,5,14,8,12,5,12,8,17,10,13,6,14,6,2,2,4,4,1,2,4,4,2,3,3,2,4,3,3,2,4,2,4,3,3,7,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,5,0,2,0,3,0,3,0,3,0,1,0,3,0,2,0,1,0,2,0,2,0,2,0,14,0,6,0,14,0,8,0,9,0,11,0,12,0,18,0,15,0,20,0,10,0,9,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,4,2,6,2,3,1,23,4,3,1,2,1,2,1,9,1,3,2,2,1,2,2,2,2,3,1,16,3,2,2,15,0,5,1,25,0,8,1,1,1,1,1,2,1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,4,4,3,1,1,1,0,1,1,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,6,0,4,0,3,0,4,0,3,0,2,0,1,0,3,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0,1,0,7,1,3,2,2,2,3,2,3,2,2,2,3,2,3,2,2,2,2,2,3,2,2,2,3,2,2,2,2,2,3,2,0,3,0,0,1,0,2,0,0,0,0,1,0,0,0,0,4,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2,0,1,0,1,0,1,0,1,0,1,0,2,2,2,0,0,0,2,2,1,0,2,0,2,0,2,0,2,2,1,4,1,2,1,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,2,1
720. RUŠONAS PAMATSKOLA,8,2,7,4,4,3,14,11,3,3,1,3,0,3,4,6,6,0,0,3,0,3,1,3,2,1,1,5,4,4,4,2,3,0,4,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,15,8,11,8,25,7,10,7,8,7,8,7,8,6,8,6,8,7,15,4,8,7,11,7,9,5,9,7,8,6,10,7,2,0,0,1,0,1,0,1,2,0,0,1,0,1,0,1,0,1,0,1,0,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,0,1,1,1,0,1,1,1,0,2,0,2,1,7,0,4,0,3,0,3,0,4,0,3,0,3,0,3,0,3,0,3,0,6,0,5,1,3,1,3,1,3,1,3,1,0,0,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,3,1,0,0,0,0,0,0,5,31,4,31,4,30,4,31,65,5,3,29,1,30,4,30,10,31,2,30,2,29,1,29,2,30,3,29,7,29,4,29,9,1,2,1,7,0,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,1,4,1,1,0,0,2,0,1,0,2,0,2,0,1,0,1,0,1,0,2,0,1,0,1,0,3,0,2,8,0,4,0,4,0,3,2,4,1,6,0,4,1,4,1,4,1,4,1,4,1,3,1,4,1,4,1,4,1,5,1,3,0,2,0,2,1,2,0,3,0,0,0,1,0,0,0,2,1,0,0,1,0,1,1,1,0,2,0,0,0,1,0,0,5,2,5,8,1,2,3,0,5,0,5,0,3,1,5,2,5,0,4,0,4,0,5,6,2,1,3,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,1,0,2,1,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,2,1,1,1,2,1,2,1
721. SAUNAS PAGASTA PĀRVALDE,11,13,17,12,3,14,62,17,4,11,4,11,5,11,6,13,37,0,3,10,2,11,7,12,4,11,3,11,7,9,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,14,2,0,0,2,0,2,0,1,0,0,1,0,0,5,0,1,1,3,1,0,1,0,1,1,0,1,1,4,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,4,2,6,2,2,2,19,5,2,3,0,2,0,3,15,5,1,3,0,3,0,2,0,4,1,5,10,4,3,2,8,0,0,2,3,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,4,1,4,0,4,0,1,0,1,0,3,0,2,0,1,0,1,0,1,0,1,0,1,0,2,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,3,3,3,7,0,11,1,0,2,2,2,0,2,0,2,46,1,0,3,0,2,0,2,2,1,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,1,4,0,0,0,3,0,0,1,0,0,1,0,3,0,1,0,1,0,0,0,1,0,1,0,2,0,1,0,2,0,7,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
722. SILAJĀŅU PAGASTA PĀRVALDE,2,2,2,1,0,1,7,1,0,1,0,1,0,1,0,4,6,1,0,1,0,1,1,1,0,1,1,1,2,1,5,1,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,1,1,1,0,1,0,1,0,1,0,1,2,1,1,1,2,1,0,1,1,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,2,3,3,2,3,1,3,1,3,1,3,2,3,0,3,3,3,2,3,2,3,2,3,2,3,2,3,13,0,6,3,7,0,4,0,4,0,2,0,3,0,2,1,3,1,3,0,0,1,0,1,2,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,4,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,1,1,0,1,3,1,1,0,2,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
723. SĪĻUKALNA KULTŪRAS NAMS,6,1,7,1,2,0,18,1,3,0,3,0,2,1,3,1,12,0,5,0,3,0,5,0,2,1,3,2,4,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,2,6,2,6,0,7,0,7,0,6,0,6,0,6,3,6,7,2,0,7,0,7,0,7,0,7,0,7,0,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,7,1,12,0,6,1,6,1,15,4,2,2,1,3,1,2,6,3,1,5,2,2,1,5,4,1,1,2,7,5,7,1,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,2,2,5,2,7,2,2,3,2,2,2,2,4,2,2,2,3,1,26,3,3,1,2,2,2,2,2,2,2,1,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1
724. STABULNIEKU KULTŪRAS NAMS,8,8,4,3,3,5,10,10,2,2,1,2,1,4,2,7,10,0,1,3,1,2,4,2,1,2,1,6,1,2,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,8,2,6,3,13,4,5,3,4,4,4,3,4,4,4,3,5,3,24,3,4,4,7,1,3,5,3,7,6,4,6,3,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,1,2,1,1,1,2,1,4,1,2,1,4,0,1,1,1,1,2,0,3,0,1,0,1,0,1,0,2,0,0,0,2,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,2,0,0,0,0,0,0,0,11,4,9,5,20,4,5,4,39,6,1,8,0,8,0,8,14,7,0,7,1,8,1,9,0,8,4,7,12,10,7,7,4,1,1,1,3,1,2,0,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,2,11,4,11,5,8,3,9,2,10,2,10,1,9,24,8,1,9,1,9,1,10,1,9,1,9,1,9,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,4,1,6,3,4,2,6,2,5,2,5,1,6,0,7,1,6,0,6,0,7,0,6,1,6,0,5,1,5,0,5,1,2,3,0,2,1,1,0,1,0,1,1,1,0,1,1,1,0,1,2,1,0,1,0,1,0,1,3,1,2,1,1
