,1. Jaunā VIENOTĪBA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2. ""Latvijas Krievu savienība""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3. Zaļo un Zemnieku savienība,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4. TAUTAS KALPI LATVIJAI,,,,,,,,,,,,,,,,,,,,,,"5. ""SUVERĒNĀ VARA""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"6. ""Kristīgi Progresīvā Partija""",,,,,,,,,,"7. ""Saskaņa"" sociāldemokrātiskā partija",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8. Politiskā partija ""Stabilitātei!""",,,,,,,,,,,,,,,,,,,,"9. Politiskā partija ""Tautas varas spēks""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10. Partija ""Vienoti Latvijai""",,,,,,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12. LATVIJA PIRMAJĀ VIETĀ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13. Konservatīvie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14. Politiskā partija ""KATRAM UN KATRAI""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"15. ""PROGRESĪVIE""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16. Attīstībai/Par!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"17. ""Apvienība Latvijai""",,,,,,,,,,,,,,,,,,,,,,,,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19. Politiskā partija ""Republika""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241. 5. VIDUSSKOLA,28,3,25,9,12,6,1,7,5,6,1,5,10,12,6,16,1,6,1,6,3,7,0,7,3,6,2,7,3,6,4,6,12,2,16,1,13,1,16,0,7,0,6,0,9,0,9,1,7,0,7,0,7,1,8,0,10,0,7,0,7,0,7,0,37,7,15,7,9,7,8,6,11,6,10,7,10,7,8,6,9,7,7,6,6,6,15,8,8,6,6,9,9,8,8,7,5,2,3,0,1,0,1,0,1,0,2,0,1,1,1,0,1,1,1,0,2,1,17,0,9,1,9,0,6,0,6,0,5,0,6,0,7,1,7,0,4,0,4,0,6,1,4,0,4,0,4,0,5,0,1,0,0,0,0,0,1,0,0,0,42,6,20,7,50,3,12,7,10,7,17,8,14,9,30,6,19,5,13,8,9,8,10,8,7,8,9,8,9,8,34,8,114,3,43,7,39,8,33,9,45,10,46,7,41,11,43,9,39,11,29,9,8,1,6,0,5,1,5,1,3,1,3,1,0,0,4,1,5,1,4,1,3,1,5,1,5,1,3,1,4,1,4,1,1,0,1,0,1,0,48,7,16,1,13,5,14,3,4,4,6,4,12,3,7,5,20,5,7,6,4,5,3,6,3,3,3,4,7,4,36,7,39,0,11,3,4,3,3,2,15,4,1,3,3,2,3,3,4,3,1,3,2,5,1,3,9,2,3,2,5,3,5,3,11,0,9,2,13,2,3,5,5,3,5,5,5,3,5,5,4,3,5,3,3,2,2,3,3,3,2,3,3,3,3,3,5,0,1,0,11,0,2,0,2,0,3,0,1,0,3,0,1,0,1,0,1,0,1,0,1,0,2,0,1,0,1,0,49,2,10,4,12,6,14,3,8,4,8,5,9,4,8,4,9,5,11,7,8,4,9,5,10,3,9,4,7,6,7,7,5,6,4,6,7,6,2,7,10,3,5,8,5,7,2,7,2,7,2,7,2,7,2,7,2,6,2,7,2,7,3,6,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,18,7,1,4,21,6,1,5,3,3,2,4,2,3,4,5,6,3,0,2,1,2,1,2,0,2,6,4,6,5,21,1,5,0,5,0,5,0,4,0,4,0,4,0,4,0,4,0,4,0,4,1,4,0,4,1,4,1,4,0,4,1,4,0
242. RPKK ADMINISTRATĪVĀ ĒKA,7,2,10,1,7,2,2,3,2,2,3,3,3,4,1,5,2,2,2,3,2,3,1,3,3,3,1,2,2,2,1,3,3,0,3,0,2,0,3,0,2,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,5,11,5,4,4,4,4,11,3,6,5,6,5,5,6,4,4,3,5,3,5,9,6,3,5,5,8,4,6,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,3,2,2,2,2,1,2,4,2,1,2,1,2,1,2,1,2,1,2,3,4,1,2,1,2,1,2,1,2,0,0,0,0,0,0,0,0,1,0,16,4,14,1,19,5,3,3,3,3,8,3,5,2,11,3,9,3,3,3,3,3,4,3,4,3,3,3,4,3,14,3,42,1,19,4,18,3,17,4,18,12,22,3,19,4,17,5,18,4,16,4,3,0,4,1,2,1,2,1,2,1,2,1,0,0,2,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,2,1,0,0,0,0,0,0,36,2,7,3,6,4,6,3,1,4,3,5,10,1,6,4,13,5,2,5,1,4,1,6,4,5,2,4,1,4,25,1,19,2,7,3,6,2,8,1,8,2,5,2,6,2,7,2,8,3,7,3,5,2,5,3,5,3,5,3,3,3,7,2,2,1,3,1,5,1,2,1,2,1,4,0,3,0,4,1,3,1,2,1,2,1,2,1,2,1,2,1,2,1,3,1,5,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,24,1,1,2,2,3,3,1,0,1,0,1,2,1,2,1,6,1,3,1,0,1,0,1,0,1,0,1,0,2,0,2,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,4,4,7,12,9,2,6,2,6,1,6,1,6,2,4,2,6,0,6,0,6,0,6,0,5,2,6,3,5,7,2,4,0,4,0,2,1,4,0,3,1,2,1,2,1,3,1,3,1,2,1,3,1,3,1,3,1,2,1,3,1,2,1
243. 6. VIDUSSKOLA,11,2,12,1,6,0,3,1,4,1,2,0,2,3,3,6,2,0,0,1,1,0,1,0,1,0,2,2,2,0,1,0,41,2,24,1,21,1,30,5,22,3,14,1,16,2,18,0,20,2,15,1,20,2,19,1,24,1,18,0,17,0,14,1,29,8,12,4,8,4,7,4,13,7,8,4,6,5,7,6,8,6,8,5,6,7,23,5,7,6,9,7,8,4,8,3,4,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,12,3,10,1,4,2,4,1,6,1,5,1,6,1,5,0,3,0,4,0,9,0,4,0,3,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,52,8,31,9,78,5,22,4,15,5,23,5,16,7,38,10,27,5,15,5,13,5,18,5,12,6,13,5,15,4,27,10,159,3,67,6,61,7,51,8,76,9,65,11,65,9,61,10,51,10,50,9,18,0,17,0,13,0,13,0,14,0,13,0,0,0,16,0,14,0,15,0,13,0,17,0,17,0,13,0,14,0,13,0,0,0,0,0,0,0,16,5,4,7,1,6,6,6,2,6,1,6,1,6,1,6,6,4,1,7,1,6,1,7,1,6,1,6,1,6,16,2,29,2,8,0,3,0,2,0,13,9,3,0,3,1,2,0,6,0,2,0,5,1,3,0,8,1,2,0,3,3,5,0,4,1,3,1,6,1,1,1,1,1,2,1,4,1,1,1,1,1,1,1,2,0,1,1,1,1,1,1,1,1,1,1,15,0,7,0,6,0,6,0,4,0,4,0,6,0,5,0,3,1,3,0,3,0,3,0,5,1,4,0,3,0,3,1,11,2,6,1,6,2,7,1,3,2,3,2,4,2,3,2,6,2,4,2,3,2,3,2,4,2,4,2,3,2,3,2,3,2,1,4,1,3,1,4,4,2,4,1,1,2,0,3,2,3,1,3,0,3,1,3,0,3,0,3,0,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,7,1,3,10,3,1,3,0,3,1,2,0,2,2,2,5,3,1,2,0,3,1,2,0,2,2,2,7,2,13,0,14,0,8,0,8,0,9,0,9,0,11,0,8,0,9,0,9,0,8,0,8,1,8,0,9,0,8,0,8,0,9,0
244. BĒRNU BIBLIOTĒKA,25,9,26,3,9,4,6,6,5,4,4,3,11,11,3,19,5,3,2,3,6,3,3,4,6,3,4,9,4,4,5,4,21,2,12,2,8,2,24,3,10,2,7,3,7,2,11,1,12,2,7,2,8,2,8,2,10,2,9,2,9,2,11,2,34,5,12,8,11,7,9,7,13,6,9,7,9,7,8,9,9,7,8,8,8,7,19,7,7,9,6,11,11,8,9,7,5,0,2,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,37,0,11,6,10,0,4,0,6,1,10,0,7,1,4,2,7,0,4,1,4,2,7,5,6,2,2,1,3,1,2,1,1,0,1,0,1,0,0,0,1,0,45,2,19,10,67,4,9,4,8,5,25,3,19,5,38,7,13,3,10,3,9,4,11,3,10,4,10,5,14,4,33,5,101,4,44,2,36,3,32,4,42,8,46,0,50,1,48,0,35,1,35,1,17,0,15,0,9,0,8,0,8,0,8,0,0,0,10,0,8,0,7,0,7,0,8,0,7,0,8,0,7,0,7,0,0,0,0,0,0,0,48,8,9,6,11,8,14,5,2,6,3,8,9,9,2,7,13,8,1,8,1,6,2,9,1,9,1,6,1,8,49,5,28,5,14,3,11,6,6,7,14,12,8,5,7,6,8,5,13,6,10,7,6,6,6,7,15,5,6,6,6,8,9,7,11,1,6,1,13,1,2,1,2,1,6,4,3,0,1,0,1,0,2,0,1,0,1,1,1,0,1,1,1,0,2,0,8,2,0,0,8,2,1,1,0,1,0,1,1,1,1,1,0,1,2,1,0,1,1,0,0,1,0,1,0,1,0,1,28,0,6,1,7,1,9,0,3,1,3,1,3,0,3,1,4,2,3,3,3,3,2,2,2,1,2,1,2,3,4,1,7,7,5,7,2,8,2,5,10,0,13,4,3,6,3,6,2,6,1,6,2,6,1,6,1,6,1,6,1,6,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,2,7,10,8,2,8,1,7,0,7,1,8,7,6,5,4,2,5,1,6,1,5,0,5,1,5,1,5,6,6,6,0,4,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,3,0,0,1,1,1,1,0,0,1,1,0
245. RĒZEKNES TEHNOLOĢIJU AKADĒMIJA,17,3,32,6,13,6,4,7,3,6,1,6,4,11,7,14,4,4,3,6,3,6,1,7,1,6,3,9,4,7,2,5,19,0,11,1,13,1,17,3,13,1,7,0,8,1,10,0,9,1,8,1,9,0,10,0,10,1,9,0,8,0,10,1,43,8,18,12,15,11,7,13,9,14,6,14,6,13,9,12,8,11,6,12,5,13,16,13,7,13,8,13,11,14,9,12,1,0,1,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,35,4,9,14,13,5,4,4,6,6,8,3,4,6,9,6,4,3,9,6,4,3,7,5,3,5,4,3,3,3,3,4,0,1,0,1,0,1,0,1,0,1,24,5,13,9,46,6,9,4,5,4,8,5,14,3,27,11,7,6,5,3,6,3,8,2,6,3,4,2,6,2,13,5,60,3,24,6,21,6,19,6,33,8,24,3,30,4,25,3,17,7,20,5,7,0,5,0,3,0,3,0,3,0,3,0,0,0,3,0,3,0,3,0,3,1,3,0,3,0,3,0,3,1,3,1,0,0,0,0,1,0,38,0,7,6,15,5,11,5,3,5,5,6,8,8,4,5,18,5,6,5,2,6,2,7,3,7,3,6,4,7,36,7,28,1,7,3,8,3,5,5,9,8,3,3,12,3,4,3,6,4,4,3,3,3,3,2,8,2,3,3,4,3,6,3,4,0,8,0,14,1,0,0,1,0,2,1,2,2,0,1,0,1,1,2,1,1,0,1,0,1,0,1,0,1,1,1,5,0,2,1,3,1,2,1,3,1,4,0,2,0,2,0,2,1,2,1,2,0,2,0,2,1,2,0,2,0,2,1,27,5,4,4,8,3,8,1,4,2,4,4,5,2,2,4,5,5,5,1,2,3,4,2,4,2,3,3,2,3,2,2,14,5,7,4,7,5,7,4,18,0,4,8,4,4,4,6,2,6,4,8,2,6,3,7,2,4,2,6,2,4,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,3,3,8,8,2,3,2,3,1,5,2,4,7,6,3,5,1,3,1,3,1,4,2,4,2,5,8,6,9,4,7,0,1,0,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1
246. 3. VIDUSSKOLA,12,5,14,7,7,4,2,5,2,4,2,4,3,6,4,5,1,4,2,4,3,5,2,3,3,4,2,6,1,5,1,6,34,5,18,4,15,5,37,5,12,3,9,4,8,3,12,4,10,4,9,3,7,3,10,4,9,3,7,4,10,3,11,3,57,10,23,8,16,9,18,8,19,10,17,7,14,7,12,7,12,7,14,9,13,6,34,10,15,7,15,10,15,7,18,7,11,0,3,0,2,0,1,0,1,0,5,0,1,0,1,0,1,0,2,0,3,0,51,1,14,9,15,2,10,2,11,2,16,2,13,1,13,3,14,2,9,2,12,2,21,2,13,2,10,2,10,1,9,2,1,0,0,0,0,0,0,0,0,0,59,7,32,10,101,8,28,5,17,7,33,8,27,7,68,8,29,8,15,5,14,5,14,6,13,7,11,7,16,6,43,15,145,3,71,3,60,8,53,9,67,9,68,4,64,5,67,5,48,15,47,9,18,1,11,1,5,2,5,2,5,2,4,2,0,0,8,2,6,2,5,2,4,2,5,2,5,2,5,2,5,2,4,2,0,0,0,0,0,0,43,9,9,9,18,9,13,9,5,10,5,9,11,11,7,7,12,11,3,8,7,7,3,9,4,8,4,8,5,7,34,8,55,2,15,1,10,2,10,3,20,8,11,2,13,2,10,2,14,2,7,3,7,3,8,2,12,4,8,2,6,2,9,2,4,2,3,2,7,2,1,1,1,0,10,0,1,0,1,0,2,0,1,0,2,0,1,0,1,0,2,0,1,0,2,0,11,3,5,4,6,5,5,4,6,4,7,3,6,4,7,3,4,3,3,4,5,3,6,4,5,4,6,3,7,3,8,2,33,4,12,4,14,5,16,5,9,6,7,5,11,4,8,4,8,6,13,8,6,6,9,3,9,7,8,5,8,6,7,6,6,5,2,2,1,0,0,1,4,0,3,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,4,4,14,2,4,3,2,4,3,4,3,4,7,3,3,5,4,4,3,4,2,4,2,4,3,5,6,4,12,2,4,0,1,2,0,1,0,1,0,1,0,1,1,1,1,1,0,1,0,1,3,1,1,1,2,1,1,1,0,1,0,1
247. RĒZEKNES NACIONĀLO BIEDRĪBU KULTŪRAS NAMS,45,13,39,18,28,14,11,17,7,17,3,15,9,24,11,29,6,15,3,17,9,16,4,19,10,15,2,23,2,18,5,22,26,5,18,5,13,4,31,6,10,6,4,6,7,5,7,5,7,5,3,5,4,5,6,6,7,5,5,6,6,5,13,8,78,17,30,25,19,22,14,23,24,28,14,23,12,22,13,25,11,21,14,23,15,24,29,30,12,20,13,27,16,21,17,23,10,3,2,3,2,4,2,4,4,3,2,4,2,4,2,4,2,4,3,2,3,3,83,1,24,13,29,2,17,2,19,1,23,2,20,1,18,2,19,2,17,2,15,2,25,4,16,2,16,2,16,2,15,2,2,0,2,0,2,0,2,0,3,0,80,28,50,25,139,20,24,28,13,32,35,27,33,29,62,29,29,26,12,27,12,29,25,27,11,29,11,31,14,31,60,36,171,4,67,7,64,5,50,7,76,14,63,8,66,7,72,7,52,7,49,7,19,0,15,0,11,1,13,1,12,0,12,0,0,0,15,0,12,1,12,0,11,1,12,0,12,0,12,0,11,1,12,0,0,0,0,0,0,0,86,9,14,17,19,16,22,13,8,15,9,19,23,19,10,15,28,16,7,19,15,12,6,17,6,16,6,16,8,16,69,11,92,3,30,7,20,8,17,9,38,21,16,7,16,9,17,8,20,10,17,8,13,8,12,8,34,6,12,6,12,8,20,8,12,2,11,2,20,1,4,3,4,3,10,3,5,2,1,4,1,4,1,4,1,4,1,4,1,6,1,4,1,5,1,5,22,1,11,1,14,1,15,1,12,1,10,1,12,1,9,2,9,2,12,1,8,2,11,1,11,1,11,1,9,2,9,3,56,4,9,7,16,8,17,3,9,7,9,7,13,5,11,4,15,8,16,7,8,6,12,5,12,5,9,5,10,5,8,6,26,10,8,15,11,11,5,14,24,7,24,4,8,12,5,12,5,12,4,13,5,12,4,11,4,12,4,12,2,12,8,9,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,41,10,13,13,38,14,9,12,8,12,12,11,6,14,12,16,19,9,8,8,5,13,5,14,7,12,12,9,18,12,26,10,14,3,11,3,9,4,11,3,9,3,8,5,9,3,7,5,8,5,7,6,10,3,9,4,8,3,7,5,7,6,7,5
248. PILSĒTAS KULTŪRAS NAMS,19,4,13,3,9,2,2,2,2,3,4,1,2,3,8,12,2,1,1,1,3,3,1,3,2,2,2,3,1,2,3,3,8,0,6,0,3,0,10,0,3,0,1,0,2,0,2,0,2,0,1,0,2,0,2,0,3,0,2,0,2,0,4,0,26,5,10,5,10,4,8,4,7,3,8,4,8,2,6,2,10,3,6,3,7,3,12,3,8,4,7,3,11,3,8,4,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,10,1,4,2,4,1,4,0,4,1,4,1,6,0,5,1,5,0,4,1,4,1,4,1,4,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,11,3,12,3,14,5,2,2,2,2,3,2,5,5,13,2,6,2,1,2,1,3,2,3,2,4,1,3,3,1,12,2,33,0,15,1,13,1,13,1,16,1,19,1,17,1,16,1,15,1,12,1,5,0,2,0,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,37,4,8,10,9,6,10,7,2,8,3,5,9,7,4,4,11,9,1,6,2,5,0,9,3,8,1,8,1,9,27,8,20,2,3,3,1,3,0,4,8,4,3,3,5,1,1,3,1,3,0,3,1,3,1,3,4,3,1,3,1,4,3,4,4,2,4,2,10,4,2,2,2,2,7,1,5,3,2,3,1,2,0,3,1,2,1,2,1,2,1,2,1,2,2,2,4,0,3,0,1,0,3,0,1,0,1,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,26,2,6,1,4,2,5,2,4,1,5,1,6,1,4,1,6,1,5,2,4,1,5,1,6,1,4,1,4,1,4,1,2,5,6,5,7,6,4,2,9,2,3,7,2,3,2,3,2,4,1,7,1,4,1,4,1,3,1,3,1,3,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,6,5,3,18,6,6,1,3,2,6,2,4,1,9,3,8,2,4,1,3,1,4,1,3,2,2,3,10,2,11,2,4,0,3,0,2,0,2,0,2,0,2,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0
249. 4. VIDUSSKOLA,3,1,3,0,3,0,0,0,0,0,0,0,3,0,1,3,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,21,4,19,1,12,4,21,1,14,1,12,0,13,1,15,1,13,1,7,4,8,4,11,1,12,1,12,1,12,1,12,1,25,6,9,5,9,4,5,6,13,4,10,3,6,5,7,5,8,7,4,6,7,6,17,7,7,6,6,8,6,5,7,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,10,2,6,3,4,3,4,3,10,3,4,4,4,3,6,3,4,3,4,2,8,2,7,2,3,3,4,2,4,3,0,0,0,0,0,0,0,0,0,0,31,5,13,6,43,4,16,3,10,3,15,5,14,4,23,6,14,2,10,2,8,3,9,3,7,3,7,4,13,1,25,4,134,3,47,8,48,10,44,9,55,9,55,8,54,9,55,7,48,9,44,10,10,1,5,2,5,2,4,2,4,2,4,2,0,0,7,2,4,2,4,2,4,2,4,2,5,2,6,2,4,2,5,2,0,0,0,0,0,0,16,1,4,1,5,1,5,1,3,1,3,1,5,1,3,1,3,1,3,1,1,1,2,1,3,1,1,1,1,1,13,2,39,3,3,7,4,7,4,5,11,10,5,5,3,7,5,6,10,5,6,5,2,6,2,6,24,7,5,5,3,5,4,5,1,1,2,1,0,1,0,1,0,1,2,1,1,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,1,2,0,3,0,3,0,3,0,2,0,3,0,2,0,3,0,2,0,4,0,2,0,2,0,2,0,2,0,2,0,2,0,20,1,1,2,2,1,5,1,1,1,1,1,3,0,1,1,4,2,2,1,1,1,2,1,2,1,1,1,1,1,2,0,2,5,1,4,1,4,2,2,4,3,3,3,0,4,0,4,0,4,1,4,0,4,0,4,0,4,0,4,0,4,1,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,2,0,4,0,2,0,2,0,3,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,2,0,3,0,2,0,2,0,2,0
250. RĒZEKNES INTERNĀTPAMATSKOLA - ATTĪSTĪBAS CENTRS,9,5,13,5,6,3,3,4,1,3,1,3,4,4,2,9,4,3,1,2,3,2,1,1,3,1,2,3,4,0,2,0,19,1,13,1,8,1,23,4,11,1,6,1,7,0,10,0,8,0,5,1,5,1,6,0,8,1,5,2,5,1,11,0,47,6,24,4,21,4,18,4,23,4,20,4,21,4,18,4,18,4,17,4,17,4,37,4,19,4,20,3,18,3,19,4,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,14,0,8,0,4,0,4,0,8,0,4,0,10,0,6,0,5,0,7,0,6,2,5,0,4,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,26,8,25,11,108,3,10,7,9,8,12,8,12,6,28,10,11,8,12,6,10,6,10,6,10,7,11,7,11,6,31,7,109,0,56,3,50,4,43,4,52,2,47,2,50,3,49,2,47,3,41,4,7,0,8,0,3,0,3,0,4,0,3,0,0,0,6,0,4,0,3,0,3,1,6,0,8,0,3,0,4,0,4,1,0,0,0,0,0,0,24,1,6,2,5,2,15,1,4,3,4,2,8,3,5,2,10,2,3,3,5,3,3,3,4,2,3,3,3,3,24,3,39,1,12,1,7,2,7,0,11,0,4,0,7,0,5,1,6,2,4,2,5,3,4,2,9,2,4,1,4,2,4,1,4,1,3,0,12,0,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,1,0,2,0,2,1,1,0,1,1,0,18,2,11,3,13,3,12,2,11,3,12,1,11,2,10,2,10,2,10,2,10,2,11,2,10,2,11,2,10,2,11,2,22,0,7,1,6,1,9,0,3,2,1,1,3,2,1,1,3,1,6,1,1,1,1,1,3,1,1,1,1,1,3,0,3,3,2,2,4,2,3,1,7,1,6,0,1,1,1,2,0,2,0,3,0,1,0,2,1,2,0,1,1,2,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,4,5,18,1,4,3,7,2,4,2,4,3,4,4,4,2,3,3,3,3,3,3,3,3,5,3,5,3,8,3,3,0,2,0,3,0,2,0,3,0,1,0,2,0,1,0,2,0,1,0,3,0,1,0,2,0,1,0,1,0,1,0
251. RĒZEKNES KATOĻU VIDUSSKOLA,19,4,14,3,6,3,3,3,2,5,0,3,3,6,2,5,1,2,0,4,0,3,0,2,3,5,2,5,0,2,2,3,26,0,7,0,6,0,18,0,9,0,4,0,5,0,10,0,4,0,4,0,5,0,5,0,6,0,5,0,4,0,8,0,51,4,17,7,7,7,8,6,10,8,11,4,5,5,5,4,10,4,5,4,5,4,26,10,7,6,5,5,6,4,7,5,6,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,1,33,0,12,3,8,0,7,1,6,0,6,0,10,0,9,0,12,0,10,2,8,0,10,0,9,0,12,1,9,0,9,0,1,1,0,1,0,1,0,1,0,1,35,5,19,6,54,7,13,4,7,5,19,4,13,3,29,3,7,9,8,4,6,5,7,5,7,5,6,5,10,3,24,7,97,3,36,4,33,5,30,6,34,4,38,4,43,3,48,4,30,7,30,4,9,0,13,0,8,0,6,0,6,0,7,0,0,0,8,0,5,0,7,0,6,0,6,0,5,0,5,0,6,0,7,0,0,1,0,1,0,1,47,2,2,5,13,5,3,5,2,6,4,6,4,5,3,5,11,7,1,6,3,6,0,7,0,5,1,6,4,8,31,7,44,7,9,9,9,8,6,9,14,10,6,9,9,9,6,9,7,10,4,9,8,5,5,9,7,9,4,8,6,9,5,8,3,0,7,0,9,1,1,0,1,0,10,0,2,0,1,1,1,0,1,0,1,0,1,2,1,0,2,0,1,0,3,0,7,1,6,0,7,0,6,1,7,0,7,0,6,1,6,0,6,0,6,0,6,1,7,0,6,0,6,0,6,1,7,0,17,2,2,3,6,0,2,3,1,2,0,3,2,2,1,3,1,3,4,2,0,3,1,2,1,3,1,2,1,2,0,3,5,2,1,1,2,1,1,0,4,1,6,2,1,0,1,1,0,1,1,1,2,1,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,3,3,6,11,10,3,6,2,6,2,7,2,6,2,6,6,5,2,6,3,4,3,6,2,6,3,5,8,6,10,5,9,2,6,1,5,0,6,1,7,1,4,1,6,0,4,1,4,0,3,3,6,0,4,2,5,2,4,1,3,3,4,1
253. SIA “KALĒJI” KONFERENČU ZĀLE ,10,5,12,9,4,6,5,3,1,4,0,1,2,10,0,14,5,1,0,5,0,1,1,1,1,2,2,12,0,1,0,3,12,2,7,1,7,1,11,1,8,1,5,2,4,2,5,2,7,2,5,2,4,2,4,2,4,2,5,2,4,2,7,2,33,4,4,9,3,9,2,10,9,7,3,8,1,8,2,5,3,8,1,8,1,7,14,9,1,9,2,12,5,8,4,7,3,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,20,0,6,3,4,2,3,0,3,1,6,0,3,1,5,1,5,0,2,1,2,1,6,0,6,1,3,1,3,1,3,1,0,0,0,0,0,0,0,0,0,0,28,17,13,21,39,15,11,14,7,15,14,16,11,15,40,6,9,14,7,12,7,13,6,13,4,14,5,13,8,12,19,20,60,1,21,4,22,4,18,4,22,7,20,4,20,3,24,4,19,7,16,5,1,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,24,7,1,7,8,5,7,6,1,6,2,6,4,8,2,5,5,7,1,5,2,5,1,5,1,5,3,5,1,5,14,5,23,0,5,2,3,2,2,1,11,6,2,1,5,1,4,1,6,1,2,1,2,2,2,1,3,2,2,1,2,1,3,1,2,2,4,0,5,2,0,4,1,2,3,5,0,2,0,2,0,2,0,2,0,4,0,2,0,2,0,2,0,2,1,2,5,3,1,3,3,3,2,3,2,3,1,3,2,3,2,3,1,3,1,3,2,3,2,3,1,3,1,3,2,3,2,3,17,5,6,4,7,3,4,5,4,5,2,4,3,4,3,5,5,4,2,7,2,4,5,4,4,3,2,4,3,4,1,6,1,1,2,1,1,1,0,0,2,0,4,1,2,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,4,1,5,8,11,2,6,0,4,0,4,2,3,2,7,0,7,0,5,2,3,2,4,1,5,3,5,2,7,8,5,8,1,4,0,1,1,0,0,2,0,2,1,3,0,1,1,2,0,1,1,3,0,0,0,2,0,1,1,1,1,1,1
