Apgabals,Struktūrvienība,Party,Name,Gender,Number,Pluses,Minuses
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Riņķis,Male,1,111,70
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Lapinskis,Male,2,73,73
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Āboliņš,Male,3,216,45
Riga,Rīga,"17. ""Apvienība Latvijai""",Artūrs Bernis,Male,4,164,63
Riga,Rīga,"17. ""Apvienība Latvijai""",Ineta Kona,Female,5,56,56
Riga,Rīga,"17. ""Apvienība Latvijai""",Zintis Gailis,Male,6,54,46
Riga,Rīga,"17. ""Apvienība Latvijai""",Valerijs Radionovs,Male,7,44,68
Riga,Rīga,"17. ""Apvienība Latvijai""",Gvido Salinieks,Male,8,47,46
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Vilnis,Male,9,55,46
Riga,Rīga,"17. ""Apvienība Latvijai""",Anita Lasmane,Female,10,53,47
Riga,Rīga,"17. ""Apvienība Latvijai""",Neviens Neviens,Male,11,0,0
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Zālītis,Male,12,51,46
Riga,Rīga,"17. ""Apvienība Latvijai""",Kārlis Krūmiņš,Male,13,52,45
Riga,Rīga,"17. ""Apvienība Latvijai""",Inese Nartiša,Female,14,51,43
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Olups-Blumanskis,Male,15,55,39
Riga,Rīga,"17. ""Apvienība Latvijai""",Sanita Giriča,Female,16,47,45
Riga,Rīga,"17. ""Apvienība Latvijai""",Kristīne Eglīte,Female,17,101,32
Riga,Rīga,"17. ""Apvienība Latvijai""",Andrējs Krūmiņš,Male,18,40,43
Riga,Rīga,"17. ""Apvienība Latvijai""",Kristīne Markus,Female,19,41,41
Riga,Rīga,"17. ""Apvienība Latvijai""",Edgars Klinsons,Male,20,40,42
Riga,Rīga,"17. ""Apvienība Latvijai""",Ināra Giriča,Female,21,39,49
Riga,Rīga,"17. ""Apvienība Latvijai""",Raimonds Kokins,Male,22,42,41
Riga,Rīga,"17. ""Apvienība Latvijai""",Dzintra Putniņa,Female,23,40,49
Riga,Rīga,"17. ""Apvienība Latvijai""",Jānis Liepa,Male,24,66,39
Riga,Rīga,"17. ""Apvienība Latvijai""",Jēkabs Āboliņš,Male,25,53,40
Riga,Rīga,"17. ""Apvienība Latvijai""",Žaks Beernaerts,Male,26,64,42
Riga,Rīga,"17. ""Apvienība Latvijai""",Artjoms Prohorenko,Male,27,41,62
Riga,Rīga,"17. ""Apvienība Latvijai""",Krišjānis Papiņš,Male,28,69,40
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Didzis Šmits,Male,1,4061,1752
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ilze Ortveina,Female,2,1437,999
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Igors Rajevs,Male,3,4887,1128
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Andris Kulbergs,Male,4,2919,826
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Štelmahers,Male,5,1299,860
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Artis Velšs,Male,6,1428,807
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivars Straume,Male,7,793,864
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ieva Brante,Female,8,2580,1850
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jana Muižniece,Female,9,723,776
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Liepiņš,Male,10,613,804
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Lauris Lizbovskis,Male,11,1946,1107
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gatis Blumbahs,Male,12,509,713
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Guntars Vītols,Male,13,603,649
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Oksana Sičko,Female,14,467,965
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Armands Krūze,Male,15,686,764
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Viesturs Silenieks,Male,16,1104,1086
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Dace Rolava,Female,17,607,876
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kārlis Knēziņš,Male,18,517,672
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Oskars Reiters,Male,19,494,764
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Grasis,Male,20,731,646
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kaspars Bergmanis,Male,21,1303,856
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ulrika Naumova,Female,22,435,835
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Vairis Nartišs,Male,23,423,758
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aigars Evardsons,Male,24,455,744
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Alise Tomiņa-Kaščejeva,Female,25,401,865
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Elita Ernestīne Kazaine,Female,26,387,761
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Stērninieks,Male,27,440,666
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Deņiss Meļņiks,Male,28,417,925
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Mārtiņš Toms Staks,Male,29,426,757
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Matīss Kempe,Male,30,560,706
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Elita Kalniņa,Female,31,404,852
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Renārs Putniņš,Male,32,631,673
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ivars Jakovels,Male,33,393,770
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Airisa Šteinberga,Female,34,440,691
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Rita Krinberga,Female,35,420,711
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Modris Kempe,Male,36,458,834
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ieva Jākobsone-Bellomi,Female,37,530,775
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Gatis Gūtmanis,Male,38,456,739
Riga,Rīga,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Dēvijs Elnionis,Male,39,481,872
Riga,Rīga,"19. Politiskā partija ""Republika""",Sandis Ģirģens,Male,1,2649,109
Riga,Rīga,"19. Politiskā partija ""Republika""",Sabīne Ulberte,Female,2,435,179
Riga,Rīga,"19. Politiskā partija ""Republika""",Mārtiņš Krusts,Male,3,609,133
Riga,Rīga,"19. Politiskā partija ""Republika""",Ēriks Treļs,Male,4,503,125
Riga,Rīga,"19. Politiskā partija ""Republika""",Edgars Putniņš,Male,5,311,161
Riga,Rīga,"19. Politiskā partija ""Republika""",Aija Nagle,Female,6,336,145
Riga,Rīga,"19. Politiskā partija ""Republika""",Aivars Saulītis,Male,7,247,152
Riga,Rīga,"19. Politiskā partija ""Republika""",Mārtiņš Staģītis,Male,8,279,122
Riga,Rīga,"19. Politiskā partija ""Republika""",Viktorija Malgoždarova,Female,9,244,205
Riga,Rīga,"19. Politiskā partija ""Republika""",Staņislavs Miļutikovs,Male,10,221,231
Riga,Rīga,"19. Politiskā partija ""Republika""",Māris Geidāns,Male,11,279,139
Riga,Rīga,"19. Politiskā partija ""Republika""",Anžela Lužnova,Female,12,215,205
Riga,Rīga,"19. Politiskā partija ""Republika""",Sigita Pauliņa,Female,13,236,155
Riga,Rīga,"19. Politiskā partija ""Republika""",Aija Gudza,Female,14,224,130
Riga,Rīga,"19. Politiskā partija ""Republika""",Linda Valaine-Rohņana,Female,15,217,146
Riga,Rīga,"19. Politiskā partija ""Republika""",Andris Grīnbergs,Male,16,248,124
Riga,Rīga,"19. Politiskā partija ""Republika""",Inna Miļutikova,Female,17,200,182
Riga,Rīga,"19. Politiskā partija ""Republika""",Juris Keišs,Male,18,281,133
Riga,Rīga,"19. Politiskā partija ""Republika""",Guntars Didenko,Male,19,209,138
Riga,Rīga,"19. Politiskā partija ""Republika""",Viktors Duks,Male,20,215,141
Riga,Rīga,"19. Politiskā partija ""Republika""",Nadežda Puzanova,Female,21,217,238
Riga,Rīga,"19. Politiskā partija ""Republika""",Karīna Voļska,Female,22,220,157
Riga,Rīga,"19. Politiskā partija ""Republika""",Adrians Žerebcovs,Male,23,184,208
Riga,Rīga,"19. Politiskā partija ""Republika""",Sarmīte Sparāne,Female,24,208,153
Riga,Rīga,"19. Politiskā partija ""Republika""",Andris Benjamiņš,Male,25,239,152
Riga,Rīga,"19. Politiskā partija ""Republika""",Leonīds Stepanovs,Male,26,222,182
Riga,Rīga,"19. Politiskā partija ""Republika""",Jānis Strazdiņš,Male,27,237,117
Riga,Rīga,"19. Politiskā partija ""Republika""",Māris Šenne,Male,28,201,120
Riga,Rīga,"19. Politiskā partija ""Republika""",Margarita Liņģe,Female,29,202,133
Riga,Rīga,"19. Politiskā partija ""Republika""",Alevtina Korņilova,Female,30,186,197
Riga,Rīga,"19. Politiskā partija ""Republika""",Inga Mackeviča,Female,31,203,134
Riga,Rīga,"19. Politiskā partija ""Republika""",Uldis Klaušs,Male,32,202,135
Riga,Rīga,"19. Politiskā partija ""Republika""",Evita Tripka,Female,33,190,136
Riga,Rīga,"19. Politiskā partija ""Republika""",Anna Kļaviņa,Female,34,213,141
Riga,Rīga,"19. Politiskā partija ""Republika""",Angela Helvētija Mežaka,Female,35,190,152
Riga,Rīga,"19. Politiskā partija ""Republika""",Andris Prutāns,Male,36,211,120
Riga,Rīga,"19. Politiskā partija ""Republika""",Armands Šteinbergs,Male,37,236,125
Riga,Rīga,"19. Politiskā partija ""Republika""",Iveta Pucena,Female,38,234,136
Riga,Rīga,"19. Politiskā partija ""Republika""",Armands Kruglaužs,Male,39,217,152
