Apgabals,Struktūrvienība,Party,Name,Gender,Number,Pluses,Minuses
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"10. Partija ""Vienoti Latvijai""",Mārtiņš Zeidaks,Male,4,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ilze Indriksone,Female,1,21,5
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Artūrs Butāns,Male,2,21,6
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Zariņš,Male,3,4,10
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Kristīna Ansone,Female,4,6,9
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Jankovskis,Male,5,7,9
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Normunds Dzintars,Male,6,22,8
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andis Āboliņš,Male,7,6,8
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Edgars Kronbergs,Male,8,7,8
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Rimants Ziedonis,Male,9,12,9
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Marita Lapa,Female,10,4,11
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Dzintars Rušmanis,Male,11,4,10
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Ina Sila,Female,12,8,9
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Megija Paula Bērziņa,Female,13,7,9
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Baiba Rītere,Female,14,4,11
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"11. Nacionālā apvienība ""Visu Latvijai!""-""Tēvzemei un Brīvībai/LNNK""",Andris Vārpiņš,Male,15,5,10
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Ramona Petraviča,Female,1,6,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Natālija Magazeina,Female,2,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Māris Šveiduks,Male,3,7,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Sergejs Semenčukovs,Male,4,4,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Edvīns Krūmiņš,Male,5,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Egīls Ceiziņš,Male,6,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Liene Zāģere,Female,7,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Kristīne Ķēniņa,Female,8,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Dana Šlesere,Female,9,2,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Anželika Molotanova,Female,10,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Aivars Molotanovs,Male,11,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Eduards Zivtiņš,Male,12,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Aljeta Erdmane,Female,13,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Andris Baumanis,Male,14,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,12. LATVIJA PIRMAJĀ VIETĀ,Gatis Rozenfelds,Male,15,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Krišjānis Feldmans,Male,1,8,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Uldis Budriķis,Male,2,3,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Santa Suhaka,Female,3,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Bruno Jurševics,Male,4,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Romāns Ernsons,Male,5,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Juris Orinskis,Male,6,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Ivo Tikums,Male,7,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Maira Kutuļska,Female,8,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Evita Pētersone,Female,9,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Anželika Jurševica,Female,10,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Andris Saulītis,Male,11,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Elena Blumberga,Female,12,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Kristers Andersons,Male,13,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Mārtiņš Štāls,Male,14,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,13. Konservatīvie,Sandis Pūce,Male,15,0,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Agris Freifalts,Male,1,12,3
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Lāsma Skrābe,Female,2,6,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Aiva Daukša,Female,3,5,3
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Normunds Skrābe,Male,4,6,3
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Evija Kārkliņa,Female,5,5,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Jana Sietiņa,Female,6,4,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Laura Kontrauska,Female,7,4,3
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Antensone,Female,8,5,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Romunds Brālis,Male,9,5,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Eleonora Grigāne,Female,10,6,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Roberts Brīvlauks,Male,11,4,3
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Kristers Niklāvs Koškins,Male,12,4,5
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Inga Lazarenoka,Female,13,5,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Raivis Fricsons,Male,14,5,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"14. Politiskā partija ""KATRAM UN KATRAI""",Ivars Vinters,Male,15,5,3
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Liene Gātere,Female,1,5,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Edgars Zelderis,Male,2,4,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Miroslavs Kodis,Male,3,4,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Marta Kraujiņa,Female,4,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Ilva Norenberga,Female,5,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Lauris Pīlēģis,Male,6,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Ginta Ernštreite,Female,7,0,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Kalvis Kalniņš,Male,8,1,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Dāvis Lodziņš,Male,9,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Sintija Ozoliņa,Female,10,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Niks Derums,Male,11,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Katrīna Vītola,Female,12,2,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Māris Meldris,Male,13,0,2
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Jurģis Kūliņš,Male,14,0,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"15. ""PROGRESĪVIE""",Andris Diržininks,Male,15,0,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Kristaps Eklons,Male,1,8,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Dace Bluķe,Female,2,6,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Ainārs Dimants,Male,3,4,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Uldis Zupa,Male,4,4,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Ģirts Jankovskis,Male,5,3,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Nora Patmalniece,Female,6,3,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Ēriks Lingebērziņš,Male,7,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Liene Reine-Miteva,Female,8,2,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Gunta Jankovska,Female,9,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Reinis Strolis,Male,10,3,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Indra Rassa,Female,11,1,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Nadīna Millere,Female,12,1,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Gatis Nierliņš,Male,13,1,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Aivars Graikstis,Male,14,1,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,16. Attīstībai/Par!,Jurģis Spulenieks,Male,15,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"17. ""Apvienība Latvijai""",Guntis Rolis,Male,1,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"17. ""Apvienība Latvijai""",Jānis Gaudiešus,Male,2,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"17. ""Apvienība Latvijai""",Egils Matīss Madelis,Male,3,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"17. ""Apvienība Latvijai""",Iveta Samiņa,Female,4,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"17. ""Apvienība Latvijai""",Armands Bramanis,Male,5,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"17. ""Apvienība Latvijai""",Jānis Lesiņš,Male,6,0,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Kučinskis,Male,1,93,40
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Linda Matisone,Female,2,62,24
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aija Barča,Female,3,61,82
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Edgars Putra,Male,4,37,37
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Aivis Landmanis,Male,5,11,19
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Atis Deksnis,Male,6,84,22
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krista Vīndedze,Female,7,9,18
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Raivis Kalējs,Male,8,42,21
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Kristīne Niedre-Lathere,Female,9,55,32
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ainis Stūrmanis,Male,10,12,18
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Valdis Skujiņš,Male,11,34,67
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Māris Dadzis,Male,12,12,20
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Jānis Džeriņš,Male,13,29,38
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Ansis Brūns,Male,14,10,23
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"18. ""APVIENOTAIS SARAKSTS - Latvijas Zaļā partija, Latvijas Reģionu Apvienība, Liepājas partija""",Krists Bergmanis,Male,15,16,28
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Ēriks Pucens,Male,1,5,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Egils Gusts,Male,2,4,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Ilona Lielmane,Female,3,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Agnese Ziediņa,Female,4,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Edgars Lielmanis,Male,5,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Inga Zirka,Female,6,1,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Ginta Bukāte,Female,7,1,1
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Inese Ozoliņa,Female,8,3,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Anda Stiba,Female,9,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Valdis Grīnfogels,Male,10,3,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Matīss Krēže,Male,11,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Oskars Straume,Male,12,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Līga Leikarte,Female,13,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Māra Kūriņa,Female,14,2,0
Kurzeme,236. EZERKRASTA SĀKUMSKOLA,"19. Politiskā partija ""Republika""",Uldis Ozoliņš,Male,15,4,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Arvils Ašeradens,Male,1,19,7
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Inga Bērziņa,Female,2,8,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Guntars Račs,Male,3,16,13
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Kārlis Strautiņš,Male,4,17,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Ģirts Valdis Kristovskis,Male,5,11,5
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Ingrīda Circene,Female,6,13,10
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Jānis Grahoļskis,Male,7,3,6
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Inna Kislina,Female,8,3,7
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Andis Bāliņš,Male,9,5,7
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Dace Šēle,Female,10,5,7
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Andris Jefimovs,Male,11,3,12
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Edgars Lūks,Male,12,5,6
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Intars Zēns,Male,13,4,9
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Māris Rozenbergs,Male,14,3,8
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,1. Jaunā VIENOTĪBA,Nellija Kleinberga,Female,15,7,7
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Jeļena Osipova,Female,1,37,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Igors Glazunovs,Male,2,12,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Aleksandrs Bērziņš,Male,3,12,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Tamāra Šustova,Female,4,11,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Romans Rodionovs,Male,5,13,3
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Valentīna Babaka,Female,6,12,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Andrejs Ostapenko,Male,7,10,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Vinsenta Daņiļceva,Female,8,11,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Oļegs Ivanovs,Male,9,10,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Sergejs Muļivanovs,Male,10,11,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"2. ""Latvijas Krievu savienība""",Vladislavs Aleksandrovs,Male,11,10,4
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Uldis Augulis,Male,1,35,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Jānis Vucāns,Male,2,16,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Gundars Daudze,Male,3,17,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Reinis Doniņš,Male,4,14,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Agija Kaunese,Female,5,14,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Rūdolfs Punkstiņš,Male,6,15,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Ģirts Štekerhofs,Male,7,15,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Juris Goldmanis,Male,8,18,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Andris Valerts,Male,9,15,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Aija Staškova-Ciemīte,Female,10,14,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Ilze Buņķe,Female,11,12,3
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Dainis Kūla,Male,12,13,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Arvis Kalniņš,Male,13,17,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Kristīne Vāgnere-Davidova,Female,14,14,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,3. Zaļo un Zemnieku savienība,Uldis Boitmanis,Male,15,18,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Normunds Zernis,Male,1,2,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Malda Šteinberga,Female,2,2,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Ilze Kronberga,Female,3,4,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Dāvids Zālītis,Male,4,3,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Anna Rungule,Female,5,2,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Lelde Povšaka,Female,6,2,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Ilona Ozola,Female,7,2,2
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,4. TAUTAS KALPI LATVIJAI,Uģis Gertners,Male,8,3,1
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Inga Gluzda,Female,1,12,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Dāvids Kļaviņš,Male,2,5,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Oskars Gertners,Male,3,10,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Jūlija Rjazanova,Female,4,19,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Jānis Blaus,Male,5,5,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Egija Romanovska,Female,6,6,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Sandra Briķe,Female,7,6,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Juris Brigmanis-Briģis,Male,8,7,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Sergejs Borisjuks,Male,9,6,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Gita Priede,Female,10,5,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"5. ""SUVERĒNĀ VARA""",Vilnis Kurpe,Male,11,5,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"6. ""Kristīgi Progresīvā Partija""",Aivars Ošenieks,Male,1,0,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"6. ""Kristīgi Progresīvā Partija""",Elita Višņevska,Female,2,0,0
Kurzeme,237. LIEPĀJAS 8. VIDUSSKOLA,"6. ""Kristīgi Progresīvā Partija""",Laima Ošeniece,Female,3,0,0
